#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407519470258e-06       7.009212262186e-01      -1.231804327091e+00       2.151840174575e-03       2.466005552271e-09       6.165013880677e-09       3.974217366164e-16       1.233002776135e-09      -9.238532453180e-01       2.151840174575e-03       6.148440519575e-01       6.923005753404e-01      -1.231804327091e+00       2.151368528785e-03       2.013256904394e-04      -9.238532453180e-01       2.152794732105e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.653454106150e-09       2.152794732105e-03 
       2.111741076074e-06       1.050921226233e+00      -1.234591230176e+00       3.224413987309e-03       8.295924190830e-09       2.073981047707e-08       3.009503510631e-15       4.147962095415e-09      -9.259434226320e-01       3.224413987430e-03       6.146468332939e-01       6.919174945426e-01      -1.234590783283e+00       3.222823200878e-03       4.520875568086e-04      -9.259441001976e-01       3.227627530820e-03       5.249751045879e-13       7.349496898820e-13       3.832322858300e-12       8.362384367637e-09       3.226613561940e-03 
       3.168648554628e-06       1.575347724965e+00      -1.239778804519e+00       4.825150583652e-03       2.776165332339e-08       6.940413330848e-08       2.267473481300e-14       1.388082666170e-08      -9.298341033892e-01       4.825150584837e-03       6.143311818925e-01       6.913242910458e-01      -1.239776100312e+00       4.819789164691e-03       1.014186691175e-03      -9.298381958075e-01       4.835954206050e-03       7.815963083143e-12       1.094211827992e-11       3.068860469769e-11       4.226910597966e-08       4.831478317411e-03 
       4.755298336680e-06       2.360702435739e+00      -1.250585957097e+00       7.203407063008e-03       9.359588596413e-08       2.339897149103e-07       1.721714121267e-13       4.679794298206e-08      -9.379394678266e-01       7.203407072571e-03       6.136862023678e-01       6.901975204134e-01      -1.250571868937e+00       7.185361175145e-03       2.269792035647e-03      -9.379607302079e-01       7.239651062466e-03       9.116452558463e-11       1.276276576720e-10       2.323566744082e-10       2.133854695975e-07       7.224167369903e-03 
       7.138154433924e-06       3.535861034128e+00      -1.273738648932e+00       1.070207238821e-02       3.147107975251e-07       7.867769938127e-07       1.304464507855e-12       1.573553987625e-07      -9.553039867418e-01       1.070207246169e-02       6.122904650947e-01       6.879190427249e-01      -1.273667326698e+00       1.064151220254e-02       5.055254368815e-03      -9.554112570672e-01       1.082324179768e-02       1.030520676449e-09       1.442698956885e-09       1.747167449301e-09       1.074958526814e-06       1.077130593936e-02 
       1.071886253297e-05       5.292193127690e+00      -1.323638545818e+00       1.573825201034e-02       1.038766970282e-06       2.596917425705e-06       9.708771472617e-12       5.193834851411e-07      -9.927289098512e-01       1.573825256464e-02       6.092412117406e-01       6.831968624290e-01      -1.323281269810e+00       1.553635497584e-02       1.114613732011e-02      -9.932643932735e-01       1.614097976022e-02       1.153785013528e-08       1.615267039554e-08       1.304724011534e-08       5.394618713345e-06       1.596831266572e-02 
       1.610418377497e-05       7.912474975209e+00      -1.430425565582e+00       2.263588861280e-02       3.388154788109e-06       8.470386970273e-06       7.148080306881e-11       1.694077394055e-06      -1.072819179636e+00       2.263589273675e-02       6.026044103595e-01       6.733209376106e-01      -1.428657944679e+00       2.197253763034e-02       2.405522787601e-02      -1.075465106771e+00       2.396094409990e-02       1.276610446753e-07       1.787228117607e-07       9.625457315838e-08       2.687960519931e-05       2.339303239493e-02 
       2.421361899404e-05       1.181155478952e+01      -1.653106891736e+00       3.097380327201e-02       1.036973257427e-05       2.592433143568e-05       4.945790427495e-10       5.184866287135e-06      -1.239830228437e+00       3.097383332551e-02       5.883451501857e-01       6.527752168219e-01      -1.644569723861e+00       2.886357086557e-02       4.953959476736e-02      -1.252698088243e+00       3.525517541413e-02       1.383646741559e-06       1.937124805582e-06       6.941172942520e-07       1.321535469206e-04       3.342252151840e-02 
       3.478071309344e-05       1.681155478952e+01      -2.024774526937e+00       3.716433018155e-02       2.574383586054e-05       6.435958965136e-05       2.533371998120e-09       1.287191793027e-05      -1.518581377838e+00       3.716449918658e-02       5.630906762143e-01       6.174246012416e-01      -1.991714585450e+00       3.161628032521e-02       8.618032948318e-02      -1.569656115147e+00       4.893789276212e-02       1.107425908534e-05       1.550563068747e-05       3.853890693072e-06       5.312554804217e-04       4.391214536904e-02 
       4.553681294128e-05       2.181155478952e+01      -2.450543005676e+00       3.723792017026e-02       4.436222327465e-05       1.109055581866e-04       7.483199283244e-09       2.218111163732e-05      -1.837909465220e+00       3.723850757390e-02       5.311100177784e-01       5.738861352867e-01      -2.364421196245e+00       2.665178212896e-02       1.162811479219e-01      -1.976847138236e+00       6.148410145085e-02       5.019626984166e-05       7.029916258649e-05       1.323193875348e-05       1.466157676826e-03       5.117442034932e-02 
