# Matter power spectrum P(k) at redshift z=0
# for k=1.07585e-05 to 1.10859 h/Mpc,
# number of wavenumbers equal to 113
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.075851719600e-05       4.261672829757e+01 
       1.354417069127e-05       5.323893444572e+01 
       1.705110066492e-05       6.650865487885e+01 
       2.146606392612e-05       8.308569904056e+01 
       2.702417336779e-05       1.037942485316e+02 
       3.402141858545e-05       1.296637424346e+02 
       4.283042840251e-05       1.619798704927e+02 
       5.392031471395e-05       2.023481129951e+02 
       6.788165440533e-05       2.527727950272e+02 
       8.545793972549e-05       3.157552104475e+02 
       1.075851719600e-04       3.944149583277e+02 
       1.354417069127e-04       4.926390956592e+02 
       1.705110066492e-04       6.152637775183e+02 
       2.146606392612e-04       7.682922391892e+02 
       2.702417336779e-04       9.591504668200e+02 
       3.402141858545e-04       1.196976618624e+03 
       4.283042840251e-04       1.492931264652e+03 
       5.392031471395e-04       1.860503045240e+03 
       6.788165440533e-04       2.315769350773e+03 
       8.545793972549e-04       2.877545516129e+03 
       1.075851719600e-03       3.567277905695e+03 
       1.354417069127e-03       4.408385165944e+03 
       1.705110066492e-03       5.424665494945e+03 
       2.146606392612e-03       6.637511573338e+03 
       2.702417336779e-03       8.061377821945e+03 
       3.402141858545e-03       9.697100532240e+03 
       4.283042840251e-03       1.152303719661e+04 
       5.392031471395e-03       1.348350735926e+04 
       6.788165440533e-03       1.547807914547e+04 
       8.545793972549e-03       1.735692843227e+04 
       1.075851719600e-02       1.892260193913e+04 
       1.354417069127e-02       1.993585330023e+04 
       1.705110066490e-02       2.012423397069e+04 
       2.146606383957e-02       1.924534209779e+04 
       2.702409500768e-02       1.724199934939e+04 
       3.400892740189e-02       1.442092348366e+04 
       4.235904818299e-02       1.164045138618e+04 
       4.967285857483e-02       1.001255690762e+04 
       5.493543143437e-02       9.229782175227e+03 
       5.923070820087e-02       8.748279947367e+03 
       6.304497505464e-02       8.385726328629e+03 
       6.659125959601e-02       8.068638046603e+03 
       6.998074884525e-02       7.761098558376e+03 
       7.327944875572e-02       7.444518739867e+03 
       7.653039258850e-02       7.110386530722e+03 
       7.976372946862e-02       6.757051870280e+03 
       8.300184326377e-02       6.387888209081e+03 
       8.626217771460e-02       6.009898560048e+03 
       8.955890143229e-02       5.632426320501e+03 
       9.290394203727e-02       5.265874480181e+03 
       9.630765649069e-02       4.920455809337e+03 
       9.977928115041e-02       4.605041128522e+03 
       1.033272428460e-01       4.326201166332e+03 
       1.069593790980e-01       4.087503425863e+03 
       1.106830970727e-01       3.889101036104e+03 
       1.145054900812e-01       3.727612870289e+03 
       1.184334239409e-01       3.596294976847e+03 
       1.224736014930e-01       3.485539354524e+03 
       1.266326110123e-01       3.383793871288e+03 
       1.309169625951e-01       3.279006365620e+03 
       1.353331155148e-01       3.160579353992e+03 
       1.398874988205e-01       3.021550169775e+03 
       1.445865269684e-01       2.860387898996e+03 
       1.494366119563e-01       2.681668833540e+03 
       1.544441732228e-01       2.495158959564e+03 
       1.596156464335e-01       2.313427459808e+03 
       1.649574921914e-01       2.148681336283e+03 
       1.660026560425e-01       2.119828208434e+03 
       1.704762056512e-01       2.009719382587e+03 
       1.761783279865e-01       1.899743831861e+03 
       1.820704606345e-01       1.815493706694e+03 
       1.881592832284e-01       1.747971197295e+03 
       1.944515761216e-01       1.684865993833e+03 
       2.009542483973e-01       1.614856466492e+03 
       2.076743722651e-01       1.530550375696e+03 
       2.146192247541e-01       1.431948907404e+03 
       2.217963376473e-01       1.327234349762e+03 
       2.292135566586e-01       1.228270161273e+03 
       2.368791109539e-01       1.144386937785e+03 
       2.448016942633e-01       1.078247665934e+03 
       2.529905590580e-01       1.025826280842e+03 
       2.614556255715e-01       9.788795303081e+02 
       2.702076078752e-01       9.287907249138e+02 
       2.792581597959e-01       8.715455082614e+02 
       2.886200442336e-01       8.101737324380e+02 
       2.983073304582e-01       7.516812505762e+02 
       3.083356253141e-01       7.018464460489e+02 
       3.187223460492e-01       6.613067891215e+02 
       3.294870448627e-01       6.251549097430e+02 
       3.406517984594e-01       5.879110800739e+02 
       3.522416802197e-01       5.482425821078e+02 
       3.642853385219e-01       5.090983488754e+02 
       3.768157129826e-01       4.743127138057e+02 
       3.898709319760e-01       4.441561970726e+02 
       4.034954513843e-01       4.158684741390e+02 
       4.177415186840e-01       3.870960338542e+02 
       4.326710822782e-01       3.588556372695e+02 
       4.483583201404e-01       3.330170049780e+02 
       4.648930455697e-01       3.094083814185e+02 
       4.823853804824e-01       2.865465726054e+02 
       5.009723024570e-01       2.642249596616e+02 
       5.208270335043e-01       2.432083869014e+02 
       5.421728656868e-01       2.234598783057e+02 
       5.653041478821e-01       2.042179530397e+02 
       5.906192800318e-01       1.857365572017e+02 
       6.186747482301e-01       1.679900066006e+02 
       6.502779656607e-01       1.506239659578e+02 
       6.866560667854e-01       1.336472104438e+02 
       7.297838754521e-01       1.167699396791e+02 
       7.830715245897e-01       9.978182486265e+01 
       8.529236709602e-01       8.232863683258e+01 
       9.524300606613e-01       6.405931305081e+01 
       1.108594236829e+00       4.515834572858e+01 
