# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=16
# for k=9.43397e-06 to 1.19292 h/Mpc,
# number of wavenumbers equal to 114
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:delta_phi_scf       8:delta_phi_over_phi_scf    9:delta_phi_prime_scf    10:d_tot                 11:phi                   12:psi                
       9.433969196094e-06      -1.028666671782e-04      -7.715271872080e-05      -7.715271921928e-05      -1.028665903321e-04      -8.551425429941e-05      -6.597752876192e-07       5.784919937778e-05      -1.909650314845e-09      -7.725661774581e-05       6.020235085424e-01       5.995854486349e-01 
       1.187666355505e-05      -1.630292620570e-04      -1.222787746304e-04      -1.222787758825e-04      -1.630290690333e-04      -1.355273627008e-04      -1.045662873685e-06       9.168406897646e-05      -3.026538718174e-09      -1.224434297211e-04       6.020231705641e-01       5.995851850752e-01 
       1.495183355678e-05      -2.583753807126e-04      -1.937986866496e-04      -1.937986897948e-04      -2.583748958786e-04      -2.147876168555e-04      -1.657244387100e-06       1.453082487909e-04      -4.796620601741e-09      -1.940596128489e-04       6.020226349597e-01       5.995847674543e-01 
       1.882324321754e-05      -4.094758140160e-04      -3.071499411102e-04      -3.071499490104e-04      -4.094745962465e-04      -3.403929037992e-04      -2.626493834280e-06       2.302938650835e-04      -7.601805565830e-09      -3.075633944404e-04       6.020217860261e-01       5.995841054624e-01 
       2.369705921895e-05      -6.489212572052e-04      -4.867991522721e-04      -4.867991721167e-04      -6.489181986188e-04      -5.394297824953e-04      -4.162557580553e-06       3.649806472485e-04      -1.204723116216e-08      -4.874542135512e-04       6.020204405880e-01       5.995830562903e-01 
       2.983283003552e-05      -1.028334819671e-03      -7.715229076693e-04      -7.715229575165e-04      -1.028327138093e-03      -8.547971511940e-04      -6.596835142778e-06       5.784302237711e-04      -1.909154855748e-08      -7.725605622073e-04       6.020183083618e-01       5.995813935677e-01 
       3.755730783746e-05      -1.629459134700e-03      -1.222776997382e-03      -1.222777122592e-03      -1.629439844400e-03      -1.354405052917e-03      -1.045430655378e-05       9.166839532737e-04      -3.025290501725e-08      -1.224420193310e-03       6.020149291822e-01       5.995787583484e-01 
       4.728184923515e-05      -2.581660542100e-03      -1.937959871704e-03      -1.937960186217e-03      -2.581612106761e-03      -2.145688468527e-03      -1.656646133920e-05       1.452674764592e-03      -4.793455593423e-08      -1.940560706711e-03       6.020095740846e-01       5.995745819698e-01 
       5.952432151875e-05      -4.089501490546e-03      -3.071431604777e-03      -3.071432394795e-03      -4.089379904890e-03      -3.398447552737e-03      -2.625000378705e-05       2.301934237905e-03      -7.593873379806e-08      -3.075544978026e-03       6.020010888354e-01       5.995679640266e-01 
       7.493668097977e-05      -6.476014038372e-03      -4.867821224980e-03      -4.867823209402e-03      -6.475708941002e-03      -5.380577465411e-03      -4.158740646854e-05       3.647211172716e-03      -1.202725997698e-07      -4.874318717313e-03       6.019876440343e-01       5.995574765011e-01 
       9.433969196094e-05      -1.025021714692e-02      -7.714801399041e-03      -7.714806383629e-03      -1.024945201772e-02      -8.513357286708e-03      -6.587156193281e-05       5.777686754718e-03      -1.904109994906e-07      -7.725044575145e-03       6.019663436962e-01       5.995408575864e-01 
       1.187666355505e-04      -1.621145787369e-02      -1.222669589889e-02      -1.222670841938e-02      -1.620954088735e-02      -1.345717057806e-02      -1.043012565429e-04       9.150304181841e-03      -3.012649201189e-07      -1.224279321819e-02       6.019326113297e-01       5.995145309871e-01 
       1.495183355678e-04      -2.560813330300e-02      -1.937690160434e-02      -1.937693305353e-02      -2.560333763267e-02      -2.123888862644e-02      -1.650611539896e-04       1.448550379296e-02      -4.761793292728e-07      -1.940207083256e-02       6.018792105320e-01       5.994728328594e-01 
       1.882324321754e-04      -4.037274598041e-02      -3.070754473284e-02      -3.070762372613e-02      -4.036077743655e-02      -3.343800699080e-02      -2.609913064632e-04       2.291609879505e-02      -7.514584859753e-07      -3.074657649687e-02       6.017947304492e-01       5.994068134078e-01 
       2.369705921895e-04      -6.345377168982e-02      -4.866121770722e-02      -4.866141611548e-02      -6.342401513125e-02      -5.243740109554e-02      -4.121058137403e-04       3.621431474698e-02      -1.182887649758e-06      -4.872093571635e-02       6.016612235836e-01       5.993023475483e-01 
       2.983283003552e-04      -9.924253937109e-02      -7.710538277616e-02      -7.710588109982e-02      -9.916900414160e-02      -8.171667494442e-02      -6.492932280745e-04       5.713144207120e-02      -1.854552988997e-06      -7.719470133555e-02       6.014505914317e-01       5.991372011735e-01 
       3.755730783746e-04      -1.540128312836e-01      -1.221601032844e-01      -1.221613547969e-01      -1.538328571824e-01      -1.260625598023e-01      -1.019429183414e-03       8.988269346696e-02      -2.889049329008e-06      -1.222884976631e-01       6.011191571918e-01       5.988765146037e-01 
       4.728184923515e-04      -2.360684648516e-01      -1.935015135932e-01      -1.935046563773e-01      -2.356347661557e-01      -1.913063663653e-01      -1.591676419780e-03       1.407856067305e-01      -4.454762489927e-06      -1.936727846567e-01       6.005998024136e-01       5.984659813640e-01 
       5.952432151875e-04      -3.547719647178e-01      -3.064070888706e-01      -3.064149797340e-01      -3.537527325871e-01      -2.825624311719e-01      -2.463042354471e-03       2.189402670200e-01      -6.756765122328e-06      -3.066008954026e-01       5.997912575342e-01       5.978218598883e-01 
       7.493668097977e-04      -5.166149268409e-01      -4.849473628742e-01      -4.849671702010e-01      -5.143160692561e-01      -3.986461989788e-01      -3.756821678441e-03       3.364918154969e-01      -9.977703359832e-06      -4.850720393036e-01       5.985451541525e-01       5.968171249659e-01 
       9.433969196094e-04      -7.151944591275e-01      -7.669265225676e-01      -7.669762228291e-01      -7.103545854906e-01      -5.183521686675e-01      -5.596785600523e-03       5.070627543400e-01      -1.409776700333e-05      -7.667121857936e-01       5.966542201667e-01       5.952641643607e-01 
       1.187666355505e-03      -9.127269014074e-01      -1.211366400990e+00      -1.211491208391e+00      -9.038167971503e-01      -5.722374812056e-01      -8.028053767639e-03       7.396950252492e-01      -1.848331283910e-05      -1.210157053404e+00       5.938133222115e-01       5.928605251913e-01 
       1.495183355678e-03      -1.022394034145e+00      -1.909798612480e+00      -1.910110490214e+00      -1.009530837151e+00      -4.113412190569e-01      -1.076276107006e-02       1.015001293154e+00      -2.116759148346e-05      -1.906242053035e+00       5.896799445535e-01       5.892197236444e-01 
       1.882324321754e-03      -9.388636837562e-01      -3.003036493492e+00      -3.003813161583e+00      -9.285152931522e-01       1.570571161190e-01      -1.280527991389e-02       1.242796605776e+00      -1.862087317572e-05      -2.994883154878e+00       5.839656169171e-01       5.839306244739e-01 
       2.369705921895e-03      -6.991304586536e-01      -4.705137394979e+00      -4.707069091765e+00      -7.061195325075e-01       1.072450599688e+00      -1.229213721361e-02       1.224045551363e+00      -8.508105907404e-06      -4.689745967810e+00       5.764272078288e-01       5.765757457276e-01 
       2.983283003552e-03      -6.437536385646e-01      -7.337573158092e+00      -7.342375043096e+00      -6.640851218566e-01       1.354308776331e+00      -8.083078856208e-03       7.876862821725e-01       1.035270453021e-06      -7.313288186227e+00       5.667910296417e-01       5.668416497530e-01 
       3.755730783746e-03      -8.571622655612e-01      -1.137665664488e+01      -1.138858434529e+01      -8.390767351787e-01      -2.951567861236e-01      -4.728869844315e-03       3.887913632459e-01      -1.036126457639e-05      -1.134237770401e+01       5.544795775260e-01       5.544345032745e-01 
       4.728184923515e-03      -6.531853540912e-01      -1.751117874808e+01      -1.754065985380e+01      -6.562270634596e-01      -4.541489579320e-01      -9.438510963631e-03       9.146366823695e-01      -1.949024461471e-05      -1.746468555649e+01       5.386002941616e-01       5.386213437674e-01 
       5.952432151875e-03      -7.611838950696e-01      -2.670358589597e+01      -2.677598850600e+01      -7.559388730143e-01       2.048774963478e+00      -6.618543376501e-03       5.913243886530e-01       1.052148637427e-05      -2.665316471322e+01       5.185537837321e-01       5.185417219742e-01 
       7.493668097977e-03      -5.613814732071e-01      -4.023973412619e+01      -4.041605959767e+01      -6.025951998375e-01      -2.938138440803e+00      -7.894208856087e-03       8.003857925736e-01      -4.211565153009e-05      -4.021619732061e+01       4.936433768303e-01       4.936512956872e-01 
       9.433969196094e-03      -6.033327291255e-01      -5.971288388279e+01      -6.013723210419e+01      -5.667054395146e-01      -6.893475619997e-01      -6.909583856424e-03       6.773550725152e-01      -1.749403348999e-05      -5.980614912309e+01       4.631661630977e-01       4.631701773664e-01 
       1.187666355505e-02      -6.519044544398e-01      -8.684712868801e+01      -8.785059373354e+01      -5.206243813637e-01       4.268702419417e-01      -3.838628723882e-03       3.488639460046e-01       8.368037795589e-07      -8.728987309617e+01       4.265212823981e-01       4.265238959800e-01 
       1.495183355677e-02      -5.340867984847e-01      -1.229627139255e+02      -1.252727577806e+02      -5.271832568132e-01      -9.368384249926e-01      -5.237981768258e-03       4.766246170408e-01      -1.357020691058e-05      -1.242983544210e+02       3.832069313493e-01       3.832071358189e-01 
       1.882324318288e-02      -4.411896939497e-01      -1.679336565866e+02      -1.730325855475e+02      -4.422191524659e-01       1.982315290777e+00      -6.867785725780e-03       6.062456221727e-01       5.070570741363e-06      -1.713080115847e+02       3.332239144856e-01       3.332239317225e-01 
       2.369702096615e-02      -3.689628905082e-01      -2.190150980948e+02      -2.295396803342e+02      -3.689388436198e-01      -2.971456319582e-01      -5.133374472417e-03       4.151640484472e-01      -2.708392985316e-05      -2.265084325721e+02       2.779984854193e-01       2.779984855212e-01 
       2.982566530277e-02      -2.932695610729e-01      -2.709137712207e+02      -2.903842235240e+02      -2.932447342051e-01       3.414937978556e+00      -4.691616240657e-03       4.717321231744e-01       3.200482567683e-05      -2.853316363128e+02       2.210619313082e-01       2.210619313084e-01 
       3.724615791136e-02      -2.265157544801e-01      -3.213629185846e+02      -3.511291153145e+02      -2.264965718678e-01       4.157212532592e+00      -2.289953160635e-03       2.100212213968e-01       3.802177300934e-05      -3.437894151819e+02       1.707941443791e-01       1.707941443791e-01 
       4.403087679515e-02      -1.870737379430e-01      -3.707757544418e+02      -4.052055327045e+02      -1.870578929165e-01       6.846181377050e+00      -3.530820656689e-03       3.612485646743e-01       6.376254838683e-05      -3.967190963205e+02       1.410299751555e-01       1.410299751555e-01 
       4.888855999327e-02      -1.684561746580e-01      -4.149262066704e+02      -4.488099939287e+02      -1.684419011029e-01       7.751019237222e+00      -2.786508797209e-03       2.669792114589e-01       7.374413920512e-05      -4.402501770521e+02       1.269485527675e-01       1.269485527675e-01 
       5.280619741950e-02      -1.573137806637e-01      -4.562506506198e+02      -4.877327346727e+02      -1.573004464321e-01      -5.068976072607e+00      -3.528936129008e-03       3.480617527564e-01      -5.561283396609e-05      -4.794880484213e+02       1.185087868974e-01       1.185087868974e-01 
       5.626320248217e-02      -1.492540232022e-01      -4.955319868661e+02      -5.241113014203e+02      -1.492413680525e-01       5.525203485269e+00      -1.112946511782e-03       7.293277886371e-02       5.524822509610e-05      -5.162873698351e+02       1.124048305154e-01       1.124048305154e-01 
       5.946573407050e-02      -1.426184804863e-01      -5.325196240321e+02      -5.583996853112e+02      -1.426063852373e-01      -5.645406430132e+00      -1.846166987298e-03       2.307127486635e-01      -5.888512890541e-05      -5.509685397764e+02       1.073830002284e-01       1.073830002284e-01 
       6.251971732753e-02      -1.366140831199e-01      -5.666015157229e+02      -5.904559464552e+02      -1.366024952549e-01       2.297847538504e+00      -2.588323502607e-03       2.259137418549e-01      -1.613679947342e-06      -5.832908781113e+02       1.028474483722e-01       1.028474483722e-01 
       6.548733466009e-02      -1.308255815223e-01      -5.970628944042e+02      -6.199069345132e+02      -1.308144838521e-01      -1.003370726216e+00      -2.191578078845e-03       1.898073019033e-01       4.161057109768e-06      -6.128194660010e+02       9.848273387302e-02       9.848273387302e-02 
       6.840878946827e-02      -1.250275838980e-01      -6.232398519261e+02      -6.463271161468e+02      -1.250169780975e-01       9.861253810644e-01      -2.226406113688e-03       2.319375842066e-01       3.459721318737e-05      -6.390815360489e+02       9.411841076675e-02       9.411841076675e-02 
       7.131206378554e-02      -1.191170780369e-01      -6.446392443471e+02      -6.693574961087e+02      -1.191069743719e-01       5.122644156111e+00      -9.946265732810e-04       1.240730216591e-01       5.385713547393e-05      -6.616934343506e+02       8.967532711101e-02       8.967532711101e-02 
       7.421782070461e-02      -1.130763227443e-01      -6.610405824583e+02      -6.887978486738e+02      -1.130667328671e-01      -1.908646611081e+00      -3.132847604699e-04       1.379824046260e-02      -3.189592414225e-05      -6.804537098702e+02       8.513817302272e-02       8.513817302272e-02 
       7.714208959843e-02      -1.069480887622e-01      -6.725791987154e+02      -7.046795739299e+02      -1.069390203952e-01      -6.792162241240e+00      -1.835784152344e-03       1.842718960579e-01      -8.296423309031e-05      -6.954120282579e+02       8.053812451445e-02       8.053812451445e-02 
       8.009783920502e-02      -1.008210096372e-01      -6.798028806712e+02      -7.173165764181e+02      -1.008124627208e-01       3.036844051816e+00      -2.624777022883e-03       2.570494852652e-01       2.049949334782e-05      -7.069251354499e+02       7.594058112360e-02       7.594058112360e-02 
       8.309594996520e-02      -9.481597391270e-02      -6.836938735113e+02      -7.273303324293e+02      -9.480793807769e-02       6.705743195016e+00      -8.160041725171e-04       7.750154673628e-02       6.424524138552e-05      -7.156867918623e+02       7.143406187161e-02       7.143406187161e-02 
       8.614584180297e-02      -8.906724289579e-02      -6.856483007726e+02      -7.356448985204e+02      -8.905969623522e-02      -5.532930770078e+00      -5.995101628216e-04       5.635938414637e-02      -5.673200255951e-05      -7.227121461780e+02       6.711796302677e-02       6.711796302677e-02 
       8.925589423660e-02      -8.370584604970e-02      -6.874043138363e+02      -7.434460872543e+02      -8.369875520342e-02      -8.126578902752e-01      -2.148729994489e-03       2.102231651086e-01      -1.097076156685e-05      -7.292855147928e+02       6.309077255750e-02       6.309077255750e-02 
       9.243373597191e-02      -7.885038755260e-02      -6.909118767450e+02      -7.520992600880e+02      -7.884370909123e-02       5.800809660222e+00      -6.035493615683e-04       6.495433434852e-02       5.580510396243e-05      -7.368848271875e+02       5.944025135429e-02       5.944025135429e-02 
       9.568644946046e-02      -7.458903534643e-02      -6.981419112346e+02      -7.630228570421e+02      -7.458271838487e-02      -6.967519617719e+00      -1.095301260610e-03       1.015348516746e-01      -6.779970741429e-05      -7.470352940772e+02       5.623183464656e-02       5.623183464656e-02 
       9.902071828802e-02      -7.096389430411e-02      -7.108414433641e+02      -7.775206118287e+02      -7.095788420250e-02       6.290424790965e+00      -1.183588331996e-03       1.063109249953e-01       5.627717326020e-05      -7.611153873060e+02       5.349834949979e-02       5.349834949979e-02 
       1.024429350489e-01      -6.796948841923e-02      -7.302539560251e+02      -7.965841140201e+02      -6.796373126430e-02      -4.230306577095e+00      -8.027309945506e-04       9.939861576874e-02      -4.063879069346e-05      -7.801703213644e+02       5.123507442862e-02       5.123507442862e-02 
       1.059592812351e-01      -6.554014913197e-02      -7.568393743133e+02      -8.206883620785e+02      -6.553459656334e-02       1.776964575744e+00      -1.026050906764e-03       8.653107178743e-02       1.842139623047e-05      -8.046638243272e+02       4.939448260789e-02       4.939448260789e-02 
       1.095757868805e-01      -6.355934913025e-02      -7.900435627898e+02      -8.496145023507e+02      -6.355396293192e-02       9.715443513297e-01      -7.569257155220e-04       8.887597778045e-02      -3.512853359255e-07      -8.343153984046e+02       4.788980023733e-02       4.788980023733e-02 
       1.132983753018e-01      -6.186638855910e-02      -8.281803638000e+02      -8.823447998780e+02      -6.186114432608e-02      -1.428386290402e+00      -1.224925172742e-03       1.197623627466e-01      -2.710342399358e-06      -8.679784294731e+02       4.660188473733e-02       4.660188473733e-02 
       1.171328967241e-01      -6.027689271380e-02      -8.684934712543e+02      -9.170799551595e+02      -6.027178188996e-02      -1.509165283983e+00      -4.477063168989e-04       4.209624173795e-02      -2.948987632031e-05      -9.036717044562e+02       4.539362262899e-02       4.539362262899e-02 
       1.210851535608e-01      -5.860811984938e-02      -9.074514987592e+02      -9.514206693472e+02      -5.860314953578e-02       4.407565601793e+00      -7.508334708661e-04       7.858821911062e-02       5.321161459444e-05      -9.387811694943e+02       4.412903960183e-02       4.412903960183e-02 
       1.251609194422e-01      -5.670948371980e-02      -9.412902191878e+02      -9.827277284483e+02      -5.670467395808e-02       9.390196734265e-01      -1.314379657089e-03       1.330246777649e-01       2.036680884078e-06      -9.704591004493e+02       4.269545434863e-02       4.269545434863e-02 
       1.253761283852e-01      -5.660243933646e-02      -9.428428561348e+02      -9.842241201048e+02      -5.659763863740e-02       3.345726400417e+00      -1.212493768595e-03       1.211919554335e-01       2.925294752284e-05      -9.719599778180e+02       4.261481057246e-02       4.261481057246e-02 
       1.293659536370e-01      -5.448852860455e-02      -9.667538671774e+02      -1.008630622245e+03      -5.448390728783e-02      -3.848276721728e+00      -9.440682213641e-04       9.414901775841e-02      -3.953221604128e-05      -9.961684794709e+02       4.102368797532e-02       4.102368797532e-02 
       1.337060122102e-01      -5.193173319575e-02      -9.819176398156e+02      -1.027606532725e+03      -5.192732928324e-02      -4.060673800018e+00      -6.211682984867e-04       5.377180376761e-02      -4.109064535162e-05      -1.014312321394e+03       3.910314634506e-02       3.910314634506e-02 
       1.381868570661e-01      -4.911138065967e-02      -9.869124418522e+02      -1.039510514023e+03      -4.910721683359e-02      -3.699029306296e+00      -5.024228089929e-04       4.464263810429e-02      -3.528911451163e-05      -1.024801457224e+03       3.698691597452e-02       3.698691597452e-02 
       1.428142638940e-01      -4.617484327629e-02      -9.843295803395e+02      -1.045905318951e+03      -4.617092949808e-02      -3.165024607136e+00      -5.629906475061e-04       6.053393871512e-02      -2.931763700436e-05      -1.029395562203e+03       3.478411704234e-02       3.478411704234e-02 
       1.475940299540e-01      -4.331600972700e-02      -9.790721442203e+02      -1.050021159729e+03      -4.331233926594e-02      -1.271770591251e+00      -6.295134919363e-04       6.726530198602e-02      -1.630809122735e-05      -1.031641835509e+03       3.263872888100e-02       3.263872888100e-02 
       1.525319825865e-01      -4.073117765555e-02      -9.774884044692e+02      -1.056211535064e+03      -4.072772692203e-02       2.816750383231e-01      -5.610456907735e-04       5.468522635929e-02      -5.389018097364e-06      -1.036270062349e+03       3.069679265575e-02       3.069679265575e-02 
       1.576339892994e-01      -3.856817860529e-02      -9.858172039908e+02      -1.068905295535e+03      -3.856491135138e-02      -1.191430710965e+00      -5.330067318365e-04       4.981740899257e-02      -1.671444036254e-05      -1.048048780992e+03       2.906856749059e-02       2.906856749059e-02 
       1.629059702658e-01      -3.688311119851e-02      -1.008266106952e+03      -1.091267079712e+03      -3.687998641339e-02      -7.302227901700e-01      -7.184082744999e-04       7.000565726747e-02      -5.059334165358e-06      -1.070334814620e+03       2.779633267735e-02       2.779633267735e-02 
       1.683539140491e-01      -3.562745408359e-02      -1.045541987212e+03      -1.124190670535e+03      -3.562443500355e-02       2.112097749521e+00      -4.538010286951e-04       4.279774397331e-02       2.551528999866e-05      -1.103981248639e+03       2.684461035674e-02       2.684461035674e-02 
       1.739838973688e-01      -3.464077463249e-02      -1.093460365768e+03      -1.165096022019e+03      -3.463783834450e-02      -2.273243845989e+00      -4.443967257378e-04       4.068096382410e-02      -2.267554084465e-05      -1.146103339310e+03       2.609441153768e-02       2.609441153768e-02 
       1.798021097089e-01      -3.369631498036e-02      -1.143530305514e+03      -1.208193965590e+03      -3.369345804316e-02       2.342013512535e+00      -4.574114724018e-04       4.294828899896e-02       2.014768585982e-05      -1.190399252664e+03       2.537727076652e-02       2.537727076652e-02 
