# Matter power spectrum P(k) at redshift z=0
# for k=1.00272e-05 to 1.02846 h/Mpc,
# number of wavenumbers equal to 113
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.002721938456e-05       5.075910794903e+01 
       1.262352129286e-05       6.341080641906e+01 
       1.589207174191e-05       7.921586326093e+01 
       2.000693296195e-05       9.896016008488e+01 
       2.518723631786e-05       1.236253641866e+02 
       3.170885185342e-05       1.544376337755e+02 
       3.991907937708e-05       1.929283704696e+02 
       5.025514344324e-05       2.410099315728e+02 
       6.326747715405e-05       3.010698530874e+02 
       7.964903472934e-05       3.760878482801e+02 
       1.002721938456e-04       4.697805769787e+02 
       1.262352129286e-04       5.867797866226e+02 
       1.589207174191e-04       7.328496160801e+02 
       2.000693296195e-04       9.151480848923e+02 
       2.518723631786e-04       1.142535174597e+03 
       3.170885185342e-04       1.425924254677e+03 
       3.991907937708e-04       1.778663919212e+03 
       5.025514344324e-04       2.216924037003e+03 
       6.326747715405e-04       2.760044584184e+03 
       7.964903472934e-04       3.430780453004e+03 
       1.002721938456e-03       4.255295389170e+03 
       1.262352129286e-03       5.262572950169e+03 
       1.589207174191e-03       6.482705678278e+03 
       2.000693296195e-03       7.944467352453e+03 
       2.518723631786e-03       9.670059318029e+03 
       3.170885185342e-03       1.166820091514e+04 
       3.991907937708e-03       1.392423863522e+04 
       5.025514344324e-03       1.638720594534e+04 
       6.326747715405e-03       1.895497887242e+04 
       7.964903472934e-03       2.145777364958e+04 
       1.002721938456e-02       2.364340594598e+04 
       1.262352129286e-02       2.517007533696e+04 
       1.589207174188e-02       2.562674784821e+04 
       2.000693279983e-02       2.462176223400e+04 
       2.518711343214e-02       2.200080798371e+04 
       3.169190154804e-02       1.818662654019e+04 
       3.935674929650e-02       1.449130068540e+04 
       4.581777557577e-02       1.244378654780e+04 
       5.050371132043e-02       1.147168427644e+04 
       5.436810886111e-02       1.088502248521e+04 
       5.781854298297e-02       1.045281607090e+04 
       6.103669567697e-02       1.007903058997e+04 
       6.411872403016e-02       9.714726804736e+03 
       6.712228237767e-02       9.334168075621e+03 
       7.008524066674e-02       8.924906848891e+03 
       7.303428767573e-02       8.483639036093e+03 
       7.598933482239e-02       8.014550806891e+03 
       7.896596320906e-02       7.527390071178e+03 
       8.197687357277e-02       7.035359833175e+03 
       8.503279078067e-02       6.553388960065e+03 
       8.814305221993e-02       6.096557071847e+03 
       9.131600400397e-02       5.678392674250e+03 
       9.455927549406e-02       5.309291259591e+03 
       9.787997402857e-02       4.995429606689e+03 
       1.012848257029e-01       4.738224723947e+03 
       1.047802786741e-01       4.534197123772e+03 
       1.083725798083e-01       4.375061755607e+03 
       1.120678319711e-01       4.248209367576e+03 
       1.158720370282e-01       4.137733135588e+03 
       1.197911281659e-01       4.026253105423e+03 
       1.238309941928e-01       3.897577921887e+03 
       1.279974978439e-01       3.739885473608e+03 
       1.322964896885e-01       3.548632826329e+03 
       1.367338189643e-01       3.328083404940e+03 
       1.413153424702e-01       3.090627148966e+03 
       1.460469325359e-01       2.853804574482e+03 
       1.484119916889e-01       2.744066891354e+03 
       1.509344850070e-01       2.635855539693e+03 
       1.559839281365e-01       2.451157281485e+03 
       1.612012332454e-01       2.306675191498e+03 
       1.665924279946e-01       2.200308563448e+03 
       1.721636130987e-01       2.121359020191e+03 
       1.779209833029e-01       2.053755201578e+03 
       1.838708534418e-01       1.979677631930e+03 
       1.900196903993e-01       1.885004798269e+03 
       1.963741518036e-01       1.767274833540e+03 
       2.029411323226e-01       1.636028655892e+03 
       2.097278184792e-01       1.507350907841e+03 
       2.167417530009e-01       1.395841111495e+03 
       2.239909098593e-01       1.308980184120e+03 
       2.314837813647e-01       1.244665931350e+03 
       2.392294789698e-01       1.191972244967e+03 
       2.472378498440e-01       1.136927144194e+03 
       2.555196118152e-01       1.070891236883e+03 
       2.640865100039e-01       9.951676199778e+02 
       2.729514994249e-01       9.194367544882e+02 
       2.821289590993e-01       8.544747828299e+02 
       2.916349448916e-01       8.035529237320e+02 
       3.014874905168e-01       7.612201159596e+02 
       3.117069691558e-01       7.188081490940e+02 
       3.223165321759e-01       6.714638300611e+02 
       3.333426470251e-01       6.222940277629e+02 
       3.448157641125e-01       5.776730202051e+02 
       3.567711534173e-01       5.404061201162e+02 
       3.692499672280e-01       5.069848840683e+02 
       3.823006082537e-01       4.728504878693e+02 
       3.959805162574e-01       4.379332862092e+02 
       4.103585377650e-01       4.054863657694e+02 
       4.255181230355e-01       3.766270596671e+02 
       4.415617209254e-01       3.493404236974e+02 
       4.586169485444e-01       3.219799659559e+02 
       4.768454594301e-01       2.959049146327e+02 
       4.964560372356e-01       2.719246778045e+02 
       5.177245321967e-01       2.484870939375e+02 
       5.410253153648e-01       2.257462070673e+02 
       5.668830054724e-01       2.040934270894e+02 
       5.960617785911e-01       1.827989372218e+02 
       6.297286789788e-01       1.620062891285e+02 
       6.697730690682e-01       1.412863898826e+02 
       7.194813855405e-01       1.204147457504e+02 
       7.850773047956e-01       9.892475827046e+01 
       8.793607889346e-01       7.641226902078e+01 
       1.028455980492e+00       5.324546483427e+01 
