# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.821429
# for k=1.11656e-05 to 1.15648 h/Mpc,
# number of wavenumbers equal to 113
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:delta_phi_scf       8:delta_phi_over_phi_scf    9:delta_phi_prime_scf    10:d_tot                 11:phi                   12:psi                
       1.116557684842e-05      -8.534687552824e-04      -6.403016046433e-04      -6.403016286390e-04      -8.534613098480e-04      -2.575292291873e-03       2.098175629000e-06      -6.034845464966e-04      -2.773710003635e-10      -6.404153288283e-04       5.726721604381e-01       5.723615651079e-01 
       1.405662843182e-05      -1.352408622904e-03      -1.014808896526e-03      -1.014808956798e-03      -1.352389923504e-03      -4.080551226231e-03       3.324772739327e-06      -9.562826670411e-04      -4.396800738339e-10      -1.014989025295e-03       5.726716008401e-01       5.723610882237e-01 
       1.769624673697e-05      -2.142799916522e-03      -1.608361808322e-03      -1.608361959710e-03      -2.142752956444e-03      -6.464696825538e-03       5.267874243696e-06      -1.515164282348e-03      -6.970385090850e-10      -1.608647012131e-03       5.726707140051e-01       5.723603324463e-01 
       2.227825471055e-05      -3.394543891067e-03      -2.549076900096e-03      -2.549077280325e-03      -3.394425975235e-03      -1.023947040890e-02       8.345159314762e-06      -2.400263753124e-03      -1.105214107553e-09      -2.549528211972e-03       5.726693086361e-01       5.723591347025e-01 
       2.804666098554e-05      -5.376060346915e-03      -4.040002617924e-03      -4.040003572866e-03      -5.375764325060e-03      -1.621244208540e-02       1.321649864346e-05      -3.801375450154e-03      -1.752856790173e-09      -4.040716127513e-03       5.726670817035e-01       5.723572366149e-01 
       3.530865423067e-05      -8.510620679247e-03      -6.402942487889e-03      -6.402944885998e-03      -8.509877779602e-03      -2.565477005070e-02       2.092241919628e-05      -6.017779538116e-03      -2.781123752530e-09      -6.404068878890e-03       5.726635533259e-01       5.723542288723e-01 
       4.445096206724e-05      -1.346369076454e-02      -1.014790421703e-02      -1.014791023843e-02      -1.346182736392e-02      -4.055919100326e-02       3.309877844564e-05      -9.519987501584e-03      -4.415372364747e-09      -1.014967827738e-02       5.726579636362e-01       5.723494629558e-01 
       5.596044572515e-05      -2.127652240517e-02      -1.608315412942e-02      -1.608316924503e-02      -2.127185240135e-02      -6.402918474735e-02       5.230504948316e-05      -1.504416508132e-02      -7.016856169857e-09      -1.608593788986e-02       5.726491117389e-01       5.723419131953e-01 
       7.045002717872e-05      -3.356585936609e-02      -2.548960404317e-02      -2.548964197420e-02      -3.355417112133e-02      -1.008468999883e-01       8.251491255130e-05      -2.373323902866e-02      -1.116819998246e-08      -2.549394611089e-02       5.726350994114e-01       5.723299559606e-01 
       8.869132947687e-05      -5.281076488809e-02      -4.039710167467e-02      -4.039719680350e-02      -5.278157293350e-02      -1.582520273070e-01       1.298197586044e-04      -3.733924397170e-02      -1.781737706702e-08      -4.040380891305e-02       5.726129337758e-01       5.723110257854e-01 
       1.116557684842e-04      -8.273466424720e-02      -6.402208572427e-02      -6.402232408299e-02      -8.266200010881e-02      -2.468825300269e-01       2.033637400120e-04      -5.849227168121e-02      -2.852600849958e-08      -6.403228204504e-02       5.725779095997e-01       5.722810754930e-01 
       1.405662843182e-04      -1.287364919285e-01      -1.014606342989e-01      -1.014612306738e-01      -1.285565784109e-01      -3.815584785115e-01       3.163876992159e-04      -9.100074579638e-02      -4.590710169794e-08      -1.014757214197e-01       5.725226641833e-01       5.722337375888e-01 
       1.769624673697e-04      -1.981665312853e-01      -1.607854104058e-01      -1.607868991175e-01      -1.977248281913e-01      -5.808839312686e-01       4.868525197979e-04      -1.400307510148e-01      -7.440827960371e-08      -1.608066934180e-01       5.724357615051e-01       5.721590367594e-01 
       2.227825471055e-04      -2.998556527694e-01      -2.547805895256e-01      -2.547842923079e-01      -2.987857550747e-01      -8.629943746761e-01       7.360862129661e-04      -2.117169921541e-01      -1.216944910460e-07      -2.548079768249e-01       5.722996444842e-01       5.720414510921e-01 
