# Matter power spectrum P(k) at redshift z=2.92308
# for k=9.12675e-06 to 1.15367 h/Mpc,
# number of wavenumbers equal to 114
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.126746228063e-06       7.137078131997e+00 
       1.148989275351e-05       8.915995612117e+00 
       1.446491796618e-05       1.113829938641e+01 
       1.821025280714e-05       1.391449238047e+01 
       2.292535001410e-05       1.738260889302e+01 
       2.886130570703e-05       2.171506539593e+01 
       3.633423117214e-05       2.712720769070e+01 
       4.574208694061e-05       3.388796634607e+01 
       5.758587563804e-05       4.233312417264e+01 
       7.249632220114e-05       5.288180410671e+01 
       9.126746228063e-05       6.605689625116e+01 
       1.148989275351e-04       8.251024091883e+01 
       1.446491796618e-04       1.030534313752e+02 
       1.821025280714e-04       1.286950145737e+02 
       2.292535001410e-04       1.606844968750e+02 
       2.886130570703e-04       2.005626343824e+02 
       3.633423117214e-04       2.502155842031e+02 
       4.574208694061e-04       3.119271107606e+02 
       5.758587563804e-04       3.884179806913e+02 
       7.249632220114e-04       4.828560127093e+02 
       9.126746228063e-04       5.988170699996e+02 
       1.148989275351e-03       7.401700866900e+02 
       1.446491796618e-03       9.108358973717e+02 
       1.821025280714e-03       1.114436549290e+03 
       2.292535001410e-03       1.353384917277e+03 
       2.886130570703e-03       1.627832888195e+03 
       3.633423117214e-03       1.934093773439e+03 
       4.574208694061e-03       2.262804415088e+03 
       5.758587563804e-03       2.596740271908e+03 
       7.249632220114e-03       2.908374563799e+03 
       9.126746228063e-03       3.158236848364e+03 
       1.148989275351e-02       3.296849656663e+03 
       1.446491796617e-02       3.271516064396e+03 
       1.821025276421e-02       3.040313448557e+03 
       2.292530549658e-02       2.597771128386e+03 
       2.885337974793e-02       2.017237526276e+03 
       3.600478763108e-02       1.484000339844e+03 
       4.245622103641e-02       1.199935233292e+03 
       4.708025508461e-02       1.085501482738e+03 
       5.082370108473e-02       1.027687550349e+03 
       5.413365549925e-02       9.909016789089e+02 
       5.720348116921e-02       9.612755095233e+02 
       6.013302247528e-02       9.319945451469e+02 
       6.298109951609e-02       8.994024368292e+02 
       6.578584194502e-02       8.616955501515e+02 
       6.857384332786e-02       8.183860308786e+02 
       7.136477476790e-02       7.700072990150e+02 
       7.417391798208e-02       7.178793050902e+02 
       7.701365205412e-02       6.638678117892e+02 
       7.989437380769e-02       6.101236095431e+02 
       8.282509277623e-02       5.588155333610e+02 
       8.581382976638e-02       5.118844964845e+02 
       8.886789183140e-02       4.708476874818e+02 
       9.199406663764e-02       4.366715561891e+02 
       9.519876258795e-02       4.097135957664e+02 
       9.848811142304e-02       3.897154394289e+02 
       1.018680442290e-01       3.758237701237e+02 
       1.053443481952e-01       3.666289938710e+02 
       1.089227091942e-01       3.602404928182e+02 
       1.126087437839e-01       3.544442501206e+02 
       1.164080232671e-01       3.469872992163e+02 
       1.203260918038e-01       3.359851619144e+02 
       1.243684801425e-01       3.203652244754e+02 
       1.285407162560e-01       3.001893959926e+02 
       1.328483339781e-01       2.767010009666e+02 
       1.350438892640e-01       2.644199864433e+02 
       1.372968806158e-01       2.520310139025e+02 
       1.418919244353e-01       2.286371552176e+02 
       1.466390628708e-01       2.086625996472e+02 
       1.515439322723e-01       1.934220260520e+02 
       1.566122199940e-01       1.831362668355e+02 
       1.618496796079e-01       1.769219511305e+02 
       1.672621500209e-01       1.731082700563e+02 
       1.728555792682e-01       1.691975280116e+02 
       1.786360537583e-01       1.630699606507e+02 
       1.846098337536e-01       1.537460832700e+02 
       1.907833958977e-01       1.417842660532e+02 
       1.971634836491e-01       1.289143111920e+02 
       2.037571665623e-01       1.172202339501e+02 
       2.105719094832e-01       1.082568505084e+02 
       2.176156529101e-01       1.023750386960e+02 
       2.248969060363e-01       9.860610892854e+01 
       2.324248543474e-01       9.521462103223e+01 
       2.402094841396e-01       9.061004386161e+01 
       2.482617269710e-01       8.427396738696e+01 
       2.565936279260e-01       7.711205619170e+01 
       2.652185427118e-01       7.063677315632e+01 
       2.741513701155e-01       6.578606861930e+01 
       2.834088283651e-01       6.240342678841e+01 
       2.930097866256e-01       5.943081499729e+01 
       3.029756665167e-01       5.586086190074e+01 
       3.133309335285e-01       5.160089908064e+01 
       3.241037051467e-01       4.742009272046e+01 
       3.353265122512e-01       4.405144923096e+01 
       3.470372642983e-01       4.139564527437e+01 
       3.592804890665e-01       3.881534304156e+01 
       3.721089477608e-01       3.593714147931e+01 
       3.855857715981e-01       3.305019341522e+01 
       3.997873359732e-01       3.057819544655e+01 
       4.148071989375e-01       2.843091704657e+01 
       4.307616103837e-01       2.622529317170e+01 
       4.477973988490e-01       2.400087199533e+01 
       4.661035625521e-01       2.201826566147e+01 
       4.859288243840e-01       2.014567637907e+01 
       5.076091585878e-01       1.826319119846e+01 
       5.316127334557e-01       1.649737509560e+01 
       5.586168517866e-01       1.478037846371e+01 
       5.896472419166e-01       1.309117138992e+01 
       6.263473577917e-01       1.142931057633e+01 
       6.715398693590e-01       9.760909242935e+00 
       7.304933941505e-01       8.053635876161e+00 
       8.139216765750e-01       6.276568106513e+00 
       9.440607956507e-01       4.441614256035e+00 
       1.153674161554e+00       2.764178907536e+00 
