# Matter power spectrum P(k) at redshift z=24.5
# for k=9.94319e-06 to 1.02179 h/Mpc,
# number of wavenumbers equal to 113
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.943191315163e-06       1.110747399906e-01 
       1.251773622099e-05       1.387602324478e-01 
       1.575889622674e-05       1.733462956047e-01 
       1.983927492167e-05       2.165528212974e-01 
       2.497616735046e-05       2.705283022089e-01 
       3.144313176672e-05       3.379565755856e-01 
       3.958455760752e-05       4.221900935368e-01 
       4.983400548673e-05       5.274162449141e-01 
       6.273729587874e-05       6.588648107942e-01 
       7.898157604899e-05       8.230664887814e-01 
       9.943191315163e-05       1.028174585641e+00 
       1.251773622099e-04       1.284364389271e+00 
       1.575889622674e-04       1.604327130503e+00 
       1.983927492167e-04       2.003877292301e+00 
       2.497616735046e-04       2.502692039873e+00 
       3.144313176672e-04       3.125197131105e+00 
       3.958455760752e-04       3.901599692136e+00 
       4.983400548673e-04       4.869034903009e+00 
       6.273729587874e-04       6.072723293541e+00 
       7.898157604899e-04       7.566898841325e+00 
       9.943191315163e-04       9.415024941683e+00 
       1.251773622099e-03       1.168843305489e+01 
       1.575889622674e-03       1.446058270654e+01 
       1.983927492167e-03       1.780008006113e+01 
       2.497616735046e-03       2.175633479358e+01 
       3.144313176672e-03       2.634194798010e+01 
       3.958455760752e-03       3.151520333597e+01 
       4.983400548673e-03       3.716069856964e+01 
       6.273729587874e-03       4.304883117461e+01 
       7.898157604899e-03       4.878679724079e+01 
       9.943191315163e-03       5.378716844396e+01 
       1.251773622099e-02       5.724329282623e+01 
       1.575889622672e-02       5.816908718701e+01 
       1.983927480200e-02       5.561949069998e+01 
       2.497606954364e-02       4.926099627937e+01 
       3.142878784479e-02       4.019754636765e+01 
       3.908181493312e-02       3.155791858311e+01 
       4.563787605983e-02       2.682670340908e+01 
       5.037511100535e-02       2.464269989918e+01 
       5.426490849565e-02       2.334400192094e+01 
       5.773007324086e-02       2.238730824588e+01 
       6.095767750549e-02       2.155227791780e+01 
       6.404615018527e-02       2.073059445621e+01 
       6.705426000852e-02       1.986620580854e+01 
       7.002048710836e-02       1.893400100271e+01 
       7.297188251346e-02       1.793034318211e+01 
       7.592858627787e-02       1.686755249737e+01 
       7.890633083836e-02       1.576956014720e+01 
       8.191792095366e-02       1.466773831497e+01 
       8.497415520721e-02       1.359667572326e+01 
       8.808442455500e-02       1.259005042614e+01 
       9.125711486866e-02       1.167691805331e+01 
       9.449988555998e-02       1.087875268906e+01 
       9.781986705393e-02       1.020744555464e+01 
       1.012238034558e-01       9.664277211985e+00 
       1.047181571869e-01       9.239715885173e+00 
       1.083091865906e-01       8.913897112575e+00 
       1.120030039265e-01       8.657856731911e+00 
       1.158056188942e-01       8.435911325889e+00 
       1.197229713469e-01       8.209702200341e+00 
       1.237609558873e-01       7.944030894517e+00 
       1.279254403912e-01       7.613800042110e+00 
       1.322222800741e-01       7.210324213626e+00 
       1.366573284320e-01       6.744233854571e+00 
       1.412364461989e-01       6.243466488611e+00 
       1.459655093403e-01       5.746486779372e+00 
       1.494768310912e-01       5.412321885382e+00 
       1.508504170266e-01       5.292412404101e+00 
       1.558971004783e-01       4.911348739295e+00 
       1.611115335485e-01       4.617108911409e+00 
       1.664997458852e-01       4.404154777953e+00 
       1.720678395047e-01       4.248880290537e+00 
       1.778220095997e-01       4.116847904758e+00 
       1.837685703999e-01       3.969882449952e+00 
       1.899139869058e-01       3.778760543420e+00 
       1.962649133288e-01       3.539050909968e+00 
       2.028282391025e-01       3.271401158046e+00 
       2.096111433819e-01       3.009515494535e+00 
       2.166211590412e-01       2.783498094211e+00 
       2.238662473215e-01       2.608644669008e+00 
       2.313548844812e-01       2.480420478885e+00 
       2.390961620955e-01       2.376032928079e+00 
       2.470999030453e-01       2.266633981158e+00 
       2.553767957730e-01       2.134575617959e+00 
       2.639385500980e-01       1.982567403519e+00 
       2.727980788271e-01       1.830451264698e+00 
       2.819697106505e-01       1.700121790418e+00 
       2.914694414667e-01       1.598054176586e+00 
       3.013152334870e-01       1.513390387529e+00 
       3.115273744310e-01       1.428797570799e+00 
       3.221289131343e-01       1.334458138699e+00 
       3.331461933978e-01       1.236460806571e+00 
       3.446095155517e-01       1.147359786371e+00 
       3.565539659956e-01       1.072833683727e+00 
       3.690204704210e-01       1.006040265888e+00 
       3.820571489276e-01       9.381730702241e-01 
       3.957210846449e-01       8.688872312343e-01 
       4.100806680428e-01       8.043166797051e-01 
       4.252187574033e-01       7.467447060841e-01 
       4.412370200999e-01       6.925076058784e-01 
       4.582620216726e-01       6.382940553339e-01 
       4.764539694747e-01       5.865376382054e-01 
       4.960196078535e-01       5.388788744133e-01 
       5.172318267432e-01       4.924534449804e-01 
       5.404605517348e-01       4.474066858848e-01 
       5.662234531254e-01       4.044906835399e-01 
       5.952733155457e-01       3.623702061704e-01 
       6.287574081849e-01       3.212221394972e-01 
       6.685283328571e-01       2.802751864476e-01 
       7.177985313996e-01       2.390631755805e-01 
       7.826300869455e-01       1.966905157296e-01 
       8.754581428718e-01       1.523381242496e-01 
       1.021788606361e+00       1.066175667386e-01 
