# Matter power spectrum P(k) at redshift z=50
# for k=1.2156e-05 to 1.06278 h/Mpc,
# number of wavenumbers equal to 112
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.215603186946e-05       1.646642543320e-02 
       1.530353742704e-05       2.057070422537e-02 
       1.926601215724e-05       2.569797409820e-02 
       2.425447228869e-05       3.210320964204e-02 
       3.053457151389e-05       4.010493064974e-02 
       3.844074801708e-05       5.010103341692e-02 
       4.839403452707e-05       6.258856053527e-02 
       6.092447984538e-05       7.818838387460e-02 
       7.669937587769e-05       9.767601097061e-02 
       9.655879336117e-05       1.220200126185e-01 
       1.215603186946e-04       1.524299161581e-01 
       1.530353742704e-04       1.904158118215e-01 
       1.926601215724e-04       2.378623738601e-01 
       2.425447228869e-04       2.971204568691e-01 
       3.053457151389e-04       3.711197945600e-01 
       3.844074801708e-04       4.635063801457e-01 
       4.839403452707e-04       5.788073805783e-01 
       6.092447984538e-04       7.226239959304e-01 
       7.669937587769e-04       9.018467274423e-01 
       9.655879336117e-04       1.124874686861e+00 
       1.215603186946e-03       1.401795029182e+00 
       1.530353742704e-03       1.744431121755e+00 
       1.926601215724e-03       2.166087549340e+00 
       2.425447228869e-03       2.680409362537e+00 
       3.053457151389e-03       3.300001520612e+00 
       3.844074801708e-03       4.033165437352e+00 
       4.839403452707e-03       4.878945851367e+00 
       6.092447984538e-03       5.822687493448e+00 
       7.669937587769e-03       6.833365790330e+00 
       9.655879336117e-03       7.860161734022e+00 
       1.215603186946e-02       8.822477552755e+00 
       1.530353742704e-02       9.604152804571e+00 
       1.926601215720e-02       1.006004335682e+01 
       2.425447204129e-02       1.003568607868e+01 
       3.053439470515e-02       9.438789865667e+00 
       3.841750157807e-02       8.346103615026e+00 
       4.765556473621e-02       7.138245307178e+00 
       5.534634204954e-02       6.374501808473e+00 
       6.094223548212e-02       5.949661734820e+00 
       6.557251524029e-02       5.654399283163e+00 
       6.971410865928e-02       5.414793747495e+00 
       7.358086813053e-02       5.199642466973e+00 
       7.728649746109e-02       4.993213485571e+00 
       8.089939579212e-02       4.787111849568e+00 
       8.446460183694e-02       4.577362101996e+00 
       8.801391878889e-02       4.363167317522e+00 
       9.157111214976e-02       4.145935683439e+00 
       9.515480448889e-02       3.928675282238e+00 
       9.878019374015e-02       3.715314416265e+00 
       1.024601266434e-01       3.510120906435e+00 
       1.062057978643e-01       3.317167325158e+00 
       1.100272212239e-01       3.139702146445e+00 
       1.139335564659e-01       2.979896184604e+00 
       1.179333412001e-01       2.838603767847e+00 
       1.220346586732e-01       2.715101267531e+00 
       1.262452609307e-01       2.607203946172e+00 
       1.305726602220e-01       2.511398310507e+00 
       1.350241973352e-01       2.423138524991e+00 
       1.396070928900e-01       2.337509980939e+00 
       1.443284858929e-01       2.249893257867e+00 
       1.491954627260e-01       2.156694020841e+00 
       1.542150789847e-01       2.056100610693e+00 
       1.593943760796e-01       1.948600726855e+00 
       1.647403941814e-01       1.837005219298e+00 
       1.702601828731e-01       1.725836530801e+00 
       1.757469244288e-01       1.623952364383e+00 
       1.759608107250e-01       1.620204247638e+00 
       1.818493749238e-01       1.524526182005e+00 
       1.879330120250e-01       1.441427566947e+00 
       1.942189108676e-01       1.371048774547e+00 
       2.007143286618e-01       1.310952121886e+00 
       2.074266112515e-01       1.256740567043e+00 
       2.143632185385e-01       1.203340546664e+00 
       2.215317560533e-01       1.146802902268e+00 
       2.289400136600e-01       1.085321173981e+00 
       2.365960123998e-01       1.020208950517e+00 
       2.445080605144e-01       9.553846501489e-01 
       2.526848197612e-01       8.953543309819e-01 
       2.611353832439e-01       8.428418739239e-01 
       2.698693661566e-01       7.976864694408e-01 
       2.788970110933e-01       7.575262406018e-01 
       2.882293099275e-01       7.191162483775e-01 
       2.978781447596e-01       6.797357290052e-01 
       3.078564510821e-01       6.387841613242e-01 
       3.181784071953e-01       5.980961256095e-01 
       3.288596550603e-01       5.602081914136e-01 
       3.399175593163e-01       5.265540125216e-01 
       3.513715132176e-01       4.965821515174e-01 
       3.632433029550e-01       4.681733306358e-01 
       3.755575454649e-01       4.397957140331e-01 
       3.883422197592e-01       4.116027181583e-01 
       4.016293185840e-01       3.847669660522e-01 
       4.154556566365e-01       3.602642262397e-01 
       4.298638848666e-01       3.376724481135e-01 
       4.449037794599e-01       3.159916933655e-01 
       4.606339019192e-01       2.947505597947e-01 
       4.771237679982e-01       2.745177703651e-01 
       4.944567259381e-01       2.556122902419e-01 
       5.127338416669e-01       2.377394201976e-01 
       5.320792430865e-01       2.205297219251e-01 
       5.526476277916e-01       2.040057940635e-01 
       5.746350630630e-01       1.883021054589e-01 
       5.982949461968e-01       1.732880404654e-01 
       6.239623308994e-01       1.587520580283e-01 
       6.520923537852e-01       1.447537785483e-01 
       6.833235162029e-01       1.311615677428e-01 
       7.185871254778e-01       1.178607259137e-01 
       7.593078096592e-01       1.047462145102e-01 
       8.077966349816e-01       9.164829843318e-02 
       8.680835481273e-01       7.835764990448e-02 
       9.478215678771e-01       6.459036568656e-02 
       1.062781506049e+00       5.006520028989e-02 
