#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407550602228e-06       7.009289677411e-01      -1.231812931425e+00       2.151854943822e-03       3.015164704448e-09       7.537911761120e-09       5.941349013438e-16       1.507582352224e-09      -9.238596985691e-01       2.151854943822e-03       6.148433689063e-01       6.922984291485e-01      -1.231812931425e+00       2.151383508493e-03       2.013296038811e-04      -9.238596985691e-01       2.152809751771e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       2.163945298505e-09       2.152809751771e-03 
       2.111791656319e-06       1.050928967739e+00      -1.234603682810e+00       3.224415894398e-03       1.014685644556e-08       2.536714111390e-08       4.500695652450e-15       5.073428222779e-09      -9.259527621074e-01       3.224415894519e-03       6.146459240716e-01       6.919143872996e-01      -1.234603236184e+00       3.222826216396e-03       4.520923411691e-04      -9.259534398924e-01       3.227630615627e-03       1.988503885185e-12       2.832657970879e-12       1.451604572040e-11       1.094411978420e-08       3.226616653895e-03 
       3.168733128505e-06       1.575350664541e+00      -1.239797174619e+00       4.825107212868e-03       3.394351256185e-08       8.485878140464e-08       3.389800202986e-14       1.697175628093e-08      -9.298478809648e-01       4.825107214052e-03       6.143298719771e-01       6.913196945890e-01      -1.239794472778e+00       4.819751530079e-03       1.014184019197e-03      -9.298519751362e-01       4.835916475632e-03       2.960445943833e-11       4.217206268520e-11       1.162388713938e-10       5.531830370344e-08       4.831440729376e-03 
       4.755444702206e-06       2.360687447344e+00      -1.250612806183e+00       7.203229173768e-03       1.144359744435e-07       2.860899361087e-07       2.573895048316e-13       5.721798722174e-08      -9.379596046410e-01       7.203229183331e-03       6.136843002449e-01       6.901907403313e-01      -1.250598736623e+00       7.185212618939e-03       2.269741594010e-03      -9.379808797053e-01       7.239500536194e-03       3.452861633243e-10       4.918661643308e-10       8.800577204208e-10       2.792566993195e-07       7.224017976248e-03 
       7.138417817197e-06       3.535795242314e+00      -1.273776680521e+00       1.070150463748e-02       3.847750867097e-07       9.619377167742e-07       1.950099913790e-12       1.923875433548e-07      -9.553325104337e-01       1.070150471099e-02       6.122877664398e-01       6.879091748752e-01      -1.273705500755e+00       1.064109292872e-02       5.054996030581e-03      -9.554398723105e-01       1.082280771964e-02       3.902815181299e-09       5.559632534460e-09       6.617043714387e-09       1.406764569088e-06       1.077087895859e-02 
       1.071935765765e-05       5.291997727394e+00      -1.323688317952e+00       1.573648637881e-02       1.269961461725e-06       3.174903654314e-06       1.451356344718e-11       6.349807308627e-07      -9.927662389525e-01       1.573648693376e-02       6.092375631105e-01       6.831828389182e-01      -1.323332117060e+00       1.553533246379e-02       1.114509879002e-02      -9.933023856614e-01       1.613986742970e-02       4.369184348744e-08       6.224007783791e-08       4.940968518029e-08       7.059664372982e-06       1.596724070872e-02 
       1.610516823538e-05       7.911963830305e+00      -1.430476135994e+00       2.263001746948e-02       4.141686419773e-06       1.035421604943e-05       1.068448850431e-10       2.070843209887e-06      -1.072857107454e+00       2.263002160267e-02       6.025997132445e-01       6.733015814606e-01      -1.428716497831e+00       2.197032717967e-02       2.405154482462e-02      -1.075507820723e+00       2.395823943270e-02       4.833651083270e-07       6.885783558624e-07       3.644836341956e-07       3.517802655475e-05       2.339054976861e-02 
       2.421578395989e-05       1.181027479312e+01      -1.653095794367e+00       3.095222932778e-02       1.267094031580e-05       3.167735078949e-05       7.390127012262e-10       6.335470157899e-06      -1.239821905584e+00       3.095225949587e-02       5.883380909517e-01       6.527480479477e-01      -1.644616529840e+00       2.885956093311e-02       4.952793440106e-02      -1.252723652638e+00       3.524859721059e-02       5.238430459099e-06       7.463126655169e-06       2.628560207854e-06       1.730367428517e-04       3.341720905406e-02 
       3.478947698161e-05       1.681027479312e+01      -2.024599827138e+00       3.709286762935e-02       3.142756357226e-05       7.856890893065e-05       3.783140785699e-09       1.571378178613e-05      -1.518450355445e+00       3.709303769995e-02       5.630631968670e-01       6.173673379449e-01      -1.991852324369e+00       3.161113954320e-02       8.616405428126e-02      -1.569729237676e+00       4.892670116538e-02       4.196259821315e-05       5.980610351990e-05       1.461315582420e-05       6.973719071927e-04       4.390622503328e-02 
       4.555861577417e-05       2.181027479312e+01      -2.449818009251e+00       3.705647873463e-02       5.402393416302e-05       1.350598354076e-04       1.115252584726e-08       2.701196708151e-05      -1.837365733874e+00       3.705707133802e-02       5.310314359006e-01       5.737657972167e-01      -2.364764977580e+00       2.664225157843e-02       1.162578278068e-01      -1.977029953838e+00       6.146200771570e-02       1.905374216125e-04       2.718100176591e-04       5.031943738768e-05       1.936055373636e-03       5.117230251546e-02 
       5.652961090842e-05       2.681027479312e+01      -2.876423254422e+00       3.032931406456e-02       6.849972573236e-05       1.712493143309e-04       2.177142298478e-08       3.424986286618e-05      -2.157324737142e+00       3.033086166681e-02       4.935623620390e-01       5.242025175998e-01      -2.703313606372e+00       1.432504437085e-02       1.283171204528e-01      -2.461583075866e+00       7.264272240730e-02       6.187503120338e-04       8.843233383553e-04       1.303084057910e-04       4.348879733324e-03       5.493972510542e-02 
       6.771284781918e-05       3.181027479312e+01      -3.250804532288e+00       1.711636055184e-02       5.585074104288e-05       1.396268526072e-04       2.546930470422e-08       2.792537052144e-05      -2.438122468671e+00       1.711968186044e-02       4.520773107879e-01       4.710009178088e-01      -2.954138130253e+00      -3.668307375083e-03       1.137184834552e-01      -3.009228998246e+00       8.231165788750e-02       1.607796241055e-03       2.305530825912e-03       2.787930489694e-04       8.572966304484e-03       5.528266486776e-02 
       7.912370850179e-05       3.681027479312e+01      -3.523322703566e+00      -1.696455725288e-03      -5.422064819707e-06      -1.355516204927e-05      -3.376167340048e-09      -2.711032409853e-06      -2.642534322291e+00      -1.690294025091e-03       4.080460542822e-01       4.164102647459e-01      -3.078792446534e+00      -2.469636045592e-02       6.872028612230e-02      -3.605386764141e+00       9.036873439918e-02       3.560974577165e-03       5.134276190883e-03       5.197071365396e-04       1.556312828693e-02       5.259152167430e-02 
       9.078348671824e-05       4.181027479312e+01      -3.653034761807e+00      -2.464103038339e-02      -1.361541865336e-04      -3.403854663340e-04      -1.116068134641e-07      -6.807709326680e-05      -2.739858739234e+00      -2.463084726455e-02       3.629322616781e-01       3.624849709531e-01      -3.059100810584e+00      -4.564497260164e-02      -4.525560035321e-03      -4.235703949408e+00       9.677155757047e-02       6.992023401883e-03       1.016689728922e-02       8.726470990170e-04       2.683362767397e-02       4.750296028085e-02 
       1.027199968250e-04       4.681027479312e+01      -3.611486384604e+00      -4.981508496409e-02      -3.638749134383e-04      -9.096872835958e-04      -3.818634690838e-07      -1.819374567192e-04      -2.708760702687e+00      -4.979981810161e-02       3.181388553547e-01       3.109892714657e-01      -2.898816851085e+00      -6.349164077034e-02      -9.817183891618e-02      -4.886628589753e+00       1.015341265908e-01       1.249401554063e-02       1.839767080039e-02       1.349120113445e-03       4.482102911752e-02       4.080140067760e-02 
       1.149675085085e-04       5.181027479312e+01      -3.385274895385e+00      -7.506423205280e-02      -6.967598782906e-04      -1.741899695726e-03      -9.159664326862e-07      -3.483799391453e-04      -2.539192571372e+00      -7.504325605018e-02       2.749547172372e-01       2.633319572203e-01      -2.621475667237e+00      -7.582945799477e-02      -2.000395714598e-01      -5.545880040515e+00       1.047237947667e-01       2.068813594818e-02       3.102521673988e-02       1.947837828029e-03       7.337658265624e-02       3.330483437961e-02 
       1.275653555407e-04       5.681027479312e+01      -2.977205979071e+00      -9.818096824038e-02      -1.096788101024e-03      -2.741970252561e-03      -1.775159084814e-06      -5.483940505121e-04      -2.233259873134e+00      -9.815446734325e-02       2.345046155789e-01       2.205326712348e-01      -2.265036553307e+00      -8.125400267117e-02      -2.958612410868e-01      -6.202806017057e+00       1.064567040813e-01       3.213885934211e-02       4.946487592453e-02       2.645048321841e-03       1.183335817774e-01       2.575254031542e-02 
