# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04503e-05 to 1.06984 h/Mpc,
# number of wavenumbers equal to 113
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:delta_phi_scf       8:delta_phi_over_phi_scf    9:delta_phi_prime_scf    10:d_tot                 11:phi                   12:psi                
       1.045027166727e-05      -1.317028392022e-03      -9.882879671669e-04      -9.882879971842e-04      -1.317011634044e-03      -1.380174539923e-03      -6.444179526614e-07      -2.331188230078e-03      -2.423739133239e-11      -9.883822050373e-04       4.719198895804e-01       4.717780729853e-01 
       1.315611256208e-05      -2.086709313809e-03      -1.566329626321e-03      -1.566329701718e-03      -2.086667230004e-03      -2.185890080718e-03      -1.021101278575e-06      -3.693843836133e-03      -3.836541392929e-11      -1.566478822295e-03       4.719193894807e-01       4.717776358560e-01 
       1.656256442483e-05      -3.305604316768e-03      -2.482462034686e-03      -2.482462224058e-03      -3.305498648147e-03      -3.460537706002e-03      -1.617753003424e-06      -5.852237271138e-03      -6.068390549175e-11      -2.482698090154e-03       4.719185969719e-01       4.717769431056e-01 
       2.085103323890e-05      -5.234995333579e-03      -3.934429324728e-03      -3.934429800347e-03      -5.234730069629e-03      -5.474881850946e-03      -2.562500077796e-06      -9.269869028728e-03      -9.587337804549e-11      -3.934802432736e-03       4.719173411705e-01       4.717758453033e-01 
       2.624989560661e-05      -8.286783671209e-03      -6.235630525666e-03      -6.235631720127e-03      -8.286118009240e-03      -8.652759858651e-03      -4.057614598108e-06      -1.467846039086e-02      -1.511857262486e-10      -6.236219315776e-03       4.719153514628e-01       4.717741057378e-01 
       3.304666063611e-05      -1.310827156589e-02      -9.882758828127e-03      -9.882761827514e-03      -1.310660208722e-02      -1.365265871451e-02      -6.421647351801e-06      -2.323037193859e-02      -2.377002083765e-10      -9.883685611936e-03       4.719121995034e-01       4.717713495505e-01 
       4.160328084973e-05      -2.071156640750e-02      -1.566299278257e-02      -1.566300031287e-02      -2.070738315406e-02      -2.148509998230e-02      -1.015443528175e-05      -3.673376868868e-02      -3.719395248133e-10      -1.566444563658e-02       4.719072077475e-01       4.717669833555e-01 
       5.237542747574e-05      -3.266633611422e-02      -2.482385830008e-02      -2.482387720011e-02      -3.265586909651e-02      -3.366900252113e-02      -1.603560144401e-05      -5.800894465171e-02      -5.775026313494e-10      -2.482612089120e-02       4.718993059171e-01       4.717600687247e-01 
       6.593675660279e-05      -5.137485613152e-02      -3.934238011513e-02      -3.934242752936e-02      -5.134872604654e-02      -5.240718529767e-02      -2.526954472392e-05      -9.141282454429e-02      -8.853939847286e-10      -3.934586617561e-02       4.718868062358e-01       4.717491230290e-01 
       8.300945845854e-05      -8.043356072075e-02      -6.235150382362e-02      -6.235162268250e-02      -8.036856486449e-02      -8.068703381853e-02      -3.968717374887e-05      -1.435687381866e-01      -1.329035263875e-09      -6.235678043505e-02       4.718670551973e-01       4.717318084083e-01 
