#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407809226089e-06       7.009932705850e-01      -1.231886333682e+00       2.151983204645e-03       2.273252416507e-09       5.683131041268e-09       3.376984855453e-16       1.136626208254e-09      -9.239147502614e-01       2.151983204645e-03       6.148416317478e-01       6.922801192170e-01      -1.231886333682e+00       2.151511316411e-03       2.013621099746e-04      -9.239147502614e-01       2.152937891597e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.183235168649e-09       2.152937891597e-03 
       2.112211830426e-06       1.050993270574e+00      -1.234712890960e+00       3.224458144717e-03       7.654255989115e-09       1.913563997279e-08       2.559597997436e-15       3.827127994557e-09      -9.260346682197e-01       3.224458144838e-03       6.146434003889e-01       6.918871361577e-01      -1.234712443840e+00       3.222866540809e-03       4.521329473735e-04      -9.260353457962e-01       3.227671516769e-03       1.337105751140e-13       5.441738720759e-13       9.760570151632e-13       5.983820994850e-09       3.226657614394e-03 
       3.169435589043e-06       1.575375109092e+00      -1.239959011616e+00       4.824840591329e-03       2.559081344672e-08       6.397703361680e-08       1.926822854122e-14       1.279540672336e-08      -9.299692587122e-01       4.824840592514e-03       6.143262433497e-01       6.912792141094e-01      -1.239956306238e+00       4.819476421970e-03       1.014166327656e-03      -9.299733500595e-01       4.835640587095e-03       1.990157951351e-12       8.099523644213e-12       7.814089505640e-12       3.024310110089e-08       4.831166021029e-03 
       4.756659684290e-06       2.360563208100e+00      -1.250849244695e+00       7.202120709308e-03       8.627466553220e-08       2.156866638305e-07       1.463124503229e-13       4.313733276610e-08      -9.381369335248e-01       7.202120718876e-03       6.136793636297e-01       6.901311337994e-01      -1.250835152118e+00       7.184065593703e-03       2.269340177871e-03      -9.381581808615e-01       7.238337270046e-03       2.320233682944e-11       9.442862615221e-11       5.914055552518e-11       1.526514594403e-07       7.222864074611e-03 
       7.140599110489e-06       3.535250621724e+00      -1.274110365843e+00       1.069840983535e-02       2.900835687337e-07       7.252089218343e-07       1.108629089997e-12       1.450417843669e-07      -9.555827744251e-01       1.069840990884e-02       6.122821254209e-01       6.878231805054e-01      -1.274039034185e+00       1.063781875280e-02       5.052916489575e-03      -9.556898961064e-01       1.081941155618e-02       2.620963107083e-10       1.066676961079e-09       4.444376086296e-10       7.688277081776e-07       1.076754109266e-02 
       1.072342168319e-05       5.290387648956e+00      -1.324120211275e+00       1.572940268634e-02       9.574456498573e-07       2.393614124643e-06       8.252294845577e-12       4.787228249287e-07      -9.930901589440e-01       1.572940324040e-02       6.092351950117e-01       6.830645756085e-01      -1.323762982963e+00       1.552740130878e-02       1.113674983074e-02      -9.936243596462e-01       1.613119957370e-02       2.931453487684e-09       1.193040900711e-08       3.316055965738e-09       3.857052582466e-06       1.595889829491e-02 
       1.611298331533e-05       7.907809797916e+00      -1.430907633788e+00       2.261760936097e-02       3.123002338203e-06       7.807505845508e-06       6.077403360780e-11       1.561501169102e-06      -1.073180730780e+00       2.261761347985e-02       6.026168554711e-01       6.731581486468e-01      -1.429140904699e+00       2.195388486039e-02       2.402241582591e-02      -1.075816391783e+00       2.393780168044e-02       3.238669894683e-08       1.318076459172e-07       2.443351490309e-08       1.920972390605e-05       2.337180408456e-02 
       2.423107146757e-05       1.180030265978e+01      -1.653117437825e+00       3.094660548191e-02       9.561028880324e-06       2.390257220081e-05       4.207689697175e-10       4.780514440162e-06      -1.239838137788e+00       3.094663546413e-02       5.884324957721e-01       6.526394361832e-01      -1.644588511997e+00       2.883474202381e-02       4.944095790389e-02      -1.252628429300e+00       3.520390049532e-02       3.502759833291e-07       1.425582134949e-06       1.758929520770e-07       9.439164986997e-05       3.338069120845e-02 
       3.483971479739e-05       1.680030265978e+01      -2.024298987329e+00       3.717001792376e-02       2.380268187704e-05       5.950670469259e-05       2.165553473458e-09       1.190134093852e-05      -1.518224722550e+00       3.717018690890e-02       5.633138792382e-01       6.173875395777e-01      -1.991190496923e+00       3.160312874545e-02       8.606291932281e-02      -1.569002297246e+00       4.887396782878e-02       2.808611644080e-06       1.143154577784e-05       9.781865331792e-07       3.803772282251e-04       4.387444328213e-02 
       4.565166428543e-05       2.180030265978e+01      -2.449402853446e+00       3.732201825975e-02       4.117142254925e-05       1.029285563731e-04       6.431361776959e-09       2.058571127463e-05      -1.837054352004e+00       3.732260655308e-02       5.315594114761e-01       5.740823119677e-01      -2.362977480517e+00       2.667257398466e-02       1.161835008808e-01      -1.975146162022e+00       6.140983429138e-02       1.274587378961e-05       5.188717057783e-05       3.362648309961e-06       1.052025800061e-03       5.115809585555e-02 
