# Matter power spectrum P(k) at redshift z=50
# for k=8.37224e-06 to 1.05701 h/Mpc,
# number of wavenumbers equal to 114
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       8.372244385556e-06       7.749149276281e-02 
       1.054003121073e-05       9.680634055950e-02 
       1.326911313229e-05       1.209354010309e-01 
       1.670482371421e-05       1.510785768422e-01 
       2.103012707336e-05       1.887348040775e-01 
       2.647536138591e-05       2.357765366840e-01 
       3.333050523516e-05       2.945427567521e-01 
       4.196062002848e-05       3.679550792957e-01 
       5.282529084849e-05       4.596626165826e-01 
       6.650310103459e-05       5.742226010978e-01 
       8.372244385556e-05       7.173253401790e-01 
       1.054003121073e-04       8.960738733940e-01 
       1.326911313229e-04       1.119330620327e+00 
       1.670482371421e-04       1.398145103570e+00 
       2.103012707336e-04       1.746277696584e+00 
       2.647536138591e-04       2.180833149287e+00 
       3.333050523516e-04       2.723011083829e+00 
       4.196062002848e-04       3.398963490344e+00 
       5.282529084849e-04       4.240710296285e+00 
       6.650310103459e-04       5.286983686190e+00 
       8.372244385556e-04       6.583594345432e+00 
       1.054003121073e-03       8.182076924368e+00 
       1.326911313229e-03       1.013960424071e+01 
       1.670482371421e-03       1.251125553823e+01 
       2.103012707336e-03       1.533794971787e+01 
       2.647536138591e-03       1.862854166903e+01 
       3.333050523516e-03       2.233742054612e+01 
       4.196062002848e-03       2.634657093479e+01 
       5.282529084849e-03       3.045609178654e+01 
       6.650310103459e-03       3.435656695087e+01 
       8.372244385556e-03       3.757290817404e+01 
       1.054003121073e-02       3.947465164078e+01 
       1.326911313227e-02       3.929141874809e+01 
       1.670482359903e-02       3.634013003072e+01 
       2.103003609305e-02       3.048690620472e+01 
       2.646238370229e-02       2.290124058993e+01 
       3.288679020899e-02       1.632154343849e+01 
       3.835012983987e-02       1.315310071249e+01 
       4.230419186395e-02       1.192017718922e+01 
       4.555732340822e-02       1.133496100931e+01 
       4.845834297726e-02       1.099710047779e+01 
       5.116210656652e-02       1.074183160756e+01 
       5.375030993992e-02       1.048349299677e+01 
       5.627182405133e-02       1.017403499384e+01 
       5.875869405831e-02       9.787291837113e+00 
       6.123347280760e-02       9.313834130563e+00 
       6.371296705039e-02       8.759266493457e+00 
       6.621031581025e-02       8.140214154788e+00 
       6.873622034455e-02       7.481762244530e+00 
       7.129971063433e-02       6.814559472966e+00 
       7.390864358663e-02       6.169995839344e+00 
       7.657003828128e-02       5.576677504327e+00 
       7.929030812398e-02       5.057735777934e+00 
       8.207542544582e-02       4.628605603072e+00 
       8.493104045685e-02       4.296264681766e+00 
       8.786256851000e-02       4.059460549429e+00 
       9.087525483360e-02       3.909097857233e+00 
       9.397422291069e-02       3.828549707495e+00 
       9.716451078798e-02       3.794112341042e+00 
       1.004510983677e-01       3.776305940998e+00 
       1.038389279268e-01       3.742965967687e+00 
       1.073329195716e-01       3.664560854245e+00 
       1.109379829767e-01       3.520927131835e+00 
       1.146590265216e-01       3.307263008977e+00 
       1.185009647796e-01       3.036672321085e+00 
       1.196601651310e-01       2.949669673965e+00 
       1.224687252139e-01       2.737391734607e+00 
       1.265672548701e-01       2.445009302511e+00 
       1.308015278127e-01       2.192505940815e+00 
       1.351765540316e-01       2.002039525331e+00 
       1.396973905241e-01       1.880845478373e+00 
       1.443691552502e-01       1.822248549785e+00 
       1.491970446501e-01       1.802507892548e+00 
       1.541863554118e-01       1.788672294175e+00 
       1.593425111749e-01       1.748152941958e+00 
       1.646710948718e-01       1.660968289329e+00 
       1.701778874294e-01       1.528286216064e+00 
       1.758689136036e-01       1.372250900506e+00 
       1.817504957951e-01       1.225429403963e+00 
       1.878293168122e-01       1.114492365018e+00 
       1.941124927234e-01       1.048680792453e+00 
       2.006076571798e-01       1.018044993806e+00 
       2.073230589301e-01       9.982017416967e-01 
       2.142676746956e-01       9.618995335694e-01 
       2.214513401793e-01       8.964619215536e-01 
       2.288849027786e-01       8.120666967259e-01 
       2.365804006242e-01       7.320130663615e-01 
       2.445512739668e-01       6.750981403992e-01 
       2.528126167888e-01       6.426119161296e-01 
       2.613814790162e-01       6.195320632483e-01 
       2.702772330885e-01       5.874967100073e-01 
       2.795220232862e-01       5.407970271860e-01 
       2.891413226676e-01       4.911121847481e-01 
       2.991646315672e-01       4.526161940426e-01 
       3.096263646459e-01       4.271820206239e-01 
       3.205669924864e-01       4.040148842121e-01 
       3.320345319345e-01       3.741149388694e-01 
       3.440865221220e-01       3.410761694983e-01 
       3.567926892822e-01       3.142472884215e-01 
       3.702386084832e-01       2.936825818652e-01 
       3.845308416090e-01       2.713663943733e-01 
       3.998043185856e-01       2.468684552802e-01 
       4.162332288270e-01       2.261048639709e-01 
       4.340475926739e-01       2.073865995205e-01 
       4.535593847755e-01       1.873013069898e-01 
       4.752054524593e-01       1.689233470735e-01 
       4.996215319762e-01       1.511817360476e-01 
       5.277774109011e-01       1.334520799226e-01 
       5.612409007733e-01       1.161567345364e-01 
       6.027344418471e-01       9.874322530261e-02 
       6.574036547556e-01       8.086900685340e-02 
       7.358163196480e-01       6.226319047774e-02 
       8.596012587911e-01       4.323431837925e-02 
       1.057012848597e+00       2.643598170243e-02 
