#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407914983370e-06       7.010195622648e-01      -1.231915732921e+00       2.152033725984e-03       4.853765213776e-09       1.213441303444e-08       1.539545844283e-15       2.426882606888e-09      -9.239367996906e-01       2.152033725984e-03       6.148386719698e-01       6.922727860212e-01      -1.231915732921e+00       2.151562500994e-03       2.013754011325e-04      -9.239367996906e-01       2.152989211896e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       5.725611025206e-10       2.152989211896e-03 
       2.112383648371e-06       1.051019562258e+00      -1.234754497621e+00       3.224463159251e-03       1.633871269429e-08       4.084678173572e-08       1.166606600820e-14       8.169356347144e-09      -9.260658732158e-01       3.224463159371e-03       6.146395998544e-01       6.918767545121e-01      -1.234754051345e+00       3.222875066258e-03       4.521491272632e-04      -9.260665514910e-01       3.227680277471e-03       5.030161327293e-13       2.912214327909e-13       3.671861166618e-12       2.895459654899e-09       3.226666399390e-03 
       3.169722836101e-06       1.575385109018e+00      -1.240020049809e+00       4.824689885440e-03       5.463765079096e-08       1.365941269774e-07       8.784066092364e-14       2.731882539548e-08      -9.300150373569e-01       4.824689886623e-03       6.143208235986e-01       6.912639407270e-01      -1.240017351938e+00       4.819343927146e-03       1.014156762151e-03      -9.300191342627e-01       4.835507766201e-03       7.486161334864e-12       4.334116730770e-12       2.939331833144e-11       1.463349601966e-08       4.831033682757e-03 
       4.757156516048e-06       2.360512442071e+00      -1.250938080923e+00       7.201513082120e-03       1.841910234188e-07       4.604775585470e-07       6.669977074029e-13       9.209551170939e-08      -9.382035606957e-01       7.201513091681e-03       6.136715280466e-01       6.901086932421e-01      -1.250924047484e+00       7.183551211525e-03       2.269167100522e-03      -9.382248480890e-01       7.237816200802e-03       8.726310542807e-11       5.052101793363e-11       2.224299187927e-10       7.385797388688e-08       7.222346835529e-03 
       7.141491295865e-06       3.535028048817e+00      -1.274234844104e+00       1.069649726932e-02       6.192524565908e-07       1.548131141477e-06       5.053666280407e-12       3.096262282954e-07      -9.556761331213e-01       1.069649734287e-02       6.122711473772e-01       6.877908411969e-01      -1.274163965863e+00       1.063637851956e-02       5.052035211141e-03      -9.557835430841e-01       1.081792118491e-02       9.854842790726e-10       5.705466538963e-10       1.671189825481e-09       3.719531396777e-07       1.076607458577e-02 
       1.072508610073e-05       5.289729372447e+00      -1.324276952271e+00       1.572356604475e-02       2.043503941667e-06       5.108759854168e-06       3.761300691266e-11       1.021751970834e-06      -9.932077146916e-01       1.572356660050e-02       6.092212385807e-01       6.830200904536e-01      -1.323923146375e+00       1.552392946232e-02       1.113323092075e-02      -9.937440003301e-01       1.612742497280e-02       1.101815037381e-08       6.378966587689e-09       1.246522620590e-08       1.865783495426e-06       1.595525732018e-02 
       1.611620219280e-05       7.906108253226e+00      -1.431037052635e+00       2.259870008941e-02       6.662433537669e-06       1.665608384417e-05       2.768976715363e-10       3.331216768835e-06      -1.073277794940e+00       2.259870423474e-02       6.026040794946e-01       6.731037126042e-01      -1.429295715988e+00       2.194662270742e-02       2.401013310788e-02      -1.075928503832e+00       2.392889385570e-02       1.216617155308e-07       7.043628157957e-08       9.180492493038e-08       9.290818129748e-06       2.336359785742e-02 
       2.423751068943e-05       1.179618935099e+01      -1.652915470912e+00       3.087923489866e-02       2.037029591980e-05       5.092573979951e-05       1.914848260471e-09       1.018514795990e-05      -1.239686663114e+00       3.087926522201e-02       5.884392807481e-01       6.525947987241e-01      -1.644570225883e+00       2.882318212019e-02       4.940388213073e-02      -1.252584037479e+00       3.518408014032e-02       1.314789051356e-06       7.612070850115e-07       6.604658687844e-07       4.564380547867e-05       3.336436985211e-02 
       3.486191493619e-05       1.679618935099e+01      -2.023092551258e+00       3.695175919923e-02       5.055671981606e-05       1.263917995401e-04       9.832011223634e-09       2.527835990803e-05      -1.517319902856e+00       3.695193137869e-02       5.633625877225e-01       6.173753696812e-01      -1.990978029909e+00       3.159622178549e-02       8.601702383190e-02      -1.568746553322e+00       4.884804677554e-02       1.054936279186e-05       6.107869771026e-06       3.675225666742e-06       1.841144946848e-04       4.385863178473e-02 
       4.569626326239e-05       2.179618935099e+01      -2.445444014494e+00       3.677736284549e-02       8.675569282141e-05       2.168892320535e-04       2.898814047751e-08       4.337784641071e-05      -1.834085270094e+00       3.677796631665e-02       5.316907090404e-01       5.741516199057e-01      -2.362425839565e+00       2.667686413098e-02       1.161414795095e-01      -1.974499933154e+00       6.137733989877e-02       4.789666251127e-05       2.773384545973e-05       1.264050455346e-05       5.097496978343e-04       5.114957138397e-02 
