#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407884541061e-06       7.010119943987e-01      -1.231907439998e+00       2.152019795401e-03       2.654591992015e-09       6.636479980038e-09       4.604936703800e-16       1.327295996008e-09      -9.239305799988e-01       2.152019795401e-03       6.148406946526e-01       6.922748544696e-01      -1.231907439998e+00       2.151548064386e-03       2.013715753564e-04      -9.239305799988e-01       2.152974736223e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.525541496255e-10       2.152974736223e-03 
       2.112334190607e-06       1.051011994389e+00      -1.234744016920e+00       3.224467233370e-03       8.934149502799e-09       2.233537375700e-08       3.488753438070e-15       4.467074751400e-09      -9.260580126903e-01       3.224467233490e-03       6.146421040582e-01       6.918793692703e-01      -1.234743570013e+00       3.222876529763e-03       4.521446686557e-04      -9.260586904728e-01       3.227681673511e-03       3.757179009663e-13       1.961671910133e-13       2.742632969695e-12       1.782894123651e-09       3.226667788589e-03 
       3.169640153101e-06       1.575382230155e+00      -1.240005056243e+00       4.824751421185e-03       2.988321361887e-08       7.470803404717e-08       2.627477608752e-14       1.494160680943e-08      -9.300037921826e-01       4.824751422370e-03       6.143243741005e-01       6.912676953808e-01      -1.240002352878e+00       4.819392144578e-03       1.014160672779e-03      -9.300078849888e-01       4.835556080967e-03       5.591804486744e-12       2.919553681894e-12       2.195542372352e-11       9.010759217176e-09       4.831081858625e-03 
       4.757013510592e-06       2.360527051149e+00      -1.250916463742e+00       7.201751563158e-03       1.007441446973e-07       2.518603617433e-07       1.995172216299e-13       5.037207234866e-08      -9.381873478105e-01       7.201751572728e-03       6.136767148627e-01       6.901141762168e-01      -1.250902387742e+00       7.183722224064e-03       2.269221444234e-03      -9.382086045286e-01       7.237989162850e-03       6.518451141326e-11       3.403367959825e-11       1.661515609459e-10       4.547979073161e-08       7.222518694339e-03 
       7.141234527550e-06       3.535092094475e+00      -1.274205106256e+00       1.069730234074e-02       3.387257952136e-07       8.468144880341e-07       1.511773289403e-12       1.693628976068e-07      -9.556538297349e-01       1.069730241428e-02       6.122786477207e-01       6.877986945359e-01      -1.274133905328e+00       1.063684413780e-02       5.052304649319e-03      -9.557610126790e-01       1.081840137823e-02       7.361990703960e-10       3.843791117332e-10       1.248429151959e-09       2.290449606290e-07       1.076654790166e-02 
       1.072460730167e-05       5.289918741579e+00      -1.324242167781e+00       1.572636984956e-02       1.117935352806e-06       2.794838382015e-06       1.125307704437e-11       5.589676764029e-07      -9.931816263240e-01       1.572637040427e-02       6.092316173463e-01       6.830307362920e-01      -1.323885943459e+00       1.552504062272e-02       1.113429631383e-02      -9.937162375892e-01       1.612862406977e-02       8.231929410583e-09       4.297998566442e-09       9.312758147012e-09       1.148974489974e-06       1.595641787545e-02 
       1.611527770164e-05       7.906597391151e+00      -1.431024185359e+00       2.260934754652e-02       3.646065290630e-06       9.115163226574e-06       8.286894948947e-11       1.823032645315e-06      -1.073268144465e+00       2.260935167371e-02       6.026167749468e-01       6.731161371737e-01      -1.429264977847e+00       2.194894913224e-02       2.401383639629e-02      -1.075906606228e+00       2.393169842365e-02       9.091117084825e-08       4.746598025558e-08       6.859683838397e-08       5.721720271438e-06       2.336619986728e-02 
       2.423567178856e-05       1.179736933557e+01      -1.653073880291e+00       3.092289278430e-02       1.115886075635e-05       2.789715189087e-05       5.736167014304e-10       5.579430378175e-06      -1.239805469773e+00       3.092292286462e-02       5.884487631996e-01       6.526022558504e-01      -1.644599546703e+00       2.882695290490e-02       4.941504472459e-02      -1.252614896823e+00       3.519025459124e-02       9.827091405136e-07       5.130894297630e-07       4.936064785410e-07       2.811165391151e-05       3.336953505553e-02 
       3.485564380561e-05       1.679736933557e+01      -2.023919130075e+00       3.710748213239e-02       2.776857805757e-05       6.942144514393e-05       2.952511947393e-09       1.388428902879e-05      -1.517939831818e+00       3.710765209852e-02       5.633575521549e-01       6.173674544130e-01      -1.991090763753e+00       3.159870836932e-02       8.603136762395e-02      -1.568859306166e+00       4.885618281858e-02       7.883879763688e-06       4.116417155567e-06       2.746536414071e-06       1.133695335244e-04       4.386387170815e-02 
       4.568388842273e-05       2.179736933557e+01      -2.448186188701e+00       3.717650366788e-02       4.795072049803e-05       1.198768012451e-04       8.758163854029e-09       2.397536024901e-05      -1.836141868098e+00       3.717709672378e-02       5.316474962682e-01       5.741053621152e-01      -2.362696936541e+00       2.667523752403e-02       1.161548362491e-01      -1.974772567303e+00       6.138698565764e-02       3.579519583774e-05       1.869097451478e-05       9.447321555737e-06       3.138311478230e-04       5.115256373551e-02 
       5.672183212750e-05       2.679736933557e+01      -2.873960939586e+00       3.064311726464e-02       6.130530728012e-05       1.532632682003e-04       1.726197083621e-08       3.065265364006e-05      -2.155478006986e+00       3.064466721821e-02       4.946649139497e-01       5.250973790141e-01      -2.699493050695e+00       1.443940452433e-02       1.283311228829e-01      -2.457309507709e+00       7.258176989975e-02       1.160453081217e-04       6.060252361940e-05       2.437796899290e-05       6.990346901468e-04       5.496036870506e-02 
       6.797180660646e-05       3.179736933557e+01      -3.248300836096e+00       1.773042311304e-02       5.126112913719e-05       1.281528228430e-04       2.072705495842e-08       2.563056456860e-05      -2.436244721909e+00       1.773374990503e-02       4.538425152946e-01       4.726639147546e-01      -2.948397408041e+00      -3.429482451794e-03       1.139811101169e-01      -3.002444836847e+00       8.229665328674e-02       3.003981237284e-04       1.569131546336e-04       5.178470669849e-05       1.355033374221e-03       5.534719586339e-02 
