# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2
# for k=8.92166e-06 to 1.12822 h/Mpc,
# number of wavenumbers equal to 114
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:delta_phi_scf       8:delta_phi_over_phi_scf    9:delta_phi_prime_scf    10:d_tot                 11:phi                   12:psi                
       8.921661904813e-06      -5.901402980992e-04      -4.426993870912e-04      -4.426993959188e-04      -5.901366144376e-04      -2.122411891544e-04      -1.350362470966e-06       4.938344106479e-04      -4.051932439350e-10      -4.428091283877e-04       5.861629567829e-01       5.856997853819e-01 
       1.123170688741e-05      -9.351923522178e-04      -7.016307780598e-04      -7.016308002327e-04      -9.351831001226e-04      -3.362889488220e-04      -2.140040743382e-06       7.826271571918e-04      -6.420777101012e-10      -7.018046214836e-04       5.861624284043e-01       5.856993412688e-01 
       1.413988121838e-05      -1.481886175286e-03      -1.112008671130e-03      -1.112008726822e-03      -1.481862938435e-03      -5.327543603208e-04      -3.391385464868e-06       1.240260781013e-03      -1.017347557665e-09      -1.112283981390e-03       5.861615910273e-01       5.856986374193e-01 
       1.780105578557e-05      -2.347893455576e-03      -1.762412027427e-03      -1.762412167303e-03      -2.347835100626e-03      -8.437870336306e-04      -5.374102076079e-06       1.965379828647e-03      -1.611691420088e-09      -1.762847829890e-03       5.861602639906e-01       5.856975219487e-01 
       2.241020148522e-05      -3.719307662138e-03      -2.793227426484e-03      -2.793227777774e-03      -3.719161134385e-03      -1.335876206555e-03      -8.515170919601e-06       3.114163801497e-03      -2.552612096880e-09      -2.793916783774e-03       5.861581610734e-01       5.856957541884e-01 
       2.821277213317e-05      -5.890054496833e-03      -4.426948552067e-03      -4.426949434217e-03      -5.889686647662e-03      -2.113616440241e-03      -1.349008103897e-05       4.933720182314e-03      -4.041231088751e-09      -4.428037738247e-03       5.861548289112e-01       5.856929528298e-01 
       3.551777577560e-05      -9.323436104925e-03      -7.016193956660e-03      -7.016196171529e-03      -9.322512952559e-03      -3.340879929780e-03      -2.136620755363e-05       7.814589269683e-03      -6.393952874012e-09      -7.017911740997e-03       5.861495495225e-01       5.856885137439e-01 
       4.471423049431e-05      -1.474737892591e-02      -1.111980084982e-02      -1.111980640938e-02      -1.474506342336e-02      -5.272261456668e-03      -3.382782276705e-05       1.237321288690e-02      -1.010608217952e-08      -1.112250213683e-02       5.861411869856e-01       5.856814805803e-01 
       5.629188103811e-05      -2.329967329137e-02      -1.762340242070e-02      -1.762341636996e-02      -2.329387033157e-02      -8.299083133911e-03      -5.352567286395e-05       1.958022942100e-02      -1.594781479892e-08      -1.762763050840e-02       5.861279450722e-01       5.856703395157e-01 
       7.086727951657e-05      -3.674396633787e-02      -2.793047188691e-02      -2.793050686341e-02      -3.672944283300e-02      -1.301076167857e-02      -8.461215995607e-05       3.095730242396e-02      -2.510217882245e-08      -2.793703994298e-02       5.861069872649e-01       5.856526961432e-01 
