#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407778198037e-06       7.009855573991e-01      -1.231877194448e+00       2.151966839041e-03       3.362566989719e-09       8.406417474297e-09       7.388968905769e-16       1.681283494859e-09      -9.239078958362e-01       2.151966839041e-03       6.148410900948e-01       6.922823991516e-01      -1.231877194448e+00       2.151495400370e-03       2.013582109413e-04      -9.239078958362e-01       2.152921935744e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.582218742979e-08       2.152921935744e-03 
       2.112161424677e-06       1.050985557411e+00      -1.234698714618e+00       3.224448215822e-03       1.132513919660e-08       2.831284799151e-08       5.601988145765e-15       5.662569598302e-09      -9.260240359639e-01       3.224448215943e-03       6.146427509614e-01       6.918906738163e-01      -1.234698268045e+00       3.222858842295e-03       4.521279165796e-04      -9.260247139302e-01       3.227663748862e-03       9.931264350125e-12       7.620855428189e-12       7.249623576342e-11       8.001603601686e-08       3.226649839398e-03 
       3.169351352457e-06       1.575372170101e+00      -1.239937885264e+00       4.824855388815e-03       3.785311348362e-08       9.463278370905e-08       4.215866066376e-14       1.892655674181e-08      -9.299534139481e-01       4.824855389999e-03       6.143253033981e-01       6.912844961432e-01      -1.239935184474e+00       4.819502317729e-03       1.014167601933e-03      -9.299575087561e-01       4.835666573573e-03       1.478220804525e-10       1.134327669316e-10       5.804041371285e-10       4.044168828697e-07       4.831191865882e-03 
       4.756514238806e-06       2.360578037577e+00      -1.250818519627e+00       7.202186204554e-03       1.276127592279e-07       3.190318980698e-07       3.201224447759e-13       6.380637961397e-08      -9.381138897242e-01       7.202186214121e-03       6.136778713792e-01       6.901388624731e-01      -1.250804461681e+00       7.184186385270e-03       2.269384946461e-03      -9.381351642772e-01       7.238459985079e-03       1.723472680111e-09       1.322524708184e-09       4.392939264154e-09       2.041317349118e-06       7.222985666019e-03 
       7.140339848452e-06       3.535315357570e+00      -1.274067874598e+00       1.069848473906e-02       4.290611911342e-07       1.072652977836e-06       2.425500805474e-12       2.145305955671e-07      -9.555509059913e-01       1.069848481260e-02       6.122794563839e-01       6.878340350666e-01      -1.273996800814e+00       1.063816876077e-02       5.053152378508e-03      -9.556582360333e-01       1.081977597344e-02       1.946990581874e-08       1.494046540810e-08       3.301450055208e-08       1.028128687475e-05       1.076789850493e-02 
       1.072295243278e-05       5.290576302657e+00      -1.324069445775e+00       1.572885982088e-02       1.416032782594e-06       3.540081956484e-06       1.805287979111e-11       7.080163912968e-07      -9.930520848199e-01       1.572886037618e-02       6.092292926371e-01       6.830779725166e-01      -1.323714127330e+00       1.552821995820e-02       1.113768598899e-02      -9.935878552888e-01       1.613210405779e-02       2.177828695453e-07       1.671200060116e-07       2.463432193512e-07       5.158014264618e-05       1.595976342135e-02 
       1.611218319321e-05       7.908274770255e+00      -1.430875933760e+00       2.261235988501e-02       4.617662056444e-06       1.154415514111e-05       1.329154150279e-10       2.308831028222e-06      -1.073156955778e+00       2.261236402198e-02       6.025996612392e-01       6.731665107733e-01      -1.429123224497e+00       2.195529997704e-02       2.402548809891e-02      -1.075804221002e+00       2.393966168566e-02       2.406176752689e-06       1.846522415390e-06       1.815044904220e-06       2.568845990914e-04       2.337345441301e-02 
       2.423026524805e-05       1.180125248669e+01      -1.653196712494e+00       3.091470983476e-02       1.412556568226e-05       3.531391420566e-05       9.195314956817e-10       7.062782841131e-06      -1.239897594166e+00       3.091474004536e-02       5.883703745782e-01       6.526038018298e-01      -1.644769095073e+00       2.883480031489e-02       4.944804908284e-02      -1.252771002305e+00       3.520584473137e-02       2.601508423007e-05       1.996934487667e-05       1.305739931704e-05       1.261901997094e-03       3.338153138942e-02 
       3.484233858783e-05       1.680125248669e+01      -2.024536046869e+00       3.703345996571e-02       3.508089211290e-05       8.770223028226e-05       4.722039831932e-09       1.754044605645e-05      -1.518402521909e+00       3.703363095031e-02       5.631052527205e-01       6.171862507379e-01      -1.992002019588e+00       3.159110584871e-02       8.606288407939e-02      -1.569631793813e+00       4.886548141324e-02       2.081850086185e-04       1.599657749368e-04       7.238212309667e-05       5.078450034406e-03       4.386094457671e-02 
       4.567423501483e-05       2.180125248669e+01      -2.449470865899e+00       3.694842043313e-02       6.034995349105e-05       1.508748837276e-04       1.395930922309e-08       3.017497674553e-05      -1.837105391609e+00       3.694901866322e-02       5.310376896327e-01       5.735206967897e-01      -2.365053138772e+00       2.662650624235e-02       1.161474716736e-01      -1.976741469028e+00       6.136640251949e-02       9.404551268901e-04       7.244223865897e-04       2.468937433894e-04       1.400526274383e-02       5.109463068278e-02 
