# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=9.00321e-06 to 1.13606 h/Mpc,
# number of wavenumbers equal to 114
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:delta_phi_scf       8:delta_phi_over_phi_scf    9:delta_phi_prime_scf    10:d_tot                 11:phi                   12:psi                
       9.003207192964e-06      -1.296068574600e-03      -9.725652878518e-04      -9.725653109754e-04      -1.296049114866e-03      -2.686706640866e-03       3.906833329681e-07      -2.918714485075e-04      -3.904760813296e-10      -9.726529347254e-04       4.322530205384e-01       4.321325253649e-01 
       1.133436632287e-05      -2.053493761087e-03      -1.541410888323e-03      -1.541410946404e-03      -2.053444891742e-03      -4.256779742956e-03       6.189131560911e-07      -4.623772352823e-04      -6.187528115176e-10      -1.541549643926e-03       4.322525596360e-01       4.321321186786e-01 
       1.426912179045e-05      -3.252970051214e-03      -2.442968570351e-03      -2.442968716228e-03      -3.252847341928e-03      -6.743118408869e-03       9.802127956543e-07      -7.322967333664e-04      -9.803807585191e-10      -2.443188093141e-03       4.322518292438e-01       4.321314741760e-01 
       1.796376002598e-05      -5.151597835886e-03      -3.871836587523e-03      -3.871836953892e-03      -5.151289783008e-03      -1.067852735055e-02       1.551779028200e-06      -1.159302060017e-03      -1.553104449485e-09      -3.872183528616e-03       4.322506718729e-01       4.321304528384e-01 
       2.261503398808e-05      -8.154663254783e-03      -6.136428188612e-03      -6.136429108667e-03      -8.153890172712e-03      -1.690275005320e-02       2.455003299755e-06      -1.834082257225e-03      -2.459760622767e-09      -6.136975596252e-03       4.322488381230e-01       4.321288344541e-01 
       2.847064097618e-05      -1.289901462491e-02      -9.725534889737e-03      -9.725537199918e-03      -1.289707556114e-02      -2.673492423788e-02       3.879880782931e-06      -2.898578794102e-03      -3.894078393923e-09      -9.726396310404e-03       4.322459332292e-01       4.321262703078e-01 
       3.584241341498e-05      -2.038026717115e-02      -1.541381257027e-02      -1.541381836964e-02      -2.037540771282e-02      -4.223629335471e-02       6.121539531688e-06      -4.573275743902e-03      -6.160703188788e-09      -1.541516238989e-02       4.322413327452e-01       4.321222084086e-01 
       4.512292506815e-05      -3.214214100750e-02      -2.442894165280e-02      -2.442895620606e-02      -3.212997925377e-02      -6.660017221050e-02       9.632781803885e-06      -7.196452320852e-03      -9.736460593453e-09      -2.443104233993e-02       4.322340503722e-01       4.321157759698e-01 
       5.680639702278e-05      -5.054626218568e-02      -3.871649791378e-02      -3.871653441387e-02      -5.051589028969e-02      -1.047047135377e-01       1.509416679561e-05      -1.127654024342e-02      -1.536203554143e-08      -3.871973083616e-02       4.322225307301e-01       4.321055942147e-01 
       7.151501676444e-05      -7.912582000499e-02      -6.135959378045e-02      -6.135968524190e-02      -7.905022938560e-02      -1.638282260608e-01       2.349284746719e-05      -1.755102109865e-02      -2.417366987272e-08      -6.136447773236e-02       4.322043285933e-01       4.320894896274e-01 
       9.003207192964e-05      -1.229685657948e-01      -9.724358876980e-02      -9.724381762786e-02      -1.227814482898e-01      -2.543957279523e-01       3.617059392904e-05      -2.702230362182e-02      -3.787834363425e-08      -9.725073607301e-02       4.321756178728e-01       4.320640465428e-01 
       1.133436632287e-04      -1.889097589813e-01      -1.541086484114e-01      -1.541092197854e-01      -1.884505337844e-01      -3.902449442954e-01       5.472101652949e-05      -4.088094118817e-02      -5.894824868310e-08      -1.541185224638e-01       4.321304560978e-01       4.320239236554e-01 
       1.426912179045e-04      -2.849185077722e-01      -2.442156208112e-01      -2.442170422791e-01      -2.838068073988e-01      -5.869701309875e-01       8.043377676963e-05      -6.009041326725e-02      -9.072701354334e-08      -2.442277600574e-01       4.320597209156e-01       4.319608331214e-01 
       1.796376002598e-04      -4.172593230194e-01      -3.869805866892e-01      -3.869841033575e-01      -4.146263529390e-01      -8.549137207620e-01       1.126335599779e-04      -8.414620621659e-02      -1.371182085859e-07      -3.869915480412e-01       4.319496615485e-01       4.318620710410e-01 
       2.261503398808e-04      -5.828583494368e-01      -6.131365639298e-01      -6.131451882324e-01      -5.768376376777e-01      -1.180080163245e+00       1.448173874782e-04      -1.081900789860e-01      -2.010090990830e-07      -6.131351446452e-01       4.317801260156e-01       4.317085315228e-01 
       2.847064097618e-04      -7.542975589280e-01      -9.712966384606e-01      -9.713175018353e-01      -7.412910440374e-01      -1.484131341552e+00       1.578042503184e-04      -1.178922959706e-01      -2.795945538189e-07      -9.712543184699e-01       4.315228056245e-01       4.314723077866e-01 
       3.584241341498e-04      -8.621727488763e-01      -1.538280273013e+00      -1.538329690126e+00      -8.365771899369e-01      -1.567521068969e+00       1.135462197188e-04      -8.482803545802e-02      -3.538211666483e-07      -1.538136293406e+00       4.311402441511e-01       4.311143732000e-01 
       4.512292506815e-04      -8.068319357365e-01      -2.435311622733e+00      -2.435424973483e+00      -7.637775799591e-01      -1.108610190223e+00      -3.099111575510e-05       2.315282246003e-02      -3.728275958407e-07      -2.434960859248e+00       4.305862637765e-01       4.305833270172e-01 
       5.680639702278e-04      -5.674860464695e-01      -3.853335899719e+00      -3.853583823494e+00      -5.126182247007e-01       4.622196079487e-02      -2.483852514255e-04       1.855634909498e-01      -2.594753646544e-07      -3.852644788490e+00       4.298059262685e-01       4.298157786000e-01 
       7.151501676444e-04      -3.618861359298e-01      -6.092411275986e+00      -6.092918294099e+00      -3.218241161221e-01       1.117319629224e+00      -3.313162089273e-04       2.475194963628e-01      -2.359347774984e-08      -6.091268337696e+00       4.287268521142e-01       4.287350219325e-01 
       9.003207192964e-04      -3.614509143812e-01      -9.622623505476e+00      -9.623573867174e+00      -3.587099082523e-01       5.397341303385e-01      -1.177641632338e-04       8.797917393659e-02       3.517651172012e-08      -9.620884591079e+00       4.272353202640e-01       4.272376044693e-01 
       1.133436632287e-03      -1.625612472724e-01      -1.517681126159e+01      -1.517843332187e+01      -1.665708570354e-01      -2.636949330662e-01      -9.180313266533e-05       6.858422422321e-02      -1.816825292536e-07      -1.517405730544e+01       4.251500023088e-01       4.251530375384e-01 
       1.426912179045e-03      -1.000641428835e-01      -2.389241139295e+01      -2.389501473461e+01      -8.200558299625e-02       1.953295522254e-01      -1.486566610639e-04       1.110583209818e-01      -1.040704472807e-07      -2.388807051122e+01       4.222923842159e-01       4.222936089478e-01 
       1.796376002598e-03       7.307402290374e-02      -3.752001436555e+01      -3.752432083654e+01       8.285512003372e-02       5.449590356302e-01      -3.326092321119e-04       2.484854872767e-01      -1.998792939296e-07      -3.751330717175e+01       4.184206470307e-01       4.184218549336e-01 
       2.261503398808e-03       1.200318422476e-01      -5.872923839940e+01      -5.873700588873e+01       1.340358216045e-01      -1.185047154477e+00      -6.010273709727e-05       4.490151346507e-02      -4.282462887578e-07      -5.871953790923e+01       4.132449351285e-01       4.132455095232e-01 
       2.847064097618e-03       1.915046618966e-01      -9.154344222282e+01      -9.155784071774e+01       1.620622120506e-01      -2.970400620852e-01      -1.560755539212e-05       1.166008225985e-02      -1.079402736925e-07      -9.153010408509e+01       4.064312605691e-01       4.064317108674e-01 
       3.584241341498e-03       2.708326979540e-01      -1.419306475912e+02      -1.419584864241e+02      -1.342300130897e-01      -6.758317496888e-01      -1.237579863852e-04       9.245703541072e-02      -3.427925108832e-07      -1.419142914201e+02       3.976016618207e-01       3.976019309261e-01 
       4.512292506815e-03       4.815841638594e-01      -2.185627639593e+02      -2.186194833488e+02       4.863053444107e-01       6.335147949055e-01      -2.275301962360e-04       1.699831099783e-01      -5.708001012937e-08      -2.185482685305e+02       3.863394088131e-01       3.863394088131e-01 
       5.680639702278e-03       4.639511510889e-01      -3.336915927463e+02      -3.338122220788e+02       4.684994868715e-01       4.297648736349e-01      -1.821826771890e-04       1.361049151499e-01      -6.937719060251e-08      -3.336959836097e+02       3.721963546871e-01       3.721963546871e-01 
       7.151501676444e-03       4.421346077650e-01      -5.039344145873e+02      -5.041994433603e+02       4.464690684924e-01       5.675851561049e-01      -2.966605750579e-04       2.216289881101e-01      -1.533693185491e-07      -5.040055075376e+02       3.546958439366e-01       3.546958439366e-01 
       9.003207192964e-03       4.155065645839e-01      -7.504260439556e+02      -7.510197544795e+02       4.195799600536e-01       2.722590748871e+00      -2.854573463517e-04       2.132592873461e-01       5.173455461818e-07      -7.506866653015e+02       3.333337728134e-01       3.333337728134e-01 
       1.133436632287e-02       3.834130076212e-01      -1.097111375253e+03      -1.098448424800e+03       3.871717370566e-01       3.018289215833e+00      -2.854561438135e-04       2.132583889547e-01       6.076855362819e-07      -1.097856989140e+03       3.075857848879e-01       3.075857848879e-01 
       1.426912179040e-02       3.452608241999e-01      -1.564938752766e+03      -1.567912811045e+03       3.486454746381e-01       3.727269154357e+00      -2.190760881338e-04       1.636672204345e-01       8.974032814906e-07      -1.566831488016e+03       2.769763579824e-01       2.769763579824e-01 
       1.796375977599e-02       3.008819957155e-01      -2.159645395110e+03      -2.166039834645e+03       3.038315113943e-01      -2.164455696217e+00      -7.965877544841e-05       5.951142578780e-02      -7.490058151493e-07      -2.164037291374e+03       2.413710120628e-01       2.413710120628e-01 
       2.261486901896e-02       2.514087074415e-01      -2.856461969769e+03      -2.869353440024e+03       2.538731448065e-01      -3.640978956296e+00      -1.060361907368e-04       7.921744792504e-02      -1.229152321750e-06      -2.865716761114e+03       2.016786506094e-01       2.016786506094e-01 
