#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407292649905e-06       7.008648238028e-01      -1.231740192745e+00       2.151728354907e-03       2.555956311507e-09       6.389890778767e-09       4.269660459982e-16       1.277978155753e-09      -9.238051445590e-01       2.151728354907e-03       6.148459770348e-01       6.923165732884e-01      -1.231740192745e+00       2.151256860223e-03       2.012971797427e-04      -9.238051445590e-01       2.152682772450e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       5.779519432683e-08       2.152682772450e-03 
       2.111372584613e-06       1.050864823807e+00      -1.234496089757e+00       3.224379787273e-03       8.601501572528e-09       2.150375393132e-08       3.234261297406e-15       4.300750786264e-09      -9.258720673174e-01       3.224379787394e-03       6.146495605600e-01       6.919412352019e-01      -1.234495642994e+00       3.222789445562e-03       4.520520364619e-04      -9.258727448388e-01       3.227593269818e-03       4.240005853281e-11       2.840979838550e-11       3.095285642661e-10       2.923166138057e-07       3.226579248749e-03 
       3.168032621493e-06       1.575326275813e+00      -1.239638088380e+00       4.825394312683e-03       2.877509466656e-08       7.193773666639e-08       2.435943020563e-14       1.438754733328e-08      -9.297285662854e-01       4.825394313867e-03       6.143350585261e-01       6.913594899156e-01      -1.239635384684e+00       4.820034063845e-03       1.014202661309e-03      -9.297326592376e-01       4.836199791381e-03       6.314013814775e-10       4.230652484958e-10       2.479150972865e-09       1.477684443935e-06       4.831722865950e-03 
       4.754234072269e-06       2.360811235469e+00      -1.250381583559e+00       7.204416207358e-03       9.701487303863e-08       2.425371825966e-07       1.849568901383e-13       4.850743651932e-08      -9.377861876728e-01       7.204416216918e-03       6.136913137057e-01       6.902490561308e-01      -1.250367495755e+00       7.186372612401e-03       2.270145349872e-03      -9.378074594996e-01       7.240676747856e-03       7.367217342451e-09       4.936350193534e-09       1.877641714304e-08       7.460625616677e-06       7.225184821847e-03 
       7.136252220148e-06       3.536336727263e+00      -1.273456549313e+00       1.070493310215e-02       3.262167136479e-07       8.155417841198e-07       1.401256580356e-12       1.631083568240e-07      -9.550924120280e-01       1.070493317561e-02       6.122953257349e-01       6.879918582110e-01      -1.273385211319e+00       1.064437256534e-02       5.057075570622e-03      -9.551997810356e-01       1.082620893294e-02       8.332265169151e-08       5.583015875674e-08       1.412471755849e-07       3.759025554677e-05       1.077422171893e-02 
       1.071538389759e-05       5.293587073912e+00      -1.323306339971e+00       1.574503935527e-02       1.076782525203e-06       2.691956313008e-06       1.042832466264e-11       5.383912626016e-07      -9.924797554669e-01       1.574503990962e-02       6.092369012286e-01       6.832890934080e-01      -1.322948858579e+00       1.554310426092e-02       1.115336305515e-02      -9.930161058300e-01       1.614836893842e-02       9.335597804030e-07       6.255536083363e-07       1.055355141938e-06       1.886837574580e-04       1.597541382551e-02 
       1.609798859072e-05       7.915968722213e+00      -1.430266874289e+00       2.264879793929e-02       3.512145763911e-06       8.780364409778e-06       7.676916856961e-11       1.756072881956e-06      -1.072700161173e+00       2.264880206591e-02       6.025490799258e-01       6.733921502431e-01      -1.428497427456e+00       2.198518608091e-02       2.407947376926e-02      -1.075352959699e+00       2.397697293151e-02       1.033687089041e-05       6.927793742190e-06       7.788107624081e-06       9.402490665111e-04       2.340754497391e-02 
       2.420519453790e-05       1.181913819452e+01      -1.654099869356e+00       3.098392789549e-02       1.074741555837e-05       2.686853889592e-05       5.311195295986e-10       5.373707779184e-06      -1.240574961789e+00       3.098395800257e-02       5.880560595952e-01       6.526131267603e-01      -1.645550706605e+00       2.887282766277e-02       4.960190916879e-02      -1.253491173009e+00       3.527974387512e-02       1.119687188095e-04       7.511378826707e-05       5.604833734516e-05       4.619071696949e-03       3.343948067852e-02 
       3.477846647829e-05       1.681913819452e+01      -2.029085074982e+00       3.710439756894e-02       2.664753845552e-05       6.661884613879e-05       2.718623262947e-09       1.332376922776e-05      -1.521814290058e+00       3.710456715548e-02       5.620401084077e-01       6.164037928356e-01      -1.996023711708e+00       3.156202417989e-02       8.621444098859e-02      -1.573061662012e+00       4.891541380808e-02       8.888673353343e-04       5.985374488355e-04       3.072128051112e-04       1.847141414260e-02       4.386194919204e-02 
       4.561615251088e-05       2.181913819452e+01      -2.461144320138e+00       3.698018526951e-02       4.584068184667e-05       1.146017046167e-04       8.045618714423e-09       2.292034092333e-05      -1.845860464631e+00       3.698077887990e-02       5.284766670092e-01       5.710514147209e-01      -2.375117809860e+00       2.642056989728e-02       1.161340526100e-01      -1.985236744574e+00       6.129550979626e-02       3.957944927334e-03       2.689615767145e-03       1.023679706495e-03       5.046593168080e-02       5.089515252221e-02 
