# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2
# for k=1.02887e-05 to 1.07291 h/Mpc,
# number of wavenumbers equal to 113
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:delta_phi_scf       8:delta_phi_over_phi_scf    9:delta_phi_prime_scf    10:d_tot                 11:phi                   12:psi                
       1.028873718784e-05      -5.616542962495e-04      -4.213248760871e-04      -4.213248889142e-04      -5.616509074186e-04      -6.299206812617e-04       6.137026031373e-06      -7.519290377261e-04       6.225873128626e-10      -4.214474797684e-04       5.912605055017e-01       5.907543547464e-01 
       1.295275270104e-05      -8.900572755717e-04      -6.677543298146e-04      -6.677543620336e-04      -8.900487639381e-04      -9.980670843016e-04       9.725568884174e-06      -1.191609939435e-03       9.863653798576e-10      -6.679485576961e-04       5.912598221404e-01       5.907537581392e-01 
       1.630654952803e-05      -1.410382521650e-03      -1.058317789159e-03      -1.058317870085e-03      -1.410361144277e-03      -1.581101511356e-03       1.541157718724e-05      -1.888280573098e-03       1.562356638989e-09      -1.058625403970e-03       5.912587391435e-01       5.907528126171e-01 
       2.052872957952e-05      -2.234644692330e-03      -1.677316885900e-03      -1.677317089157e-03      -2.234591006280e-03      -2.504048409327e-03       2.441963801002e-05      -2.991983494942e-03       2.473840822938e-09      -1.677803881002e-03       5.912570228311e-01       5.907513141278e-01 
       2.584413933951e-05      -3.540013494370e-03      -2.658358635564e-03      -2.658359146047e-03      -3.539878686803e-03      -3.964057958302e-03       3.868729987598e-05      -4.740118906439e-03       3.914928820673e-09      -2.659129111080e-03       5.912543029845e-01       5.907489393601e-01 
       3.253584376045e-05      -5.606376795973e-03      -4.213190697765e-03      -4.213191979743e-03      -5.606038356515e-03      -6.271083589295e-03       6.127703111269e-05      -7.507924057683e-03       6.190073409096e-09      -4.214408405842e-03       5.912499931260e-01       5.907451760441e-01 
       4.096020050420e-05      -8.875052206749e-03      -6.677397459917e-03      -6.677400678909e-03      -8.874202808704e-03      -9.910081539010e-03       9.702165172164e-05      -1.188756606080e-02       9.773797985201e-09      -6.679318831685e-03       5.912431641790e-01       5.907392123767e-01 
       5.156583728692e-05      -1.403978300066e-02      -1.058281162022e-02      -1.058281970123e-02      -1.403765228346e-02      -1.563391102136e-02       1.535281684388e-04      -1.881116600541e-02       1.539814231308e-08      -1.058583530698e-02       5.912323464985e-01       5.907297637396e-01 
       6.491754294095e-05      -2.218582862395e-02      -1.677224904196e-02      -1.677226932174e-02      -2.218048793671e-02      -2.459651243624e-02       2.427226591734e-04      -2.974016083756e-02       2.417333662343e-08      -1.677698743574e-02       5.912152146457e-01       5.907147958004e-01 
       8.172634447960e-05      -3.499766711886e-02      -2.658127675049e-02      -2.658132761611e-02      -3.498429731638e-02      -3.852869531693e-02       3.831774354510e-04      -4.695062824710e-02       3.773433174800e-08      -2.658865191478e-02       5.911880943468e-01       5.906910903830e-01 
       1.028873718784e-04      -5.505673092444e-02      -4.212610893994e-02      -4.212623641118e-02      -5.502332747092e-02      -5.993113166838e-02       6.035133375438e-04      -7.395062649398e-02       5.836415135711e-08      -4.213746156267e-02       5.911451917124e-01       5.906535632447e-01 
       1.295275270104e-04      -8.623646779978e-02      -6.675942418892e-02      -6.675974320226e-02      -8.615327380468e-02      -9.217100617822e-02       9.470676710752e-04      -1.160533060568e-01       8.892442023161e-08      -6.677658057253e-02       5.910773959121e-01       5.905941954491e-01 
       1.630654952803e-04      -1.341440295887e-01      -1.057916209103e-01      -1.057924175642e-01      -1.339378589909e-01      -1.391398791704e-01       1.477549735156e-03      -1.810727171154e-01       1.321191956779e-07      -1.058167437171e-01       5.909704460991e-01       5.905003757148e-01 
       2.052872957952e-04      -2.063899110249e-01      -1.676310309688e-01      -1.676330136379e-01      -2.058830070424e-01      -2.035785863627e-01       2.283842844894e-03      -2.799190234509e-01       1.879041159256e-07      -1.676657799357e-01       5.908021810593e-01       5.903523595790e-01 
       2.584413933951e-04      -3.120589818321e-01      -2.655838705521e-01      -2.655887784138e-01      -3.108282265380e-01      -2.820021649369e-01       3.478049606425e-03      -4.263748217308e-01       2.463676012430e-07      -2.656267064134e-01       5.905385516038e-01       5.901194540354e-01 
       3.253584376045e-04      -4.589291747850e-01      -4.206894212202e-01      -4.207014673438e-01      -4.559999203005e-01      -3.521446911421e-01       5.171683129223e-03      -6.342124443203e-01       2.709597757625e-07      -4.207284508621e-01       5.901281641366e-01       5.897544789911e-01 
       4.096020050420e-04      -6.457901268082e-01      -6.661711206272e-01      -6.662002954330e-01      -6.390359213686e-01      -3.472222428878e-01       7.398077760734e-03      -9.077545367061e-01       1.653872990373e-07      -6.661674655064e-01       5.894955429406e-01       5.891861767531e-01 
       5.156583728692e-04      -8.471996679917e-01      -1.054390961698e+00      -1.054460162873e+00      -8.323921927735e-01      -1.180526332298e-01       9.931415212383e-03      -1.219801590221e+00      -2.721563136119e-07      -1.054245496969e+00       5.885343266101e-01       5.883098270419e-01 
       6.491754294095e-04      -9.955897509321e-01      -1.667642327890e+00      -1.667801258425e+00      -9.656317551522e-01       5.730111656792e-01       1.198596388805e-02      -1.474823484269e+00      -1.344295302666e-06      -1.667143834450e+00       5.871031473291e-01       5.869777862069e-01 
       8.172634447960e-04      -9.939985243540e-01      -2.634753144017e+00      -2.635100694821e+00      -9.406333078522e-01       1.853744555728e+00       1.203937216946e-02      -1.486867270515e+00      -3.165083566842e-06      -2.633536356280e+00       5.850267948912e-01       5.849938792972e-01 
       1.028873718784e-03      -8.301310636948e-01      -4.156352453207e+00      -4.157059897821e+00      -7.521080578848e-01       3.059336165108e+00       8.763127810248e-03      -1.091660107879e+00      -4.731932722153e-06      -4.153951536607e+00       5.820964180030e-01       5.821153244374e-01 
       1.295275270104e-03      -7.401534624581e-01      -6.542803659554e+00      -6.544111387609e+00      -6.539263949639e-01       2.256831310349e+00       4.308724229701e-03      -5.461973116777e-01      -3.395660805746e-06      -6.538801547307e+00       5.780397445262e-01       5.780529439951e-01 
       1.630654952803e-03      -8.866594530643e-01      -1.026985139978e+01      -1.027203207124e+01      -8.149519684039e-01       9.070290982902e-02       5.240592992564e-03      -6.491932095156e-01      -3.606583554469e-07      -1.026356687167e+01       5.724314727061e-01       5.724246504185e-01 
       2.052872957952e-03      -7.634227024353e-01      -1.605811069669e+01      -1.606158309540e+01      -7.184694548759e-01       3.750120103067e+00       6.863091633862e-03      -8.488578355664e-01      -5.628321422328e-06      -1.604773087110e+01       5.647014200018e-01       5.647047468931e-01 
       2.584413933951e-03      -7.483816065344e-01      -2.498021558436e+01      -2.498618128794e+01      -7.326894838992e-01      -6.223871629388e-01       6.352842170081e-04      -1.063863122544e-01       8.492907198511e-07      -2.496438060048e+01       5.542539745823e-01       5.542538631861e-01 
       3.253584376045e-03      -6.717003759567e-01      -3.859903739168e+01      -3.861019991807e+01      -6.374114972906e-01       2.259652001003e+00       8.955465981080e-03      -1.094319923696e+00      -3.588545955533e-06      -3.857569799583e+01       5.403746208832e-01       5.403761117290e-01 
       4.096020050420e-03      -7.131292701539e-01      -5.912534579727e+01      -5.914644380935e+01      -6.608485288613e-01      -1.487975163797e+00       3.324250859824e-03      -4.209001648740e-01       1.965968118206e-06      -5.909282604700e+01       5.222874433485e-01       5.222876674408e-01 
       5.156583728692e-03      -6.962985984568e-01      -8.957106514539e+01      -8.961347540354e+01      -6.235295045979e-01      -1.009044363088e+00       5.403014835375e-03      -6.738616049821e-01       1.256227634168e-06      -8.953019377017e+01       4.992763224996e-01       4.992765897271e-01 
