#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407595905132e-06       7.009402323121e-01      -1.231825671538e+00       2.151877055782e-03       3.315730470074e-09       8.289326175184e-09       7.184859851956e-16       1.657865235037e-09      -9.238692536539e-01       2.151877055782e-03       6.148427356797e-01       6.922952512381e-01      -1.231825671538e+00       2.151405690604e-03       2.013352982007e-04      -9.238692536539e-01       2.152831992023e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       4.705583584471e-10       2.152831992023e-03 
       2.111865257474e-06       1.050940232322e+00      -1.234622352530e+00       3.224421330857e-03       1.116057726909e-08       2.790144317272e-08       5.443800000130e-15       5.580288634544e-09      -9.259667643975e-01       3.224421330978e-03       6.146450715298e-01       6.919097286568e-01      -1.234621906002e+00       3.222832072246e-03       4.520993884244e-04      -9.259674422840e-01       3.227636572417e-03       3.584206024652e-13       2.119952851751e-13       2.616451356685e-12       2.379815269973e-09       3.226622621046e-03 
       3.168856173216e-06       1.575354946395e+00      -1.239824752305e+00       4.825053696610e-03       3.732676919049e-08       9.331692297624e-08       4.099289110005e-14       1.866338459525e-08      -9.298685642291e-01       4.825053697793e-03       6.143286523993e-01       6.913127956113e-01      -1.239822051421e+00       4.819700343802e-03       1.014180565563e-03      -9.298726590877e-01       4.835865151490e-03       5.335861643175e-12       3.156005836265e-12       2.095068351835e-11       1.202884815641e-08       4.831389611967e-03 
       4.755657481462e-06       2.360665685508e+00      -1.250652999027e+00       7.203009111275e-03       1.258409303621e-07       3.146023259052e-07       3.112620312646e-13       6.292046518103e-08      -9.379897492740e-01       7.203009120839e-03       6.136825832082e-01       6.901806003724e-01      -1.250638937504e+00       7.185004992120e-03       2.269669928255e-03      -9.380110285295e-01       7.239290056220e-03       6.222936351077e-11       3.680684578575e-11       1.586101843762e-10       6.072224766363e-08       7.223809136203e-03 
       7.138799485287e-06       3.535699896138e+00      -1.273832982773e+00       1.070085242270e-02       4.231158603070e-07       1.057789650767e-06       2.358265859110e-12       2.115579301535e-07      -9.553747371229e-01       1.070085249623e-02       6.122855671239e-01       6.878946203225e-01      -1.273761867179e+00       1.064050536225e-02       5.054627303333e-03      -9.554821249820e-01       1.082219874178e-02       7.033096391025e-10       4.159870747973e-10       1.192458935250e-09       3.058780505618e-07       1.077028017355e-02 
       1.072006605535e-05       5.291716344305e+00      -1.323758963287e+00       1.573474472399e-02       1.396464577926e-06       3.491161444815e-06       1.755124539155e-11       6.982322889630e-07      -9.928192229535e-01       1.573474527919e-02       6.092356336995e-01       6.831631914830e-01      -1.323403259141e+00       1.553391972185e-02       1.114362478892e-02      -9.933555363584e-01       1.613832556604e-02       7.872218438152e-09       4.656188217013e-09       8.902857398316e-09       1.534898477288e-06       1.596575541287e-02 
       1.610650984816e-05       7.911242055209e+00      -1.430534116744e+00       2.262550904823e-02       4.553967864806e-06       1.138491966202e-05       1.292039937369e-10       2.276983932403e-06      -1.072900593019e+00       2.262551318488e-02       6.026018786706e-01       6.732796164642e-01      -1.428778217194e+00       2.196745245186e-02       2.404644507729e-02      -1.075552413616e+00       2.395466772318e-02       8.706835949775e-08       5.149847571690e-08       6.565873696113e-08       7.647011281666e-06       2.338726606497e-02 
       2.421825298065e-05       1.180857545768e+01      -1.653016809261e+00       3.094045166565e-02       1.393011074065e-05       3.482527685164e-05       8.935591026417e-10       6.965055370327e-06      -1.239762666809e+00       3.094048187588e-02       5.883601487862e-01       6.527413184343e-01      -1.644564670593e+00       2.885560812441e-02       4.951312301367e-02      -1.252672040579e+00       3.524123456208e-02       9.431742078559e-07       5.578649003194e-07       4.732844580934e-07       3.759207911644e-05       3.341113431775e-02 
       3.479650061840e-05       1.680857545768e+01      -2.024171633640e+00       3.706561192975e-02       3.454423576598e-05       8.636058941494e-05       4.574354533059e-09       1.727211788299e-05      -1.518129211280e+00       3.706578242516e-02       5.631405542744e-01       6.174171527955e-01      -1.991561441057e+00       3.161220044927e-02       8.614829712266e-02      -1.569471619094e+00       4.892015324556e-02       7.553252935044e-06       4.467693540506e-06       2.629363582614e-06       1.512379172698e-04       4.390186159091e-02 
       4.556795595748e-05       2.180857545768e+01      -2.448604490902e+00       3.699891931428e-02       5.933474805251e-05       1.483368701313e-04       1.347445752571e-08       2.966737402625e-05      -1.836455601190e+00       3.699951379355e-02       5.312240248362e-01       5.739435539728e-01      -2.364007686289e+00       2.665663293782e-02       1.162535535137e-01      -1.976370256507e+00       6.146287818601e-02       3.425640549530e-05       2.026381188091e-05       9.034705110507e-06       4.177771942063e-04       5.117128520365e-02 
       5.653358185225e-05       2.680857545768e+01      -2.873796812270e+00       3.022479473245e-02       7.507549304991e-05       1.876887326248e-04       2.624184035988e-08       3.753774652496e-05      -2.155354928171e+00       3.022634735082e-02       4.939534602140e-01       5.246006875291e-01      -2.701852033673e+00       1.436668408582e-02       1.283505735208e-01      -2.460312124989e+00       7.266492009476e-02       1.109581946786e-04       6.564459612037e-05       2.329024354757e-05       9.285918743062e-04       5.493645961496e-02 
       6.769494697384e-05       3.180857545768e+01      -3.245990713988e+00       1.695103937185e-02       6.080980095243e-05       1.520245023811e-04       3.047678687714e-08       3.040490047622e-05      -2.434512161632e+00       1.695436889438e-02       4.527676983654e-01       4.717225663084e-01      -2.951803773946e+00      -3.579985052228e-03       1.138356290934e-01      -3.007199324913e+00       8.237909039945e-02       2.869767390110e-04       1.698215578726e-04       4.941811938744e-05       1.795974616117e-03       5.525209828195e-02 
       7.905439870836e-05       3.680857545768e+01      -3.515495643005e+00      -1.928613239462e-03      -7.018931607483e-06      -1.754732901871e-05      -4.797402771226e-09      -3.509465803742e-06      -2.636664118835e+00      -1.922448229784e-03       4.091427682153e-01       4.175540893546e-01      -3.075577279992e+00      -2.453835461971e-02       6.899029903355e-02      -3.602613219974e+00       9.051746692104e-02       6.307817766851e-04       3.734202272841e-04       9.087563312771e-05       3.161071923815e-03       5.247474575622e-02 
