# Matter power spectrum P(k) at redshift z=0.275
# for k=1.17223e-05 to 1.02464 h/Mpc,
# number of wavenumbers equal to 112
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.172234799244e-05       2.470574329286e+01 
       1.475756177357e-05       3.086365336182e+01 
       1.857866953287e-05       3.855639266991e+01 
       2.338915919226e-05       4.816647985823e+01 
       2.944520686763e-05       6.017173749129e+01 
       3.706931918120e-05       7.516900801049e+01 
       4.666750791512e-05       9.390374305774e+01 
       5.875091161945e-05       1.173068931615e+02 
       7.396301560380e-05       1.465408445814e+02 
       9.311391987656e-05       1.830565151601e+02 
       1.172234799244e-04       2.286641103958e+02 
       1.475756177357e-04       2.856203999175e+02 
       1.857866953287e-04       3.567355843582e+02 
       2.338915919226e-04       4.455026553498e+02 
       2.944520686763e-04       5.562512094188e+02 
       3.706931918120e-04       6.943253847839e+02 
       4.666750791512e-04       8.662813341419e+02 
       5.875091161945e-04       1.080093296950e+03 
       7.396301560380e-04       1.345349627233e+03 
       9.311391987656e-04       1.673409667034e+03 
       1.172234799244e-03       2.077463110880e+03 
       1.475756177357e-03       2.572354656116e+03 
       1.857866953287e-03       3.173933251425e+03 
       2.338915919226e-03       3.897832011728e+03 
       2.944520686763e-03       4.757382847545e+03 
       3.706931918120e-03       5.760141450874e+03 
       4.666750791512e-03       6.903255441476e+03 
       5.875091161945e-03       8.167174420200e+03 
       7.396301560380e-03       9.508058401131e+03 
       9.311391987656e-03       1.084973647496e+04 
       1.172234799244e-02       1.207616660320e+04 
       1.475756177357e-02       1.302795728694e+04 
       1.857866953283e-02       1.351050220819e+04 
       2.338915894979e-02       1.333059219185e+04 
       2.944503430083e-02       1.238634678782e+04 
       3.704670696978e-02       1.081556182975e+04 
       4.595138691940e-02       9.158031547155e+03 
       5.335817157696e-02       8.152444360011e+03 
       5.874871134465e-02       7.610642410074e+03 
       6.321011652346e-02       7.244813005324e+03 
       6.720115295359e-02       6.953718216929e+03 
       7.092761520840e-02       6.694087901638e+03 
       7.449895809505e-02       6.444055955814e+03 
       7.798103994652e-02       6.192039531889e+03 
       8.141723397542e-02       5.932620859504e+03 
       8.483817154338e-02       5.664601076810e+03 
       8.826674509213e-02       5.389813055122e+03 
       9.172089480237e-02       5.112224878333e+03 
       9.521526293169e-02       4.837166484733e+03 
       9.876222740501e-02       4.570600143001e+03 
       1.023725750361e-01       4.318396799193e+03 
       1.060559553323e-01       4.085647389970e+03 
       1.098211951969e-01       3.876060913323e+03 
       1.136765223182e-01       3.691513996632e+03 
       1.176297267602e-01       3.531769992457e+03 
       1.216882795897e-01       3.394389576537e+03 
       1.258594209183e-01       3.274875807334e+03 
       1.301502257238e-01       3.167078955122e+03 
       1.345676532563e-01       3.063883964390e+03 
       1.391185841755e-01       2.958191961761e+03 
       1.438098484736e-01       2.844129855751e+03 
       1.486482465102e-01       2.718277422657e+03 
       1.536405650036e-01       2.580558857258e+03 
       1.587935895025e-01       2.434426079662e+03 
       1.641141146479e-01       2.286145932070e+03 
       1.686625063248e-01       2.166881789933e+03 
       1.696089534021e-01       2.143315987887e+03 
       1.752849463297e-01       2.012992136225e+03 
       1.811489719654e-01       1.899908777197e+03 
       1.872079592666e-01       1.805226842455e+03 
       1.934689031280e-01       1.726146462147e+03 
       1.999388839203e-01       1.656598001121e+03 
       2.066250920074e-01       1.589009409566e+03 
       2.135348581892e-01       1.517088645822e+03 
       2.206756910235e-01       1.437227421318e+03 
       2.280553219930e-01       1.350594623122e+03 
       2.356817595235e-01       1.262732178586e+03 
       2.435633529238e-01       1.180648245910e+03 
       2.517088674271e-01       1.109164371110e+03 
       2.601275716830e-01       1.048910251460e+03 
       2.688293392898e-01       9.968329299699e+02 
       2.778247663052e-01       9.478773478599e+02 
       2.871253071387e-01       8.972972538872e+02 
       2.967434318671e-01       8.434871020550e+02 
       3.066928088604e-01       7.888525818702e+02 
       3.169885177206e-01       7.374933691129e+02 
       3.276472990208e-01       6.922868491979e+02 
       3.386878492876e-01       6.529179061280e+02 
       3.501311722859e-01       6.161652854053e+02 
       3.620010011687e-01       5.792129416085e+02 
       3.743243108149e-01       5.418053362372e+02 
       3.871319462108e-01       5.058101836166e+02 
       4.004594018160e-01       4.731401857030e+02 
       4.143477996847e-01       4.434893471794e+02 
       4.288451325055e-01       4.151974367547e+02 
       4.440078645622e-01       3.871916229177e+02 
       4.599030234929e-01       3.602815182091e+02 
       4.766109762159e-01       3.352607373203e+02 
       4.942291761703e-01       3.118033181976e+02 
       5.128773180631e-01       2.891761862876e+02 
       5.327045796763e-01       2.673298374768e+02 
       5.539000399235e-01       2.466122102369e+02 
       5.767080757315e-01       2.268847186244e+02 
       6.014518313615e-01       2.077345782828e+02 
       6.285702942175e-01       1.893024353266e+02 
       6.586793584110e-01       1.714425167851e+02 
       6.926774420975e-01       1.539586636273e+02 
       7.319390230036e-01       1.367491986598e+02 
       7.786941340407e-01       1.195722361468e+02 
       8.368321031951e-01       1.021578648682e+02 
       9.137403670789e-01       8.413259381288e+01 
       1.024644533662e+00       6.513712177553e+01 
