#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407490037561e-06       7.009139072540e-01      -1.231795758103e+00       2.151824934592e-03       3.269277495640e-09       8.173193739101e-09       6.985117941134e-16       1.634638747820e-09      -9.238468185776e-01       2.151824934592e-03       6.148437040707e-01       6.923027129625e-01      -1.231795758103e+00       2.151353606491e-03       2.013219906500e-04      -9.238468185776e-01       2.152779772035e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       5.003148367396e-11       2.152779772035e-03 
       2.111693257472e-06       1.050913907253e+00      -1.234578021897e+00       3.224405800845e-03       1.100613303282e-08       2.751533258206e-08       5.293314811834e-15       5.503066516411e-09      -9.259335164231e-01       3.224405800965e-03       6.146464357258e-01       6.919207905973e-01      -1.234577575389e+00       3.222816580563e-03       4.520828229230e-04      -9.259341942581e-01       3.227620844709e-03       2.660584164243e-14       2.693088780914e-14       1.942235107151e-13       2.530374988590e-10       3.226606869406e-03 
       3.168568605455e-06       1.575344944653e+00      -1.239759091787e+00       4.825169141035e-03       3.680435420096e-08       9.201088550239e-08       3.985260647229e-14       1.840217710048e-08      -9.298193188406e-01       4.825169142219e-03       6.143306164191e-01       6.913292202051e-01      -1.239756390788e+00       4.819815481202e-03       1.014188114047e-03      -9.298234136842e-01       4.835980609601e-03       3.961258563353e-13       4.009653647367e-13       1.555350318565e-12       1.279034248932e-09       4.831504586441e-03 
       4.755160030446e-06       2.360716592350e+00      -1.250557046566e+00       7.203487842044e-03       1.240812324515e-07       3.102030811288e-07       3.025991282029e-13       6.204061622576e-08      -9.379177849281e-01       7.203487851606e-03       6.136853213146e-01       6.902047964532e-01      -1.250542982511e+00       7.185480503867e-03       2.269835502642e-03      -9.379390665754e-01       7.239772228420e-03       4.620583561371e-12       4.677033690169e-12       1.177670069343e-11       6.456996305337e-09       7.224287470401e-03 
       7.137905979364e-06       3.535923113228e+00      -1.273697456439e+00       1.070222906833e-02       4.172063012584e-07       1.043015753146e-06       2.292576333229e-12       2.086031506292e-07      -9.552730923722e-01       1.070222914184e-02       6.122889827580e-01       6.879295839423e-01      -1.273626313148e+00       1.064186034385e-02       5.055483587571e-03      -9.553805112515e-01       1.082360376799e-02       5.223462024218e-11       5.287277617219e-11       8.855824989692e-11       3.252874015335e-08       1.077166127843e-02 
       1.071839867662e-05       5.292376880578e+00      -1.323583216789e+00       1.573815687641e-02       1.376992804158e-06       3.442482010396e-06       1.706171895122e-11       6.884964020792e-07      -9.926874130805e-01       1.573815743153e-02       6.092384372030e-01       6.832115353871e-01      -1.323227263441e+00       1.553720652088e-02       1.114706439848e-02      -9.932240222697e-01       1.614191494651e-02       5.848879500330e-10       5.920336100023e-10       6.613817789786e-10       1.632492079666e-07       1.596921089550e-02 
       1.610328524237e-05       7.912950629148e+00      -1.430358204451e+00       2.263303744520e-02       4.490552525880e-06       1.122638131470e-05       1.255914433735e-10       2.245276262940e-06      -1.072768658801e+00       2.263304158146e-02       6.025985042159e-01       6.733395284852e-01      -1.428600275555e+00       2.197431730658e-02       2.405848309833e-02      -1.075422966239e+00       2.396317847334e-02       6.472560423381e-09       6.551637814836e-09       4.879957738043e-09       8.134609524547e-07       2.339507560108e-02 
       2.421181447594e-05       1.181270758688e+01      -1.653017016817e+00       3.095439894861e-02       1.373591553144e-05       3.433978882861e-05       8.684475329304e-10       6.867957765722e-06      -1.239762822510e+00       3.095442915755e-02       5.883312646570e-01       6.527933474364e-01      -1.644549605687e+00       2.886633115861e-02       4.954944183273e-02      -1.252691542137e+00       3.526021237878e-02       7.017096047903e-08       7.102832673860e-08       3.519959631966e-08       3.999799454306e-06       3.342664895052e-02 
       3.477447063624e-05       1.681270758688e+01      -2.024378438686e+00       3.707898571881e-02       3.403688904543e-05       8.509222261357e-05       4.439174462360e-09       1.701844452271e-05      -1.518284314715e+00       3.707915598357e-02       5.630683584765e-01       6.174405711128e-01      -1.991717509005e+00       3.161770495988e-02       8.619196759764e-02      -1.569684637951e+00       4.894437661094e-02       5.616236447957e-07       5.684877352066e-07       1.954646547497e-07       1.607827501957e-05       4.391653771635e-02 
       4.552418903715e-05       2.181270758688e+01      -2.449168128592e+00       3.700897158055e-02       5.841909680449e-05       1.460477420112e-04       1.305781687617e-08       2.920954840224e-05      -1.836878325579e+00       3.700956460251e-02       5.310827841380e-01       5.738977790226e-01      -2.364444454006e+00       2.665118993051e-02       1.162916789921e-01      -1.976926021647e+00       6.149272492561e-02       2.546541874631e-06       2.577687988738e-06       6.715634688390e-07       4.438525849907e-05       5.118035626733e-02 
       5.646101945105e-05       2.681270758688e+01      -2.874845344225e+00       3.022717661356e-02       7.385360427262e-05       1.846340106815e-04       2.539220556266e-08       3.692680213631e-05      -2.156141307697e+00       3.022872379058e-02       4.937165648060e-01       5.244447644743e-01      -2.702636500664e+00       1.434295478862e-02       1.283622065831e-01      -2.461361234847e+00       7.270016208821e-02       8.248460408779e-06       8.349492270105e-06       1.731580598135e-06       9.860138295401e-05       5.493361204523e-02 
       6.758504299360e-05       3.181270758688e+01      -3.247605108728e+00       1.693985425512e-02       5.973270998476e-05       1.493317749619e-04       2.942691309558e-08       2.986635499238e-05      -2.435722889646e+00       1.694316844719e-02       4.524099122110e-01       4.714187640076e-01      -2.952938734154e+00      -3.629841460722e-03       1.137917163869e-01      -3.008880772060e+00       8.241925068828e-02       2.133922339043e-05       2.160127084495e-05       3.676477160428e-06       1.906251538323e-04       5.523124528455e-02 
