# Matter power spectrum P(k) at redshift z=0.0625
# for k=1.2156e-05 to 1.06278 h/Mpc,
# number of wavenumbers equal to 112
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.215603186946e-05       3.025109705395e+01 
       1.530353742704e-05       3.779118923585e+01 
       1.926601215724e-05       4.721061470237e+01 
       2.425447228869e-05       5.897775311663e+01 
       3.053457151389e-05       7.367768198682e+01 
       3.844074801708e-05       9.204121815042e+01 
       4.839403452707e-05       1.149811532470e+02 
       6.092447984538e-05       1.436374327429e+02 
       7.669937587769e-05       1.794334219156e+02 
       9.655879336117e-05       2.241458537724e+02 
       1.215603186946e-04       2.799915398284e+02 
       1.530353742704e-04       3.497343831506e+02 
       1.926601215724e-04       4.368165295112e+02 
       2.425447228869e-04       5.455173702740e+02 
       3.053457151389e-04       6.811431355397e+02 
       3.844074801708e-04       8.502473843959e+02 
       4.839403452707e-04       1.060878249809e+03 
       6.092447984538e-04       1.322841864534e+03 
       7.669937587769e-04       1.647963595500e+03 
       9.655879336117e-04       2.050315917809e+03 
       1.215603186946e-03       2.546342716490e+03 
       1.530353742704e-03       3.154720973543e+03 
       1.926601215724e-03       3.895745374796e+03 
       2.425447228869e-03       4.789517585949e+03 
       3.053457151389e-03       5.854407146337e+03 
       3.844074801708e-03       7.103185020816e+03 
       4.839403452707e-03       8.536773926850e+03 
       6.092447984538e-03       1.013674881272e+04 
       7.669937587769e-03       1.185576932863e+04 
       9.655879336117e-03       1.360631612488e+04 
       1.215603186946e-02       1.524886077640e+04 
       1.530353742704e-02       1.658405215273e+04 
       1.926601215720e-02       1.735881523827e+04 
       2.425447204129e-02       1.730947576866e+04 
       3.053439470515e-02       1.627499936799e+04 
       3.841750157807e-02       1.438752409536e+04 
       4.765556473621e-02       1.230349546239e+04 
       5.534634204954e-02       1.098653408065e+04 
       6.094223548212e-02       1.025411866481e+04 
       6.557251524029e-02       9.745141531351e+03 
       6.971410865928e-02       9.332167804170e+03 
       7.358086813053e-02       8.961342373561e+03 
       7.728649746109e-02       8.605525361789e+03 
       8.089939579212e-02       8.250271738646e+03 
       8.446460183694e-02       7.888734465597e+03 
       8.801391878889e-02       7.519499969107e+03 
       9.157111214976e-02       7.145058038904e+03 
       9.515480448889e-02       6.770556261756e+03 
       9.878019374015e-02       6.402773075684e+03 
       1.024601266434e-01       6.049105967751e+03 
       1.062057978643e-01       5.716515515244e+03 
       1.100272212239e-01       5.410654575386e+03 
       1.139335564659e-01       5.135260290564e+03 
       1.179333412001e-01       4.891743091248e+03 
       1.220346586732e-01       4.678935838268e+03 
       1.262452609307e-01       4.493045999455e+03 
       1.305726602220e-01       4.327947564571e+03 
       1.350241973352e-01       4.175867453888e+03 
       1.396070928900e-01       4.028341499999e+03 
       1.443284858929e-01       3.877370237322e+03 
       1.491954627260e-01       3.716750680092e+03 
       1.542150789847e-01       3.543369047380e+03 
       1.593943760796e-01       3.358077052677e+03 
       1.647403941814e-01       3.165726836895e+03 
       1.702601828731e-01       2.974117494251e+03 
       1.757469244288e-01       2.798519004660e+03 
       1.759608107250e-01       2.792059480836e+03 
       1.818493749238e-01       2.627169048643e+03 
       1.879330120250e-01       2.483970493514e+03 
       1.942189108676e-01       2.362702656884e+03 
       2.007143286618e-01       2.259158732421e+03 
       2.074266112515e-01       2.165753902285e+03 
       2.143632185385e-01       2.073739402144e+03 
       2.215317560533e-01       1.976310053543e+03 
       2.289400136600e-01       1.870351756119e+03 
       2.365960123998e-01       1.758125952235e+03 
       2.445080605144e-01       1.646401929642e+03 
       2.526848197612e-01       1.542945263114e+03 
       2.611353832439e-01       1.452451588699e+03 
       2.698693661566e-01       1.374642413433e+03 
       2.788970110933e-01       1.305442126398e+03 
       2.882293099275e-01       1.239254716953e+03 
       2.978781447596e-01       1.171390120550e+03 
       3.078564510821e-01       1.100814020276e+03 
       3.181784071953e-01       1.030691633808e+03 
       3.288596550603e-01       9.653973433432e+02 
       3.399175593163e-01       9.074025288146e+02 
       3.513715132176e-01       8.557552082971e+02 
       3.632433029550e-01       8.068001700564e+02 
       3.755575454649e-01       7.578965405741e+02 
       3.883422197592e-01       7.093100384809e+02 
       4.016293185840e-01       6.630631109988e+02 
       4.154556566365e-01       6.208382616881e+02 
       4.298638848666e-01       5.819069521918e+02 
       4.449037794599e-01       5.445449242484e+02 
       4.606339019192e-01       5.079396651872e+02 
       4.771237679982e-01       4.730724198912e+02 
       4.944567259381e-01       4.404930177628e+02 
       5.127338416669e-01       4.096930261126e+02 
       5.320792430865e-01       3.800356614129e+02 
       5.526476277916e-01       3.515600526514e+02 
       5.746350630630e-01       3.244980982713e+02 
       5.982949461968e-01       2.986246035198e+02 
       6.239623308994e-01       2.735748506539e+02 
       6.520923537852e-01       2.494518181281e+02 
       6.833235162029e-01       2.260285291622e+02 
       7.185871254778e-01       2.031073679053e+02 
       7.593078096592e-01       1.805073097846e+02 
       8.077966349816e-01       1.579358610113e+02 
       8.680835481273e-01       1.350322823035e+02 
       9.478215678771e-01       1.113073323365e+02 
       1.062781506049e+00       8.627634946738e+01 
