#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407459243911e-06       7.009062497942e-01      -1.231786908200e+00       2.151809238124e-03       4.614712216504e-09       1.153678054126e-08       1.391773570358e-15       2.307356108252e-09      -9.238401811503e-01       2.151809238124e-03       6.148428901844e-01       6.923049205996e-01      -1.231786908200e+00       2.151338196025e-03       2.013181197790e-04      -9.238401811503e-01       2.152764322046e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.519113130233e-10       2.152764322046e-03 
       2.111643228088e-06       1.050906249782e+00      -1.234563734086e+00       3.224396233289e-03       1.551832138058e-08       3.879580345146e-08       1.053508724743e-14       7.759160690292e-09      -9.259228005644e-01       3.224396233410e-03       6.146455145104e-01       6.919243562083e-01      -1.234563287923e+00       3.222808422521e-03       4.520778198582e-04      -9.259234786392e-01       3.227612617780e-03       2.768520510257e-13       1.239384318415e-13       2.021035889018e-12       7.683049117693e-10       3.226598634904e-03 
       3.168484962959e-06       1.575342035454e+00      -1.239737593874e+00       4.825186239748e-03       5.194992683416e-08       1.298748170854e-07       7.940366489924e-14       2.597496341708e-08      -9.298031954055e-01       4.825186240930e-03       6.143293269594e-01       6.913345953574e-01      -1.239734895757e+00       4.819839552138e-03       1.014189229720e-03      -9.298072924301e-01       4.836004770587e-03       4.122084592443e-12       1.845334716060e-12       1.618498615740e-11       3.883608871912e-09       4.831528606888e-03 
       4.755015359423e-06       2.360731398840e+00      -1.250525479622e+00       7.203570028078e-03       1.751397082414e-07       4.378492706034e-07       6.028937434647e-13       8.756985412069e-08      -9.378941097199e-01       7.203570037632e-03       6.136833717281e-01       6.902127377928e-01      -1.250511437174e+00       7.185597295318e-03       2.269879424608e-03      -9.379154088118e-01       7.239890934016e-03       4.808412281506e-11       2.152583231012e-11       1.225535507815e-10       1.960607194938e-08       7.224405060255e-03 
       7.137646282464e-06       3.535988014009e+00      -1.273652538714e+00       1.070240292184e-02       5.888647463791e-07       1.472161865948e-06       4.567493163694e-12       2.944323731895e-07      -9.552394040784e-01       1.070240299534e-02       6.122858818586e-01       6.879410673259e-01      -1.273581555654e+00       1.064220604573e-02       5.055717710601e-03      -9.553469581036e-01       1.082396388633e-02       5.436198530188e-10       2.433624551998e-10       9.216333505835e-10       9.877276576650e-08       1.077201445108e-02 
       1.071791529047e-05       5.292568706557e+00      -1.323523457279e+00       1.573815232296e-02       1.943418116798e-06       4.858545291995e-06       3.398906316368e-11       9.717090583990e-07      -9.926425934482e-01       1.573815287851e-02       6.092331116239e-01       6.832273780319e-01      -1.323168688381e+00       1.553805240855e-02       1.114801311052e-02      -9.931802304457e-01       1.614284796157e-02       6.087747778418e-09       2.725304245204e-09       6.883679137044e-09       4.957188848612e-07       1.597010513619e-02 
       1.610235983300e-05       7.913444890529e+00      -1.430289386355e+00       2.263060312075e-02       6.336570595421e-06       1.584142648855e-05       2.501414364042e-10       3.168285297711e-06      -1.072717045238e+00       2.263060726587e-02       6.025881247202e-01       6.733588103975e-01      -1.428540149833e+00       2.197605193026e-02       2.406179703241e-02      -1.075379026058e+00       2.396538492987e-02       6.737950076596e-08       3.016383069775e-08       5.079722304894e-08       2.470253719189e-06       2.339708052979e-02 
       2.421003736464e-05       1.181388770224e+01      -1.652948318969e+00       3.093679002202e-02       1.937195929039e-05       4.842989822597e-05       1.728688623894e-09       9.685979645194e-06      -1.239711299331e+00       3.093682035587e-02       5.883074958058e-01       6.528078713628e-01      -1.644543694369e+00       2.886875486316e-02       4.955923340024e-02      -1.252695861184e+00       3.526496645269e-02       7.306361417837e-07       3.270857896595e-07       3.664662764603e-07       1.214708162587e-05       3.343042940439e-02 
       3.476887547917e-05       1.681388770224e+01      -2.024097962669e+00       3.699987191028e-02       4.791850499815e-05       1.197962624954e-04       8.819355647979e-09       2.395925249907e-05      -1.518073960238e+00       3.700004323705e-02       5.630200638037e-01       6.174355162100e-01      -1.991798495378e+00       3.161746573139e-02       8.620238750758e-02      -1.569772244828e+00       4.894925668178e-02       5.846516813443e-06       2.617368524468e-06       2.034588412398e-06       4.881910062812e-05       4.391888821986e-02 
       4.551464206117e-05       2.181388770224e+01      -2.448133381300e+00       3.679455488887e-02       8.194120799981e-05       2.048530199995e-04       2.584383337870e-08       4.097060399990e-05      -1.836102280697e+00       3.679515283872e-02       5.309952961405e-01       5.738490199411e-01      -2.364681788610e+00       2.664527929328e-02       1.162967870321e-01      -1.977165796174e+00       6.149579220787e-02       2.650516242654e-05       1.186630957672e-05       6.988943973507e-06       1.347629840367e-04       5.117859446629e-02 
       5.644911027949e-05       2.681388770224e+01      -2.871929535299e+00       2.977709095457e-02       1.026711336551e-04       2.566778341378e-04       4.980980787989e-08       5.133556682756e-05      -2.153954514578e+00       2.977865405476e-02       4.935742077587e-01       5.243277957367e-01      -2.703077078452e+00       1.432723304570e-02       1.283517024485e-01      -2.461808638728e+00       7.269742690316e-02       8.583671822423e-05       3.843204501066e-05       1.801600266505e-05       2.994288690844e-04       5.492413506536e-02 
       6.757516923397e-05       3.181388770224e+01      -3.240936865233e+00       1.614132017633e-02       8.046426924328e-05       2.011606731082e-04       5.594092745948e-08       4.023213462164e-05      -2.430721904027e+00       1.614467462578e-02       4.522000944217e-01       4.712150212411e-01      -2.953576245187e+00      -3.659890156808e-03       1.137505211999e-01      -3.009547156664e+00       8.240410683634e-02       2.220119852585e-04       9.941662540390e-05       3.823775839545e-05       5.791968267932e-04       5.521069113514e-02 
       7.889714777829e-05       3.681388770224e+01      -3.504614142066e+00      -3.210774308185e-03      -1.795195761886e-05      -4.487989404714e-05      -1.701322821733e-08      -8.975978809428e-06      -2.628503302608e+00      -3.204560404304e-03       4.083597754649e-01       4.167738331978e-01      -3.077742669928e+00      -2.466928233722e-02       6.876510445147e-02      -3.605865506779e+00       9.052511424809e-02       4.881278996198e-04       2.186336615324e-04       7.036633590830e-05       1.020308340700e-03       5.239931428028e-02 
       9.042116573099e-05       4.181388770224e+01      -3.621364314086e+00      -2.676409188272e-02      -2.242894975885e-04      -5.607237439712e-04      -2.791910224011e-07      -1.121447487942e-04      -2.716106578041e+00      -2.675385817867e-02       3.635240178865e-01       3.630628954020e-01      -3.057482701735e+00      -4.558220896329e-02      -4.433362565517e-03      -4.236556055083e+00       9.702883913223e-02       9.481117217743e-04       4.248114182617e-04       1.158927247552e-04       1.683093526982e-03       4.709213891193e-02 
       1.021555129006e-04       4.681388770224e+01      -3.562535830523e+00      -5.254007489924e-02      -5.796654639467e-04      -1.449163659867e-03      -9.209866986394e-07      -2.898327319733e-04      -2.672048584323e+00      -5.252482605829e-02       3.190894365168e-01       3.118398276511e-01      -2.896698803066e+00      -6.337404931865e-02      -9.797597288021e-02      -4.888298953118e+00       1.019401098393e-01       1.668865765631e-03       7.481352282877e-04       1.744308477614e-04       2.645721532224e-03       4.004747843385e-02 
       1.141110559871e-04       5.181388770224e+01      -3.315154215535e+00      -7.828562812343e-02      -1.093147598840e-03      -2.732868997100e-03      -2.167138480222e-06      -5.465737994200e-04      -2.486602324259e+00      -7.826487827752e-02       2.763244676347e-01       2.644975459573e-01      -2.619113815658e+00      -7.563962775232e-02      -1.996651111119e-01      -5.549123785195e+00       1.053352155874e-01       2.709943526099e-03       1.215706070691e-03       2.434139497498e-04       4.005188125220e-03       3.208641396438e-02 
       1.263016729009e-04       5.681388770224e+01      -2.883176310217e+00      -1.016830724716e-01      -1.701757138990e-03      -4.254392847474e-03      -4.133039756249e-06      -8.508785694948e-04      -2.162735778957e+00      -1.016572322491e-01       2.363221721275e-01       2.220348853340e-01      -2.262868291004e+00      -8.098065882188e-02      -2.952240784107e-01      -6.208738194074e+00       1.073348667353e-01       4.112862430645e-03       1.846848715995e-03       3.182646193250e-04       5.873503856780e-03       2.400252407907e-02 
       1.387447132980e-04       6.181388770224e+01      -2.287199662390e+00      -1.205618019532e-01      -2.453148588413e-03      -6.132871471033e-03      -7.190053751802e-06      -1.226574294207e-03      -1.715892041308e+00      -1.205325424791e-01       1.999625715294e-01       1.850594144743e-01      -1.873062407967e+00      -7.918845793087e-02      -3.709618307944e-01      -6.858720317227e+00       1.080954559634e-01       5.892500330932e-03       2.649348483768e-03       3.930502685357e-04       8.368109238024e-03       1.648494104901e-02 
