#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407702184448e-06       7.009666576837e-01      -1.231855647560e+00       2.151929187565e-03       3.771572515603e-09       9.428931289008e-09       9.296003859706e-16       1.885786257802e-09      -9.238917356701e-01       2.151929187565e-03       6.148414352771e-01       6.922877739307e-01      -1.231855647560e+00       2.151457883163e-03       2.013486566067e-04      -9.238917356701e-01       2.152884320979e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       2.404831849259e-10       2.152884320979e-03 
       2.112037925140e-06       1.050966657692e+00      -1.234666424922e+00       3.224435321173e-03       1.269164563543e-08       3.172911408857e-08       7.041636890552e-15       6.345822817713e-09      -9.259998186916e-01       3.224435321293e-03       6.146433062819e-01       6.918987312550e-01      -1.234665978495e+00       3.222846521340e-03       4.521159609934e-04      -9.260004967204e-01       3.227651258365e-03       1.248785121694e-13       1.061043264063e-13       9.115957628852e-13       1.216195476295e-09       3.226637331358e-03 
       3.169144849048e-06       1.575364990345e+00      -1.239889917983e+00       4.824932507434e-03       4.245752457669e-08       1.061438114417e-07       5.303848529533e-14       2.122876228834e-08      -9.299174384874e-01       4.824932508618e-03       6.143261228174e-01       6.912964940343e-01      -1.239887218249e+00       4.819581972547e-03       1.014172669802e-03      -9.299215341379e-01       4.835746457504e-03       1.858893705794e-12       1.579428368479e-12       7.298721531575e-12       6.147060087051e-09       4.831271403293e-03 
       4.756156806480e-06       2.360614615755e+00      -1.250748138435e+00       7.202509728558e-03       1.431357325201e-07       3.578393313002e-07       4.027287720896e-13       7.156786626005e-08      -9.380611038300e-01       7.202509738121e-03       6.136790166896e-01       6.901566032942e-01      -1.250734087390e+00       7.184521466164e-03       2.269502536367e-03      -9.380823866370e-01       7.238799840982e-03       2.167565749869e-11       1.841694791086e-11       5.524804726671e-11       3.102890523910e-08       7.223322772153e-03 
       7.139696127456e-06       3.535475997260e+00      -1.273967081599e+00       1.069939425159e-02       4.812524544879e-07       1.203131136220e-06       3.051298375843e-12       2.406262272440e-07      -9.554753112426e-01       1.069939432513e-02       6.122809463441e-01       6.878599898613e-01      -1.273896053534e+00       1.063913217732e-02       5.053764028160e-03      -9.555827127797e-01       1.082077532449e-02       2.449135509209e-10       2.080933525629e-10       4.152752924021e-10       1.562897294578e-07       1.076888075109e-02 
       1.072173792408e-05       5.291054143397e+00      -1.323931586404e+00       1.573098046113e-02       1.588263130102e-06       3.970657825256e-06       2.270937035740e-11       7.941315650512e-07      -9.929486902913e-01       1.573098101657e-02       6.092311653473e-01       6.831154883339e-01      -1.323576577873e+00       1.553059577662e-02       1.114016251974e-02      -9.934850414610e-01       1.613469812916e-02       2.740310006174e-09       2.328333305758e-09       3.099453537629e-09       7.841680578422e-07       1.596226223521e-02 
       1.610973423965e-05       7.909531457110e+00      -1.430700077243e+00       2.261637886733e-02       5.179005446097e-06       1.294751361524e-05       1.671765596873e-10       2.589502723048e-06      -1.073025063396e+00       2.261638300763e-02       6.026033807417e-01       6.732213009766e-01      -1.428949496464e+00       2.196053219426e-02       2.403435236411e-02      -1.075676859975e+00       2.394609897468e-02       3.029176140338e-08       2.573773307521e-08       2.284812313019e-08       3.906147396730e-06       2.337940008872e-02 
       2.422462924184e-05       1.180445350546e+01      -1.652971681918e+00       3.091913762116e-02       1.583928476442e-05       3.959821191104e-05       1.156117855357e-09       7.919642382208e-06      -1.239728821338e+00       3.091916787740e-02       5.883890425411e-01       6.526946129070e-01      -1.644558527292e+00       2.884492793036e-02       4.947681616587e-02      -1.252636715409e+00       3.522231552298e-02       3.278824098276e-07       2.785899451239e-07       1.645909730125e-07       1.919832580228e-05       3.339568434683e-02 
       3.481792408149e-05       1.680445350546e+01      -2.023759188076e+00       3.702432165340e-02       3.928661440428e-05       9.821653601070e-05       5.923830402582e-09       1.964330720214e-05      -1.517819878381e+00       3.702449276962e-02       5.632232841424e-01       6.174124587055e-01      -1.991332699843e+00       3.160748426449e-02       8.610506022763e-02      -1.569204299208e+00       4.889675896747e-02       2.627548938652e-06       2.232565722496e-06       9.149447627248e-07       7.730574058130e-05       4.388812412433e-02 
       4.560922495422e-05       2.180445350546e+01      -2.447397302101e+00       3.691689240652e-02       6.744758336325e-05       1.686189584081e-04       1.745114962384e-08       3.372379168163e-05      -1.835550219113e+00       3.691749009792e-02       5.314023313431e-01       5.740381537085e-01      -2.363390192872e+00       2.666541730971e-02       1.162182882833e-01      -1.975679680536e+00       6.143659526347e-02       1.192211748406e-05       1.013028969248e-05       3.145302983173e-06       2.137129857309e-04       5.116639262471e-02 
       5.659876150052e-05       2.680445350546e+01      -2.871175947989e+00       3.007561756387e-02       8.515882873302e-05       2.128970718326e-04       3.393093284349e-08       4.257941436651e-05      -2.153389321444e+00       3.007718087587e-02       4.942782758379e-01       5.248599045666e-01      -2.700708803719e+00       1.439975400005e-02       1.283495180093e-01      -2.458997396840e+00       7.264006000261e-02       3.863280267210e-05       3.282878977220e-05       8.112579863157e-06       4.753827057080e-04       5.495193648650e-02 
       6.778690848000e-05       3.180445350546e+01      -3.241144391967e+00       1.670775150567e-02       6.838829836932e-05       1.709707459233e-04       3.908640406060e-08       3.419414918466e-05      -2.430877551122e+00       1.671110791212e-02       4.532963309386e-01       4.722145782054e-01      -2.950066967138e+00      -3.509449983762e-03       1.139084704834e-01      -3.005080547100e+00       8.236324825244e-02       9.996935759024e-05       8.496087377773e-05       1.722674976373e-05       9.201479147522e-04       5.530354926627e-02 
       7.917422791994e-05       3.680445350546e+01      -3.507459810259e+00      -2.286330276316e-03      -9.875666427389e-06      -2.468916606847e-05      -7.699922433887e-09      -4.937833213694e-06      -2.630637574449e+00      -2.280110401539e-03       4.099353551532e-01       4.183446485326e-01      -3.073280518739e+00      -2.441630477662e-02       6.919002064145e-02      -3.599564841613e+00       9.052192818745e-02       2.198874797202e-04       1.869128483112e-04       3.171458225305e-05       1.620809883330e-03       5.258092023321e-02 
       9.076151435546e-05       4.180445350546e+01      -3.629198855974e+00      -2.541200158653e-02      -1.753715932594e-04      -4.384289831484e-04      -1.796863055126e-07      -8.768579662968e-05      -2.721982551802e+00      -2.540175453833e-02       3.656484529676e-01       3.652762380792e-01      -3.052533389631e+00      -4.520792192554e-02      -3.621860130720e-03      -4.228462094081e+00       9.709082355711e-02       4.272457084000e-04       3.632854745993e-04       5.225169574765e-05       2.670852189541e-03       4.737911146898e-02 
       1.025498426940e-04       4.680445350546e+01      -3.578212636222e+00      -5.073097067838e-02      -4.613625928905e-04      -1.153406482226e-03      -6.034824578840e-07      -2.306812964452e-04      -2.683806350493e+00      -5.071569642755e-02       3.218060966951e-01       3.147264704318e-01      -2.891982327278e+00      -6.287025361655e-02      -9.666204569944e-02      -4.878726016714e+00       1.021004480631e-01       7.522496102237e-04       6.399160326956e-04       7.866181948882e-05       4.188943458515e-03       4.044421471513e-02 
       1.145406179433e-04       5.180445350546e+01      -3.341712995216e+00      -7.604775907228e-02      -8.752184010022e-04      -2.188046002505e-03      -1.428196245926e-06      -4.376092005011e-04      -2.506521742560e+00      -7.602696435645e-02       2.796444227227e-01       2.680447032662e-01      -2.615533459517e+00      -7.501225560408e-02      -1.977574217074e-01      -5.538694806068e+00       1.056316859685e-01       1.221750431666e-03       1.039942343184e-03       1.097719623846e-04       6.318718845713e-03       3.258182216421e-02 
       1.267356256745e-04       5.680445350546e+01      -2.923407586563e+00      -9.911387996153e-02      -1.366038730659e-03      -3.415096826647e-03      -2.729070330110e-06      -6.830193653293e-04      -2.192909870542e+00      -9.908796082803e-02       2.402213782915e-01       2.261883992301e-01      -2.261401137528e+00      -8.025135002269e-02      -2.926771661586e-01      -6.198397702520e+00       1.078084291379e-01       1.854334663877e-03       1.579697037049e-03       1.434791777294e-04       9.220853251375e-03       2.456966589209e-02 
       1.391370816550e-04       6.180445350546e+01      -2.343139571760e+00      -1.178309082951e-01      -1.972095401175e-03      -4.930238502938e-03      -4.748944323805e-06      -9.860477005875e-04      -1.757848149259e+00      -1.178015031502e-01       2.043831764791e-01       1.897308930579e-01      -1.874627648319e+00      -7.839365095960e-02      -3.677939477472e-01      -6.849725051252e+00       1.087886917453e-01       2.656303008452e-03       2.265351976350e-03       1.770363902830e-04       1.305618515237e-02       1.708403639139e-02 
       1.517476785833e-04       6.680445350546e+01      -1.635121673933e+00      -1.304346827044e-01      -2.615186959878e-03      -6.537967399695e-03      -7.498905702192e-06      -1.307593479939e-03      -1.226984312645e+00      -1.304048929675e-01       1.727431385377e-01       1.588955092753e-01      -1.499059456642e+00      -7.038503395467e-02      -4.126117689573e-01      -7.486472130675e+00       1.087547181435e-01       3.619543250989e-03       3.091150147468e-03       2.075125975175e-04       1.796123601825e-02       1.064677070737e-02 
       1.645706273105e-04       7.180445350546e+01      -8.449733977592e-01      -1.356449268930e-01      -3.255814001593e-03      -8.139535003983e-03      -1.113754427358e-05      -1.627907000797e-03      -6.345140977421e-01      -1.356191090133e-01       1.456758345916e-01       1.336086348802e-01      -1.170289036769e+00      -5.805490240863e-02      -4.216529163688e-01      -8.104275379854e+00       1.079026934033e-01       4.721962714286e-03       4.039777914105e-03       2.323389717007e-04       2.402020600523e-02       5.596253571122e-03 
       1.776096893790e-04       7.680445350546e+01      -2.587214820183e-02      -1.327668794955e-01      -3.888384749409e-03      -9.720961873522e-03      -1.614367204304e-05      -1.944192374704e-03      -2.029579114580e-02      -1.327509555594e-01       1.233207742577e-01       1.135636911090e-01      -9.107907914882e-01      -4.371403074988e-02      -3.953382054052e-01      -8.700464973817e+00       1.064327305768e-01       5.930631704804e-03       5.085004415465e-03       2.498274526681e-04       3.123960090867e-02       2.082512497742e-03 
       1.908691971898e-04       8.180445350546e+01       7.658422188050e-01      -1.217517537591e-01      -4.188500730661e-03      -1.047125182665e-02      -2.028975436908e-05      -2.094250365330e-03       5.734527325218e-01      -1.217541309798e-01       1.055860995762e-01       9.828893534349e-02      -7.279694088724e-01      -2.969420904036e-02      -3.397099822824e-01      -9.273856229884e+00       1.045389589127e-01       7.207211629235e-03       6.196240687280e-03       2.595485492722e-04       3.953216764614e-02       8.270983809892e-05 
       1.938833598966e-04       8.292941736142e+01       9.345013277537e-01      -1.182009550148e-01      -4.202624458958e-03      -1.050656114739e-02      -2.101312229479e-05      -2.101312229479e-03       6.999526285061e-01      -1.182085337618e-01       1.022091092210e-01       9.545218719254e-02      -6.969676407191e-01      -2.679359971045e-02      -3.241494755965e-01      -9.399708120398e+00       1.040732337030e-01       7.499895178265e-03       6.452266134287e-03       2.607379547482e-04       4.152895708713e-02      -1.730585992278e-04 
       1.938833598966e-04       8.292941736142e+01       9.345013277537e-01      -1.182009550148e-01      -4.202624458958e-03      -1.050656114739e-02      -2.101312229479e-05      -2.101312229479e-03       6.999526285061e-01      -1.182085337618e-01       1.022091058760e-01       9.545218719254e-02      -6.969676407191e-01      -2.679359971045e-02      -3.241494755965e-01      -9.399708120398e+00       1.040732337030e-01       7.499895178265e-03       6.452266134287e-03       2.607379547482e-04       4.152895708713e-02      -1.730585992278e-04 
