#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407534885897e-06       7.009250594802e-01      -1.231808553936e+00       2.151847396664e-03       2.790041145214e-09       6.975102863036e-09       5.087269197095e-16       1.395020572607e-09      -9.238564154523e-01       2.151847396664e-03       6.148436787870e-01       6.922995210511e-01      -1.231808553936e+00       2.151375887201e-03       2.013276281773e-04      -9.238564154523e-01       2.152802110306e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.685333370792e-10       2.152802110306e-03 
       2.111766121317e-06       1.050925059486e+00      -1.234597333186e+00       3.224414610065e-03       9.390058816677e-09       2.347514704169e-08       3.854035628272e-15       4.695029408339e-09      -9.259479998895e-01       3.224414610186e-03       6.146463354759e-01       6.919159716967e-01      -1.234596886465e+00       3.222824534666e-03       4.520899157538e-04      -9.259486775933e-01       3.227628898901e-03       9.117652269779e-15       1.580295384239e-13       6.655882765183e-14       8.523581712303e-10       3.226614933249e-03 
       3.168690426972e-06       1.575349181422e+00      -1.239787795646e+00       4.825127939619e-03       3.140933679505e-08       7.852334198763e-08       2.902512949254e-14       1.570466839753e-08      -9.298408467349e-01       4.825127940803e-03       6.143304651318e-01       6.913220411775e-01      -1.239785092948e+00       4.819770178256e-03       1.014185323956e-03      -9.298449402745e-01       4.835935172049e-03       1.357439011286e-13       2.352748870003e-12       5.329847342705e-13       4.308366554916e-09       4.831459354020e-03 
       4.755370762101e-06       2.360695024598e+00      -1.250599050987e+00       7.203314199364e-03       1.058929271698e-07       2.647323179245e-07       2.203898026545e-13       5.294646358489e-08      -9.379492882437e-01       7.203314208927e-03       6.136851675536e-01       6.901942125481e-01      -1.250584974620e+00       7.185286942870e-03       2.269766923106e-03      -9.379705588432e-01       7.239575854497e-03       1.583263222316e-12       2.744153333934e-11       4.035373314442e-12       2.174957522118e-08       7.224092721819e-03 
       7.138284461820e-06       3.535828546690e+00      -1.273756958374e+00       1.070177007780e-02       3.560538026539e-07       8.901345066349e-07       1.669779426294e-12       1.780269013270e-07      -9.553177188238e-01       1.070177015131e-02       6.122890328389e-01       6.879142820560e-01      -1.273685726105e+00       1.064130395372e-02       5.055126274152e-03      -9.554250490601e-01       1.082302622841e-02       1.789649725174e-11       3.101867963719e-10       3.034239162996e-11       1.095651503093e-07       1.077109386898e-02 
       1.071910472018e-05       5.292097080231e+00      -1.323661276926e+00       1.573728073199e-02       1.175190312396e-06       2.937975780991e-06       1.242742086279e-11       5.875951561981e-07      -9.927459581825e-01       1.573728128671e-02       6.092394748889e-01       6.831903642458e-01      -1.323304677834e+00       1.553585358041e-02       1.114562570923e-02      -9.932818788767e-01       1.614043413560e-02       2.003610262359e-10       3.472710731686e-09       2.265767598665e-10       5.498379448602e-07       1.596778676080e-02 
       1.610464870905e-05       7.912227255251e+00      -1.430442040515e+00       2.263253899753e-02       3.832804810017e-06       9.582012025043e-06       9.149028718323e-11       1.916402405009e-06      -1.072831535842e+00       2.263254312747e-02       6.026032357199e-01       6.733132841348e-01      -1.428679432682e+00       2.197149881561e-02       2.405344698124e-02      -1.075480639182e+00       2.395966503845e-02       2.216747875692e-09       3.842130628814e-08       1.671461087639e-09       2.739626202826e-06       2.339185868661e-02 
       2.421452173951e-05       1.181096127346e+01      -1.653060859382e+00       3.096117068315e-02       1.172765039614e-05       2.931912599034e-05       6.328759298871e-10       5.863825198068e-06      -1.239795704285e+00       3.096120080989e-02       5.883483811588e-01       6.527706243759e-01      -1.644559917978e+00       2.886199987548e-02       4.953429103498e-02      -1.252686281744e+00       3.525240598374e-02       2.402457165817e-08       4.164029495199e-07       1.205323801359e-08       1.346978313887e-05       3.342030415199e-02 
       3.478362725347e-05       1.681096127346e+01      -2.024515547210e+00       3.712191364484e-02       2.909599346844e-05       7.273998367110e-05       3.239952949693e-09       1.454799673422e-05      -1.518387144564e+00       3.712208329537e-02       5.631056468480e-01       6.174311724417e-01      -1.991652644317e+00       3.161582025294e-02       8.617410881413e-02      -1.569595686874e+00       4.893468421632e-02       1.923403692298e-07       3.333785881754e-06       6.694992719561e-08       5.416836567683e-05       4.391086885501e-02 
       4.554203726080e-05       2.181096127346e+01      -2.449704275010e+00       3.713152660520e-02       5.005736936191e-05       1.251434234048e-04       9.555396377051e-09       2.502868468095e-05      -1.837280426629e+00       3.713211696653e-02       5.311499670735e-01       5.739192787714e-01      -2.364258341579e+00       2.665425610891e-02       1.162769090673e-01      -1.976691494396e+00       6.148134144939e-02       8.722971376583e-07       1.512007933526e-05       2.300721853483e-07       1.496021383176e-04       5.117775281099e-02 
       5.648975349876e-05       2.681096127346e+01      -2.876438746471e+00       3.048807241885e-02       6.362640618519e-05       1.590660154630e-04       1.868669636369e-08       3.181320309259e-05      -2.157336325551e+00       3.048961146349e-02       4.938215306775e-01       5.245125863881e-01      -2.702310373071e+00       1.435397763200e-02       1.283596971807e-01      -2.460927958417e+00       7.268778620011e-02       2.826006324154e-06       4.899002413092e-05       5.933777197536e-07       3.325254110517e-04       5.493751067029e-02 
       6.762677879855e-05       3.181096127346e+01      -3.251356770557e+00       1.740462461041e-02       5.239869180280e-05       1.309967295070e-04       2.205533321709e-08       2.619934590140e-05      -2.438536536298e+00       1.740791944540e-02       4.525562581507e-01       4.715426856364e-01      -2.952496086239e+00      -3.608113514257e-03       1.138136059837e-01      -3.008217036901e+00       8.240696496128e-02       7.312789475168e-06       1.267935063334e-04       1.260299177221e-06       6.433504314549e-04       5.524563384005e-02 
       7.895311740127e-05       3.681096127346e+01      -3.525160712682e+00      -1.232458420380e-03      -3.163352940963e-06      -7.908382352408e-06      -1.814855243746e-09      -1.581676470482e-06      -2.643912491077e+00      -1.226367087368e-03       4.088265707109e-01       4.172514727264e-01      -3.076506451700e+00      -2.458737731763e-02       6.891534931428e-02      -3.604152942244e+00       9.055131333794e-02       1.608850701020e-05       2.790348355008e-04       2.321609854012e-06       1.133260512148e-03       5.246095837181e-02 
       9.046877529752e-05       4.181096127346e+01      -3.657286764578e+00      -2.396559530988e-02      -1.216835768040e-04      -3.042089420099e-04      -9.166112144433e-08      -6.084178840198e-05      -2.743046842137e+00      -2.395557752787e-02       3.640823173799e-01       3.636685319748e-01      -3.056383503208e+00      -4.546990851009e-02      -4.165341687364e-03      -4.234677038006e+00       9.709217761089e-02       3.127613035620e-05       5.426896541147e-04       3.829219256530e-06       1.868691472102e-03       4.718046029083e-02 
       1.021737605882e-04       4.681096127346e+01      -3.619609260840e+00      -4.891574265554e-02      -3.272831424286e-04      -8.182078560716e-04      -3.144547662604e-07      -1.636415712143e-04      -2.714850722300e+00      -4.890082402398e-02       3.196942560838e-01       3.125178705951e-01      -2.896142808792e+00      -6.323838663845e-02      -9.757039078400e-02      -4.886645618782e+00       1.020567925289e-01       5.511502135113e-05       9.569569169715e-04       5.775032162367e-06       2.935308276809e-03       4.015458204044e-02 
       1.140680838621e-04       5.181096127346e+01      -3.398895514929e+00      -7.396380958141e-02      -6.257180014826e-04      -1.564295003706e-03      -7.493123501399e-07      -3.128590007413e-04      -2.549403436781e+00      -7.394349495781e-02       2.769026844858e-01       2.651586524685e-01      -2.619566070046e+00      -7.549658977598e-02      -1.991241603169e-01      -5.548274856601e+00       1.055230109462e-01       8.963061335802e-05       1.557668154943e-03       8.081126200779e-06       4.439130093259e-03       3.219476945646e-02 
       1.261517585845e-04       5.681096127346e+01      -2.997855724563e+00      -9.694596235760e-02      -9.809036783187e-04      -2.452259195797e-03      -1.436716893122e-06      -4.904518391594e-04      -2.248738164688e+00      -9.692059400198e-02       2.367738357636e-01       2.225607186081e-01      -2.264772171075e+00      -8.085545804299e-02      -2.945827122641e-01      -6.209450032817e+00       1.076120949133e-01       1.362917678134e-04       2.371507286866e-03       1.060499382990e-05       6.502787976498e-03       2.408478397642e-02 
       1.384248014864e-04       6.181096127346e+01      -2.434766123253e+00      -1.158450377771e-01      -1.421774761693e-03      -3.554436904233e-03      -2.507557107326e-06      -7.108873808465e-04      -1.826557575950e+00      -1.158161235725e-01       2.001664362511e-01       1.853121363047e-01      -1.876744071731e+00      -7.911404471147e-02      -3.702955510341e-01      -6.861898651752e+00       1.084799867138e-01       1.957332577611e-04       3.411359215164e-03       1.316007340100e-05       9.256025342722e-03       1.650574051593e-02 
       1.508872329430e-04       6.681096127346e+01      -1.741769124987e+00      -1.289617964854e-01      -1.893876209082e-03      -4.734690522705e-03      -3.973526585935e-06      -9.469381045410e-04      -1.306957561002e+00      -1.289322098580e-01       1.677104234115e-01       1.536531764210e-01      -1.499307038838e+00      -7.121130331265e-02      -4.157354702078e-01      -7.499237865789e+00       1.083075698830e-01       2.676126530295e-04       4.673959405896e-03       1.554812588648e-05       1.282120052873e-02       9.982055147457e-03 
       1.635390773219e-04       7.181096127346e+01      -9.620621826861e-01      -1.350521831198e-01      -2.373325051698e-03      -5.933312629244e-03      -5.938836527370e-06      -1.186662525849e-03      -7.223187486611e-01      -1.350259324523e-01       1.398002802219e-01       1.275292500618e-01      -1.168068006726e+00      -5.897045593694e-02      -4.253885933877e-01      -8.116915019805e+00       1.072905156836e-01       3.506458794956e-04       6.140591659695e-03       1.759709187315e-05       1.729626868254e-02       4.852082380741e-03 
       1.763803632805e-04       7.681096127346e+01      -1.462744355587e-01      -1.334195601308e-01      -2.856129524329e-03      -7.140323810822e-03      -8.662588463013e-06      -1.428064762164e-03      -1.105902156784e-01      -1.334021343729e-01       1.165982715164e-01       1.066546632775e-01      -9.055458545039e-01      -4.469727419389e-02      -3.996382693224e-01      -8.712065336226e+00       1.056293526214e-01       4.428295050557e-04       7.780976782733e-03       1.919658865996e-05       2.273900241206e-02       1.263684885484e-03 
       1.894111239812e-04       8.181096127346e+01       6.516442322058e-01      -1.239664859058e-01      -3.109183076630e-03      -7.772957691575e-03      -1.098578117712e-05      -1.554591538315e-03       4.878004088037e-01      -1.239658470676e-01       9.804168403409e-02       9.057982216223e-02      -7.192138277991e-01      -3.071978198300e-02      -3.444916177665e-01      -9.283310179678e+00       1.035197624461e-01       5.418186242500e-04       9.559851227967e-03       2.032351799119e-05       2.915655016660e-02      -8.088107972837e-04 
       2.026313971890e-04       8.681096127346e+01       1.378695780019e+00      -1.071915957946e-01      -3.091549488903e-03      -7.728873722257e-03      -1.250983363717e-05      -1.545774744451e-03       1.033143169837e+00      -1.072150217810e-01       8.389372200535e-02       7.875332587621e-02      -6.025663782243e-01      -1.896220086922e-02      -2.702386742720e-01      -9.830525365461e+00       1.011445577888e-01       6.453959167541e-04       1.144519747057e-02       2.105224216349e-05       3.650397464226e-02      -1.530692116360e-03 
       2.160412252030e-04       9.181096127346e+01       1.986851943586e+00      -8.413282368083e-02      -2.826301327159e-03      -7.065753317896e-03      -1.300075836566e-05      -1.413150663579e-03       1.489450927842e+00      -8.418656300952e-02       7.376523544456e-02       7.057584888570e-02      -5.387128559609e-01      -1.063475302767e-02      -1.893488150047e-01      -1.035459915363e+01       9.866742599572e-02       7.519472846220e-04       1.341677133345e-02       2.154694140212e-05       4.469379918906e-02      -1.163006622229e-03 
       2.252403194676e-04       9.520073412876e+01       2.311003957808e+00      -6.566655267842e-02      -2.361599547570e-03      -5.903998868926e-03      -1.180799773785e-05      -1.180799773785e-03       1.732785881811e+00      -6.574343165587e-02       6.893435675674e-02       6.679980306537e-02      -5.142666596493e-01      -7.155422482018e-03      -1.370259865923e-01      -1.069755434597e+01       9.700207797021e-02       8.255137423554e-04       1.480096773442e-02       2.186422075108e-05       5.066963563231e-02      -4.510227626230e-04 
       2.252403194676e-04       9.520073412876e+01       2.311003957808e+00      -6.566655267842e-02      -2.361599547570e-03      -5.903998868926e-03      -1.180799773785e-05      -1.180799773785e-03       1.732785881811e+00      -6.574343165587e-02       6.893522850498e-02       6.679980306537e-02      -5.142666596493e-01      -7.155422482018e-03      -1.370259865923e-01      -1.069755434597e+01       9.700207797021e-02       8.255137423554e-04       1.480096773442e-02       2.186422075108e-05       5.066963563231e-02      -4.510227626230e-04 
       2.253766606778e-04       9.525073412876e+01       2.315187566101e+00      -6.538032813428e-02      -2.352275375197e-03      -5.901714290447e-03      -1.181031644074e-05      -1.180358791819e-03       1.735927444727e+00      -6.545766681983e-02       6.887515898286e-02       6.675364736420e-02      -5.139755401835e-01      -7.116905818807e-03      -1.362910418100e-01      -1.070254231095e+01       9.697783889472e-02       8.266070799241e-04       1.482169712567e-02       2.186928486062e-05       5.076012441369e-02      -4.383464637214e-04 
       2.255131859950e-04       9.530079467869e+01       2.319358170820e+00      -6.509341380195e-02      -2.343996046555e-03      -5.895889910236e-03      -1.181392899390e-05      -1.179203606779e-03       1.739059278858e+00      -6.517110915486e-02       6.881536671873e-02       6.670770016879e-02      -5.136855709535e-01      -7.078703965470e-03      -1.355565105881e-01      -1.070753430929e+01       9.695358253718e-02       8.277019956215e-04       1.484246125935e-02       2.187437244125e-05       5.085078853475e-02      -4.255989981108e-04 
       2.256498958114e-04       9.535091589702e+01       2.323515690119e+00      -6.480579385574e-02      -2.336297983482e-03      -5.887521762436e-03      -1.181600257040e-05      -1.177535880119e-03       1.742181321375e+00      -6.488384259221e-02       6.875583695984e-02       6.666196173752e-02      -5.133967349467e-01      -7.040817504599e-03      -1.348224052503e-01      -1.071253034790e+01       9.692930900604e-02       8.287984938387e-04       1.486326024800e-02       2.187948383438e-05       5.094162834946e-02      -4.127804392995e-04 
       2.257867905202e-04       9.540109790252e+01       2.327660041575e+00      -6.451746741068e-02      -2.328904736551e-03      -5.877263228270e-03      -1.181543472533e-05      -1.175487774918e-03       1.745293510489e+00      -6.459587008987e-02       6.869656109313e-02       6.661643233567e-02      -5.131090150227e-01      -7.003247017764e-03      -1.340887381625e-01      -1.071753043369e+01       9.690501840432e-02       8.298965789973e-04       1.488409420488e-02       2.188461938364e-05       5.103264421122e-02      -3.998908679677e-04 
       2.259238705160e-04       9.545134081432e+01       2.331791142471e+00      -6.422843425904e-02      -2.321652749501e-03      -5.865552932572e-03      -1.181196567119e-05      -1.173147917418e-03       1.748395784247e+00      -6.430719156084e-02       6.863753420423e-02       6.657111223250e-02      -5.128223939244e-01      -6.965993083059e-03      -1.333555217334e-01      -1.072253457360e+01       9.688071083209e-02       8.309962555496e-04       1.490496324401e-02       2.188977943488e-05       5.112383647348e-02      -3.869303695709e-04 
       2.260611361944e-04       9.550164475184e+01       2.335908909807e+00      -6.393869427764e-02      -2.314446373997e-03      -5.852693304354e-03      -1.180571617147e-05      -1.170577340187e-03       1.751488080486e+00      -6.401780687550e-02       6.857875360023e-02       6.652600169936e-02      -5.125368542853e-01      -6.929056273582e-03      -1.326227684141e-01      -1.072754277456e+01       9.685638638785e-02       8.320975279785e-04       1.492586748020e-02       2.189496433617e-05       5.121520549021e-02      -3.738990329065e-04 
       2.261985879522e-04       9.555200983484e+01       2.340013260297e+00      -6.364824738315e-02      -2.307230656424e-03      -5.838899062705e-03      -1.179695431392e-05      -1.167819319045e-03       1.754570336828e+00      -6.372771595656e-02       6.852021791710e-02       6.648110100868e-02      -5.122523786339e-01      -6.892437156504e-03      -1.318904906979e-01      -1.073255504355e+01       9.683204516944e-02       8.332004007984e-04       1.494680702897e-02       2.190017443782e-05       5.130675161609e-02      -3.607969492520e-04 
       2.263362261872e-04       9.560243618343e+01       2.344104110369e+00      -6.335709352930e-02      -2.299974896584e-03      -5.824327342439e-03      -1.178598321187e-05      -1.164905482771e-03       1.757642490680e+00      -6.343691870479e-02       6.846192658119e-02       6.643641043328e-02      -5.119689493961e-01      -6.856136292477e-03      -1.311587011202e-01      -1.073757138754e+01       9.680768727455e-02       8.343048785548e-04       1.496778200665e-02       2.190541009238e-05       5.139847520668e-02      -3.476242118472e-04 
       2.264740512986e-04       9.565292391802e+01       2.348181376162e+00      -6.306523268026e-02      -2.292662732973e-03      -5.809096580805e-03      -1.177309111543e-05      -1.161859641650e-03       1.760704479231e+00      -6.314541509125e-02       6.840387948499e-02       6.639193024600e-02      -5.116865488966e-01      -6.820154235257e-03      -1.304274122586e-01      -1.074259181356e+01       9.678331280103e-02       8.354109658250e-04       1.498879253032e-02       2.191067165465e-05       5.149037661853e-02      -3.343809155984e-04 
       2.266120636868e-04       9.570347315935e+01       2.352244973526e+00      -6.277266481597e-02      -2.285286180093e-03      -5.793298498995e-03      -1.175853265266e-05      -1.158700214806e-03       1.763756239455e+00      -6.285320509710e-02       6.834607679232e-02       6.634766071947e-02      -5.114051593604e-01      -6.784491531454e-03      -1.296966367325e-01      -1.074761632865e+01       9.675892184704e-02       8.365186672179e-04       1.500983871787e-02       2.191595948171e-05       5.158245620922e-02      -3.210671568988e-04 
       2.267502637531e-04       9.575408402853e+01       2.356294818022e+00      -6.247938992885e-02      -2.277842055559e-03      -5.777005822696e-03      -1.174252480625e-05      -1.155441793118e-03       1.766797708109e+00      -6.256028871392e-02       6.828851882185e-02       6.630360212598e-02      -5.111247629129e-01      -6.749148720354e-03      -1.289663872031e-01      -1.075264493987e+01       9.673451451121e-02       8.376279873748e-04       1.503092068795e-02       2.192127393290e-05       5.167471433740e-02      -3.076830335321e-04 
       2.268886519002e-04       9.580475664695e+01       2.360330824922e+00      -6.218540802198e-02      -2.270329851140e-03      -5.760277354192e-03      -1.172524926064e-05      -1.152096165058e-03       1.769828821732e+00      -6.226666594333e-02       6.823120597783e-02       6.625975473740e-02      -5.108453415803e-01      -6.714126333789e-03      -1.282366763731e-01      -1.075767765432e+01       9.671009089267e-02       8.387389309692e-04       1.505203856001e-02       2.192661536983e-05       5.176715136283e-02      -2.942286446109e-04 
       2.270272285319e-04       9.585549113637e+01       2.364352909204e+00      -6.189071910831e-02      -2.262750474474e-03      -5.743161383579e-03      -1.170685700835e-05      -1.148673005859e-03       1.772849516646e+00      -6.197233679654e-02       6.817413870917e-02       6.621611882512e-02      -5.105668772901e-01      -6.679424896031e-03      -1.275075169869e-01      -1.076271447911e+01       9.668565109109e-02       8.398515027074e-04       1.507319245431e-02       2.193198415641e-05       5.185976764637e-02      -2.807040905607e-04 
       2.271659940534e-04       9.590628761888e+01       2.368360985557e+00      -6.159532321020e-02      -2.255105514389e-03      -5.725698045805e-03      -1.168747331360e-05      -1.145180353137e-03       1.775859728951e+00      -6.167730129413e-02       6.811731748564e-02       6.617269466006e-02      -5.102893518711e-01      -6.645044923709e-03      -1.267789218299e-01      -1.076775542140e+01       9.666119520670e-02       8.409657073285e-04       1.509438249190e-02       2.193738065885e-05       5.195256355003e-02      -2.671094730969e-04 
       2.273049488706e-04       9.595714621690e+01       2.372354968377e+00      -6.129922035928e-02      -2.247396819921e-03      -5.707920998111e-03      -1.166720224461e-05      -1.141624944935e-03       1.778859394533e+00      -6.138155946594e-02       6.806074278428e-02       6.612948251262e-02      -5.100127470536e-01      -6.610986925723e-03      -1.260509037289e-01      -1.077280048835e+01       9.663672334028e-02       8.420815496047e-04       1.511560879466e-02       2.194280524566e-05       5.204553943695e-02      -2.534448952325e-04 
