# Matter power spectrum P(k) at redshift z=16
# for k=1.23828e-05 to 1.0136 h/Mpc,
# number of wavenumbers equal to 111
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.238275884515e-05       1.066947556779e-01 
       1.558896977828e-05       1.332885190381e-01 
       1.962535019757e-05       1.665107275025e-01 
       2.470685207908e-05       2.080134359009e-01 
       3.110408392779e-05       2.598603811388e-01 
       3.915772166727e-05       3.246295012751e-01 
       4.929665087489e-05       4.055409159804e-01 
       6.206080650275e-05       5.066166246137e-01 
       7.812992638275e-05       6.328796504615e-01 
       9.835974974485e-05       7.906021114316e-01 
       1.238275884515e-04       9.876137157688e-01 
       1.558896977828e-04       1.233684378695e+00 
       1.962535019757e-04       1.540996708907e+00 
       2.470685207908e-04       1.924725449377e+00 
       3.110408392779e-04       2.403740056395e+00 
       3.915772166727e-04       3.001440663357e+00 
       4.929665087489e-04       3.746721105816e+00 
       6.206080650275e-04       4.675015065378e+00 
       7.812992638275e-04       5.829304748148e+00 
       9.835974974485e-04       7.260828218632e+00 
       1.238275884515e-03       9.028980019407e+00 
       1.558896977828e-03       1.119955781792e+01 
       1.962535019757e-03       1.384019252412e+01 
       2.470685207908e-03       1.701157936385e+01 
       3.110408392779e-03       2.075623417305e+01 
       3.915772166727e-03       2.508325595993e+01 
       4.929665087489e-03       2.994710207424e+01 
       6.206080650275e-03       3.520439293515e+01 
       7.812992638275e-03       4.058015966797e+01 
       9.835974974485e-03       4.566287784170e+01 
       1.238275884515e-02       4.987894273275e+01 
       1.558896977828e-02       5.259341151570e+01 
       1.962535019757e-02       5.320721986105e+01 
       2.470685206287e-02       5.120630070452e+01 
       3.110406077777e-02       4.642086065573e+01 
       3.915236826440e-02       3.953896468841e+01 
       4.901839631587e-02       3.233303498207e+01 
       5.854105910333e-02       2.747511027295e+01 
       6.536466089661e-02       2.507724415437e+01 
       7.077875672971e-02       2.360249627306e+01 
       7.551504952432e-02       2.249377814559e+01 
       7.988128054271e-02       2.154277286325e+01 
       8.403230730287e-02       2.065376743183e+01 
       8.805769917966e-02       1.977864205379e+01 
       9.201473324374e-02       1.889475982989e+01 
       9.594293352287e-02       1.799535184965e+01 
       9.987128154908e-02       1.708436033926e+01 
       1.038221266463e-01       1.617300485805e+01 
       1.078134587790e-01       1.527697396232e+01 
       1.118603045658e-01       1.441387976374e+01 
       1.159756239543e-01       1.360091876339e+01 
       1.201709077200e-01       1.285278224212e+01 
       1.244565878876e-01       1.217988961815e+01 
       1.288423267991e-01       1.158704008576e+01 
       1.333372249089e-01       1.107265443751e+01 
       1.379499725955e-01       1.062861429786e+01 
       1.426889624420e-01       1.024075937063e+01 
       1.475623729923e-01       9.890195186676e+00 
       1.525782315513e-01       9.555369969326e+00 
       1.577444613774e-01       9.214998614294e+00 
       1.630689171618e-01       8.851552593591e+00 
       1.685594117244e-01       8.454754248758e+00 
       1.742237362174e-01       8.024115064434e+00 
       1.772107035265e-01       7.792026437707e+00 
       1.800696756966e-01       7.569490779123e+00 
       1.861050216421e-01       7.109052933516e+00 
       1.923375828247e-01       6.664977432419e+00 
       1.987751957948e-01       6.257970270698e+00 
       2.054257361997e-01       5.902099250877e+00 
       2.122971320866e-01       5.601202394237e+00 
       2.193973803198e-01       5.347752493831e+00 
       2.267345672228e-01       5.124715720968e+00 
       2.343168945416e-01       4.910431907407e+00 
       2.421527118183e-01       4.685735737440e+00 
       2.502505562660e-01       4.440310563027e+00 
       2.586192012455e-01       4.176376979044e+00 
       2.672677144787e-01       3.908349881811e+00 
       2.762055271950e-01       3.655501898717e+00 
       2.854425155145e-01       3.432145575176e+00 
       2.949890955354e-01       3.241093485806e+00 
       3.048563338423e-01       3.074645505757e+00 
       3.150560754979e-01       2.919692090486e+00 
       3.256010920682e-01       2.763267866916e+00 
       3.365052528833e-01       2.599442868491e+00 
       3.477837236153e-01       2.433314990521e+00 
       3.594531974143e-01       2.275716438164e+00 
       3.715321653806e-01       2.134611820084e+00 
       3.840412351861e-01       2.010315233829e+00 
       3.970035093571e-01       1.895264260358e+00 
       4.104450383513e-01       1.781494013633e+00 
       4.243953684490e-01       1.667627390460e+00 
       4.388882111620e-01       1.557530877902e+00 
       4.539622701144e-01       1.456265563345e+00 
       4.696622743371e-01       1.363927621359e+00 
       4.860402854371e-01       1.276507044692e+00 
       5.031573729479e-01       1.190971154817e+00 
       5.210857917929e-01       1.108639165313e+00 
       5.399118554422e-01       1.031582453909e+00 
       5.597397900826e-01       9.592794849749e-01 
       5.806969995906e-01       8.899990286874e-01 
       6.029414046395e-01       8.233786843060e-01 
       6.266719079784e-01       7.598985467101e-01 
       6.521437063469e-01       6.995456005000e-01 
       6.796913620019e-01       6.412963257660e-01 
       7.097647647510e-01       5.851834350690e-01 
       7.429874401316e-01       5.310024269169e-01 
       7.802555580380e-01       4.781619253140e-01 
       8.229154542216e-01       4.263554477978e-01 
       8.731029882068e-01       3.749200570817e-01 
       9.344421629279e-01       3.231474493333e-01 
       1.013602149943e+00       2.700041001989e-01 
