# Matter power spectrum P(k) at redshift z=2.92308
# for k=1.04836e-05 to 1.07573 h/Mpc,
# number of wavenumbers equal to 113
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.048357465619e-05       5.634702896524e+00 
       1.319803854111e-05       7.039155252367e+00 
       1.661534610525e-05       8.793662361833e+00 
       2.091748143765e-05       1.098546858232e+01 
       2.633354893259e-05       1.372355680265e+01 
       3.315197393396e-05       1.714405967570e+01 
       4.173586243661e-05       2.141701262212e+01 
       5.254233780459e-05       2.675477621117e+01 
       6.614688425727e-05       3.342253052895e+01 
       8.327399350248e-05       4.175133127856e+01 
       1.048357465619e-04       5.215431372427e+01 
       1.319803854111e-04       6.514672596663e+01 
       1.661534610525e-04       8.137054467398e+01 
       2.091748143765e-04       1.016244249808e+02 
       2.633354893259e-04       1.268995663538e+02 
       3.315197393396e-04       1.584215652415e+02 
       4.173586243661e-04       1.976971951228e+02 
       5.254233780459e-04       2.465629428780e+02 
       6.614688425727e-04       3.072287970649e+02 
       8.327399350248e-04       3.823067021880e+02 
       1.048357465619e-03       4.748101488957e+02 
       1.319803854111e-03       5.881107493855e+02 
       1.661534610525e-03       7.257844238075e+02 
       2.091748143765e-03       8.913498630781e+02 
       2.633354893259e-03       1.087962232051e+03 
       3.315197393396e-03       1.317332092760e+03 
       4.173586243661e-03       1.578728767323e+03 
       5.254233780459e-03       1.867411559555e+03 
       6.614688425727e-03       2.172671101748e+03 
       8.327399350248e-03       2.475677527307e+03 
       1.048357465619e-02       2.747243974939e+03 
       1.319803854111e-02       2.946111240724e+03 
       1.661534610522e-02       3.021068365276e+03 
       2.091748127942e-02       2.923790137831e+03 
       2.633342686851e-02       2.636147678907e+03 
       3.313489439277e-02       2.207189973701e+03 
       4.116190453801e-02       1.783196063218e+03 
       4.795362022937e-02       1.540165430510e+03 
       5.287491013128e-02       1.420410188534e+03 
       5.692931953256e-02       1.345503357000e+03 
       6.054748687158e-02       1.288888396050e+03 
       6.392104008649e-02       1.239518793854e+03 
       6.715126129775e-02       1.191870004250e+03 
       7.029881822410e-02       1.143022623691e+03 
       7.340353077453e-02       1.091593492284e+03 
       7.649344557215e-02       1.037256786385e+03 
       7.958947698087e-02       9.804669872268e+02 
       8.270798423434e-02       9.222491761075e+02 
       8.586229765256e-02       8.640046703963e+02 
       8.906367030353e-02       8.073163504754e+02 
       9.232189685720e-02       7.537575570852e+02 
       9.564573018370e-02       7.047153758152e+02 
       9.904316993466e-02       6.612426659369e+02 
       1.025216672052e-01       6.239488835919e+02 
       1.060882724713e-01       5.929349619284e+02 
       1.097497441341e-01       5.677700293468e+02 
       1.135126290471e-01       5.475083822213e+02 
       1.173833227044e-01       5.307516166728e+02 
       1.213681144139e-01       5.157714369726e+02 
       1.254732212525e-01       5.007122589302e+02 
       1.297048135948e-01       4.838759770711e+02 
       1.340690343417e-01       4.640512662528e+02 
       1.385720135293e-01       4.408020582998e+02 
       1.432198797035e-01       4.146079283429e+02 
       1.473622163277e-01       3.905669200206e+02 
       1.480187692523e-01       3.867805489964e+02 
       1.529748347599e-01       3.591552076332e+02 
       1.580942533686e-01       3.336364454082e+02 
       1.633832360821e-01       3.117224260039e+02 
       1.688480389138e-01       2.941319365158e+02 
       1.744949767631e-01       2.806224975869e+02 
       1.803304408898e-01       2.700434370980e+02 
       1.863609208476e-01       2.607089804369e+02 
       1.925930317335e-01       2.507225160684e+02 
       1.990335476128e-01       2.386590221576e+02 
       2.056894419927e-01       2.242979965500e+02 
       2.125679362494e-01       2.086393170836e+02 
       2.196765569743e-01       1.933272020322e+02 
       2.270232032980e-01       1.798562955060e+02 
       2.346162254038e-01       1.690127167939e+02 
       2.424645156561e-01       1.605868813559e+02 
       2.505776140761e-01       1.534386391485e+02 
       2.589658303174e-01       1.461271909744e+02 
       2.676403848597e-01       1.377686143366e+02 
       2.766135728919e-01       1.284843549369e+02 
       2.858989553577e-01       1.192597193040e+02 
       2.955115829543e-01       1.111925716684e+02 
       3.054682606252e-01       1.046121126338e+02 
       3.157878624191e-01       9.898100025581e+01 
       3.264917097125e-01       9.342169257839e+01 
       3.376040300355e-01       8.743154234429e+01 
       3.491525195586e-01       8.130822622339e+01 
       3.611690403901e-01       7.567981487504e+01 
       3.736904952424e-01       7.083892095550e+01 
       3.867599383859e-01       6.643961034708e+01 
       4.004280056412e-01       6.203571626410e+01 
       4.147547815693e-01       5.759861563975e+01 
       4.298122756516e-01       5.343555684369e+01 
       4.456877623484e-01       4.966589541596e+01 
       4.624883718182e-01       4.610190909812e+01 
       4.803475331944e-01       4.257030026203e+01 
       4.994342338958e-01       3.919176233148e+01 
       5.199666871787e-01       3.604732100742e+01 
       5.422331359926e-01       3.298955918962e+01 
       5.666246640349e-01       3.002142397325e+01 
       5.936891314591e-01       2.717761856532e+01 
       6.242242525779e-01       2.438565157773e+01 
       6.594476985236e-01       2.164807322269e+01 
       7.013296085086e-01       1.891790511095e+01 
       7.532944126857e-01       1.615977052019e+01 
       8.218217440905e-01       1.331272259687e+01 
       9.202299705602e-01       1.032067867910e+01 
       1.075734397938e+00       7.227019783287e+00 
