# Matter power spectrum P(k) at redshift z=16
# for k=1.09563e-05 to 1.02302 h/Mpc,
# number of wavenumbers equal to 112
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.095627922804e-05       1.934806405383e-01 
       1.379313833890e-05       2.417058271410e-01 
       1.736453236323e-05       3.019510137709e-01 
       2.186065105599e-05       3.772119957435e-01 
       2.752092913275e-05       4.712310692784e-01 
       3.464679704141e-05       5.886828926286e-01 
       4.361773323271e-05       7.354064773161e-01 
       5.491147277151e-05       9.186946086678e-01 
       6.912944847110e-05       1.147654623430e+00 
       8.702881938359e-05       1.433657565848e+00 
       1.095627922804e-04       1.790896251290e+00 
       1.379313833890e-04       2.237076375873e+00 
       1.736453236323e-04       2.794267987160e+00 
       2.186065105599e-04       3.489945687075e+00 
       2.752092913275e-04       4.358241986544e+00 
       3.464679704141e-04       5.441422750747e+00 
       4.361773323271e-04       6.791554994092e+00 
       5.491147277151e-04       8.472253356104e+00 
       6.912944847110e-04       1.056022597319e+01 
       8.702881938359e-04       1.314604041485e+01 
       1.095627922804e-03       1.633304610977e+01 
       1.379313833890e-03       2.023275572554e+01 
       1.736453236323e-03       2.495452689856e+01 
       2.186065105599e-03       3.058725069033e+01 
       2.752092913275e-03       3.717670671692e+01 
       3.464679704141e-03       4.469371622810e+01 
       4.361773323271e-03       5.298953223999e+01 
       5.491147277151e-03       6.172989174308e+01 
       6.912944847110e-03       7.037297621915e+01 
       8.702881938359e-03       7.809087891219e+01 
       1.095627922804e-02       8.376969336851e+01 
       1.379313833890e-02       8.626615474673e+01 
       1.736453236323e-02       8.467955265433e+01 
       2.186065105413e-02       7.859851230004e+01 
       2.752092472677e-02       6.816928469515e+01 
       3.464525971876e-02       5.466085613112e+01 
       4.350520904856e-02       4.130065070001e+01 
       5.287653252162e-02       3.238323171635e+01 
       5.978495130725e-02       2.848317721058e+01 
       6.508625311632e-02       2.646518559152e+01 
       6.963923763983e-02       2.511224446170e+01 
       7.379391205478e-02       2.401719414207e+01 
       7.771921004304e-02       2.300425155669e+01 
       8.150997642655e-02       2.198855340013e+01 
       8.522555156178e-02       2.093114290273e+01 
       8.890619596590e-02       1.982112038531e+01 
       9.258102824145e-02       1.866656396077e+01 
       9.627224578471e-02       1.748847707426e+01 
       9.999754042825e-02       1.631565559013e+01 
       1.037715638730e-01       1.518024886611e+01 
       1.076068594744e-01       1.411368149801e+01 
       1.115144779808e-01       1.314294707197e+01 
       1.155043975751e-01       1.228785149039e+01 
       1.195858180450e-01       1.155907722606e+01 
       1.237673712786e-01       1.095711771959e+01 
       1.280572744976e-01       1.047215404249e+01 
       1.324634432902e-01       1.008458377957e+01 
       1.369935757796e-01       9.766461750379e+00 
       1.416552156731e-01       9.483934696778e+00 
       1.464557996263e-01       9.201110519464e+00 
       1.514026928500e-01       8.885300243618e+00 
       1.565032158907e-01       8.513112124688e+00 
       1.617646648531e-01       8.075844220132e+00 
       1.621533971137e-01       8.041664927529e+00 
       1.671943268900e-01       7.582177505097e+00 
       1.727994924941e-01       7.056625261747e+00 
       1.785874659329e-01       6.533634531977e+00 
       1.845655750474e-01       6.048961888214e+00 
       1.907411815539e-01       5.630880896265e+00 
       1.971216929433e-01       5.293517249796e+00 
       2.037145770387e-01       5.033645623806e+00 
       2.105273802550e-01       4.831505225921e+00 
       2.175677505893e-01       4.655861704761e+00 
       2.248434663623e-01       4.473839054474e+00 
       2.323624717314e-01       4.259276759306e+00 
       2.401329200008e-01       4.005053525491e+00 
       2.481632257820e-01       3.725477005751e+00 
       2.564621271070e-01       3.448286292509e+00 
       2.650387586839e-01       3.200094012452e+00 
       2.739027376278e-01       2.995447781503e+00 
       2.830642632053e-01       2.833376280406e+00 
       2.925342324370e-01       2.698170507617e+00 
       3.023243738169e-01       2.566206404983e+00 
       3.124474019826e-01       2.420260403244e+00 
       3.229171969307e-01       2.259684305155e+00 
       3.337490123909e-01       2.097718571548e+00 
       3.449597193132e-01       1.951439417201e+00 
       3.565680922006e-01       1.829065838963e+00 
       3.685951483766e-01       1.724301107854e+00 
       3.810645534292e-01       1.624643232975e+00 
       3.940031103189e-01       1.521198311386e+00 
       4.074413554273e-01       1.415307159918e+00 
       4.214142928102e-01       1.315910200975e+00 
       4.359623090930e-01       1.228106235214e+00 
       4.511323273170e-01       1.149074066052e+00 
       4.669792809558e-01       1.072143167070e+00 
       4.835680229848e-01       9.959868806121e-01 
       5.009758353114e-01       9.233526978926e-01 
       5.192957810058e-01       8.565858353215e-01 
       5.386412625092e-01       7.943004542833e-01 
       5.591523428875e-01       7.338560614052e-01 
       5.810047075086e-01       6.755873686134e-01 
       6.044226897724e-01       6.210074803352e-01 
       6.296987499358e-01       5.688047099244e-01 
       6.572235725724e-01       5.182641198558e-01 
       6.875343704841e-01       4.698332578672e-01 
       7.213959282372e-01       4.229062146576e-01 
       7.599438715836e-01       3.770437015716e-01 
       8.049540359544e-01       3.318730777978e-01 
       8.593865999106e-01       2.867455301220e-01 
       9.285758004068e-01       2.408619873110e-01 
       1.023016296596e+00       1.932845695506e-01 
