#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407961203596e-06       7.010310520861e-01      -1.231929036102e+00       2.152057335799e-03       2.900932227192e-09       7.252330567979e-09       5.499165528227e-16       1.450466113596e-09      -9.239467770767e-01       2.152057335799e-03       6.148398305718e-01       6.922694674864e-01      -1.231929036102e+00       2.151585666108e-03       2.013812095827e-04      -9.239467770767e-01       2.153012436321e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       7.297488371062e-12       2.153012436321e-03 
       2.112458739106e-06       1.051031052073e+00      -1.234775866966e+00       3.224477437593e-03       9.758536784864e-09       2.439634196216e-08       4.164271217721e-15       4.879268392432e-09      -9.260819002246e-01       3.224477437714e-03       6.146409137296e-01       6.918714216897e-01      -1.234775420153e+00       3.222887152182e-03       4.521566288148e-04      -9.260825781257e-01       3.227692466758e-03       1.407957840938e-14       1.767726755787e-14       1.027760130500e-13       3.690309191378e-11       3.226678598628e-03 
       3.169848368640e-06       1.575389480821e+00      -1.240052163179e+00       4.824664209669e-03       3.265585886433e-08       8.163964716082e-08       3.137732529219e-14       1.632792943216e-08      -9.300391223843e-01       4.824664210854e-03       6.143226644866e-01       6.912559113675e-01      -1.240049460824e+00       4.819307403480e-03       1.014155051614e-03      -9.300432158978e-01       4.835471107621e-03       2.095306137355e-13       2.630709964147e-13       8.226901968692e-13       1.865036779178e-10       4.830997236119e-03 
       4.757373609375e-06       2.360490271201e+00      -1.250985206241e+00       7.201390903185e-03       1.100900619916e-07       2.752251549791e-07       2.382651189973e-13       5.504503099582e-08      -9.382389046842e-01       7.201390912756e-03       6.136743131610e-01       6.900968376864e-01      -1.250971139178e+00       7.183375193183e-03       2.269101118360e-03      -9.382601650043e-01       7.237637315189e-03       2.442234026191e-12       3.066286724865e-12       6.225206159670e-12       9.412971003675e-10       7.222169620104e-03 
       7.141880930491e-06       3.534930875773e+00      -1.274301892368e+00       1.069624447226e-02       3.701416142348e-07       9.253540355869e-07       1.805389694347e-12       1.850708071174e-07      -9.557264193189e-01       1.069624454581e-02       6.122755776239e-01       6.877737004668e-01      -1.274230764886e+00       1.063585847570e-02       5.051684055677e-03      -9.558336199530e-01       1.081737956890e-02       2.757772727862e-11       3.462453579343e-11       4.676771652823e-11       4.740267307644e-09       1.076554335647e-02 
       1.072581152159e-05       5.289442288645e+00      -1.324366384380e+00       1.572361511410e-02       1.221577527495e-06       3.053943818737e-06       1.343875976991e-11       6.107887637474e-07      -9.932747887735e-01       1.572361566911e-02       6.092288257936e-01       6.829963963109e-01      -1.324010737943e+00       1.552265720492e-02       1.113180945324e-02      -9.938094856906e-01       1.612602252287e-02       3.082813711899e-10       3.870550867727e-10       3.487886622449e-10       2.377687338812e-08       1.595391279277e-02 
       1.611759462598e-05       7.905368526748e+00      -1.431141897894e+00       2.260254686430e-02       3.983828026818e-06       9.959570067044e-06       9.896437210530e-11       1.991914013409e-06      -1.073356428869e+00       2.260255099535e-02       6.026186915470e-01       6.730745032006e-01      -1.429387079229e+00       2.194400240779e-02       2.400516729820e-02      -1.075995305163e+00       2.392556939210e-02       3.403240168147e-09       4.272854926211e-09       2.568310383699e-09       1.183912078911e-07       2.336057467459e-02 
       2.424021993849e-05       1.179441832102e+01      -1.653031136329e+00       3.090645514114e-02       1.219077405496e-05       3.047693513739e-05       6.849868398182e-10       6.095387027478e-06      -1.239773411849e+00       3.090648526689e-02       5.884717630542e-01       6.525705090621e-01      -1.644588810277e+00       2.881940437637e-02       4.938913179875e-02      -1.252584919045e+00       3.517682138712e-02       3.676739970560e-08       4.616243657685e-08       1.847288106160e-08       5.815911120664e-07       3.335858004964e-02 
       3.487074319861e-05       1.679441832102e+01      -2.023572394139e+00       3.707356615034e-02       3.033822981898e-05       7.584557454744e-05       3.527690517867e-09       1.516911490949e-05      -1.517679781009e+00       3.707373665184e-02       5.634242885762e-01       6.173718146509e-01      -1.990898282115e+00       3.159584211918e-02       8.600083126222e-02      -1.568646579600e+00       4.883999096070e-02       2.951208962097e-07       3.705329109624e-07       1.028369196940e-07       2.346988061296e-06       4.385458828027e-02 
       4.571233993343e-05       2.179441832102e+01      -2.447168026380e+00       3.710694111626e-02       5.235913499146e-05       1.308978374786e-04       1.046254170227e-08       2.617956749573e-05      -1.835378254419e+00       3.710753682937e-02       5.317943165624e-01       5.741942822416e-01      -2.362179065552e+00       2.668324602164e-02       1.161313303876e-01      -1.974222055144e+00       6.137009482436e-02       1.340473132018e-06       1.683012915145e-06       3.538968523790e-07       6.500815488732e-06       5.115100261962e-02 
