# Matter power spectrum P(k) at redshift z=0
# for k=1.00652e-05 to 1.03178 h/Mpc,
# number of wavenumbers equal to 113
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.006521164629e-05       3.964348087474e+01 
       1.267135071661e-05       4.952461236311e+01 
       1.595228541889e-05       6.186855640205e+01 
       2.008273749004e-05       7.728909742623e+01 
       2.528266856460e-05       9.655293219662e+01 
       3.182899393394e-05       1.206177104753e+02 
       4.007032929528e-05       1.506794859829e+02 
       5.044555580879e-05       1.882318538488e+02 
       6.350719211977e-05       2.351395497052e+02 
       7.995081799127e-05       2.937298467243e+02 
       1.006521164629e-04       3.669056605668e+02 
       1.267135071661e-04       4.582847541999e+02 
       1.595228541889e-04       5.723695975313e+02 
       2.008273749004e-04       7.147518617015e+02 
       2.528266856460e-04       8.923535200241e+02 
       3.182899393394e-04       1.113702137956e+03 
       4.007032929528e-04       1.389230317630e+03 
       5.044555580879e-04       1.731578471530e+03 
       6.350719211977e-04       2.155866734622e+03 
       7.995081799127e-04       2.679878695614e+03 
       1.006521164629e-03       3.324033460088e+03 
       1.267135071661e-03       4.110849602173e+03 
       1.595228541889e-03       5.063621568464e+03 
       2.008273749004e-03       6.204229251805e+03 
       2.528266856460e-03       7.548779616025e+03 
       3.182899393394e-03       9.101493398683e+03 
       4.007032929528e-03       1.084618955194e+04 
       5.044555580879e-03       1.273595536821e+04 
       6.350719211977e-03       1.468308843193e+04 
       7.995081799127e-03       1.655046929959e+04 
       1.006521164629e-02       1.814340345901e+04 
       1.267135071661e-02       1.920502907681e+04 
       1.595228541886e-02       1.944123270943e+04 
       2.008273731243e-02       1.859452359635e+04 
       2.528253691203e-02       1.658476458416e+04 
       3.181116208863e-02       1.373966382707e+04 
       3.948839562893e-02       1.101833820113e+04 
       4.592918728552e-02       9.522254971966e+03 
       5.060603711119e-02       8.812292175511e+03 
       5.446786289764e-02       8.384596992579e+03 
       5.791832656350e-02       8.070145243402e+03 
       6.113776770662e-02       7.797832023852e+03 
       6.422179950183e-02       7.531381373947e+03 
       6.722782170637e-02       7.251070964363e+03 
       7.019357244096e-02       6.947164337696e+03 
       7.314566737071e-02       6.617041509891e+03 
       7.610397556775e-02       6.263573247938e+03 
       7.908405310659e-02       5.893847294813e+03 
       8.209858602195e-02       5.517908007709e+03 
       8.515829093579e-02       5.147414699334e+03 
       8.827250119424e-02       4.794253511058e+03 
       9.144956170343e-02       4.469207119326e+03 
       9.469710258549e-02       4.180808405990e+03 
       9.802223334263e-02       3.934477619185e+03 
       1.014316832564e-01       3.731983923334e+03 
       1.049319044290e-01       3.571212263617e+03 
       1.085291482433e-01       3.446200078436e+03 
       1.122295225175e-01       3.347462959941e+03 
       1.160390344045e-01       3.262733736519e+03 
       1.199636226377e-01       3.178307338074e+03 
       1.240091817749e-01       3.081095047054e+03 
       1.281815804614e-01       2.961179376379e+03 
       1.324866753086e-01       2.814237383679e+03 
       1.369303217094e-01       2.642943599209e+03 
       1.415183827243e-01       2.456643418319e+03 
       1.453277139951e-01       2.304832853238e+03 
       1.462567370536e-01       2.269175509108e+03 
       1.511512870368e-01       2.095403539158e+03 
       1.562079675690e-01       1.947451335720e+03 
       1.614327567991e-01       1.831672543675e+03 
       1.668316894516e-01       1.747073170802e+03 
       1.724108736032e-01       1.685484570492e+03 
       1.781765117381e-01       1.633879673150e+03 
       1.841349268984e-01       1.577828468009e+03 
       1.902925947527e-01       1.504936046907e+03 
       1.966561824173e-01       1.412288555719e+03 
       2.032325948949e-01       1.307232117384e+03 
       2.100290300542e-01       1.203268448295e+03 
       2.170530431673e-01       1.113136862007e+03 
       2.243126221620e-01       1.043592228679e+03 
       2.318162749595e-01       9.931694482063e+02 
       2.395731305586e-01       9.528188226683e+02 
       2.475930559324e-01       9.105530129516e+02 
       2.558867913489e-01       8.585882465538e+02 
       2.644661074494e-01       7.977188439693e+02 
       2.733439883795e-01       7.361870067534e+02 
       2.825348465398e-01       6.835574558833e+02 
       2.920547761980e-01       6.431650474202e+02 
       3.019218554513e-01       6.103645763363e+02 
       3.121565090289e-01       5.773065199688e+02 
       3.227819485072e-01       5.394646748558e+02 
       3.338247121052e-01       4.995209379503e+02 
       3.453153340134e-01       4.634037054731e+02 
       3.572891841947e-01       4.338018279868e+02 
       3.697875353431e-01       4.076237487859e+02 
       3.828589366496e-01       3.804440234174e+02 
       3.965610081395e-01       3.521498254805e+02 
       4.109628210553e-01       3.259771721799e+02 
       4.261481099101e-01       3.030660547139e+02 
       4.422196891222e-01       2.813402113879e+02 
       4.593056548716e-01       2.592797261071e+02 
       4.775683022160e-01       2.382827474203e+02 
       4.972172955234e-01       2.191405159145e+02 
       5.185297296491e-01       2.003154553359e+02 
       5.418817953301e-01       1.819920480133e+02 
       5.678008810410e-01       1.646300777323e+02 
       5.970555865191e-01       1.474746675111e+02 
       6.308204424463e-01       1.307508151597e+02 
       6.709983938141e-01       1.140521664010e+02 
       7.209026099195e-01       9.722606863717e+01 
       7.868140284038e-01       7.988209346181e+01 
       8.816601789850e-01       6.169438921737e+01 
       1.031783271082e+00       4.297016365093e+01 
