# Matter power spectrum P(k) at redshift z=0.0408163
# for k=9.94319e-06 to 1.02179 h/Mpc,
# number of wavenumbers equal to 113
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.943191315163e-06       4.161659310175e+01 
       1.251773622099e-05       5.198952139758e+01 
       1.575889622674e-05       6.494783855020e+01 
       1.983927492167e-05       8.113587650933e+01 
       2.497616735046e-05       1.013584888202e+02 
       3.144313176672e-05       1.266209832680e+02 
       3.958455760752e-05       1.581789318422e+02 
       4.983400548673e-05       1.976002461479e+02 
       6.273729587874e-05       2.468424291569e+02 
       7.898157604899e-05       3.083485003980e+02 
       9.943191315163e-05       3.851656896324e+02 
       1.251773622099e-04       4.810914908312e+02 
       1.575889622674e-04       6.008518231884e+02 
       1.983927492167e-04       7.503154141430e+02 
       2.497616735046e-04       9.367463705599e+02 
       3.144313176672e-04       1.169092261823e+03 
       3.958455760752e-04       1.458297122878e+03 
       4.983400548673e-04       1.817618076009e+03 
       6.273729587874e-04       2.262912594348e+03 
       7.898157604899e-04       2.812845394276e+03 
       9.943191315163e-04       3.488903231078e+03 
       1.251773622099e-03       4.314963296902e+03 
       1.575889622674e-03       5.315552011695e+03 
       1.983927492167e-03       6.514252494010e+03 
       2.497616735046e-03       7.929793928685e+03 
       3.144313176672e-03       9.570279016530e+03 
       3.958455760752e-03       1.142469126202e+04 
       4.983400548673e-03       1.345198920901e+04 
       6.273729587874e-03       1.556846600020e+04 
       7.898157604899e-03       1.763263983694e+04 
       9.943191315163e-03       1.943171160929e+04 
       1.251773622099e-02       2.067451291554e+04 
       1.575889622672e-02       2.100524734496e+04 
       1.983927480200e-02       2.008216970216e+04 
       2.497606954364e-02       1.778463604817e+04 
       3.142878784479e-02       1.451155152300e+04 
       3.908181493312e-02       1.139211051279e+04 
       4.563787605983e-02       9.684088962150e+03 
       5.037511100535e-02       8.895756810013e+03 
       5.426490849565e-02       8.426923469566e+03 
       5.773007324086e-02       8.081561380649e+03 
       6.095767750549e-02       7.780127495853e+03 
       6.404615018527e-02       7.483510217026e+03 
       6.705426000852e-02       7.171472879177e+03 
       7.002048710836e-02       6.834950623568e+03 
       7.297188251346e-02       6.472630875188e+03 
       7.592858627787e-02       6.088961474494e+03 
       7.890633083836e-02       5.692582465376e+03 
       8.191792095366e-02       5.294820831818e+03 
       8.497415520721e-02       4.908164866320e+03 
       8.808442455500e-02       4.544773892066e+03 
       9.125711486866e-02       4.215137945145e+03 
       9.449988555998e-02       3.927009220901e+03 
       9.781986705393e-02       3.684679460209e+03 
       1.012238034558e-01       3.488609021719e+03 
       1.047181571869e-01       3.335354993952e+03 
       1.083091865906e-01       3.217746576248e+03 
       1.120030039265e-01       3.125331048003e+03 
       1.158056188942e-01       3.045227526193e+03 
       1.197229713469e-01       2.963579338303e+03 
       1.237609558873e-01       2.867674488133e+03 
       1.279254403912e-01       2.748466678257e+03 
       1.322222800741e-01       2.602813916213e+03 
       1.366573284320e-01       2.434551733547e+03 
       1.412364461989e-01       2.253776111217e+03 
       1.459655093403e-01       2.074364890753e+03 
       1.494768310912e-01       1.953733211286e+03 
       1.508504170266e-01       1.910449564885e+03 
       1.558971004783e-01       1.772889100970e+03 
       1.611115335485e-01       1.666677871192e+03 
       1.664997458852e-01       1.589811398230e+03 
       1.720678395047e-01       1.533765956430e+03 
       1.778220095997e-01       1.486109676885e+03 
       1.837685703999e-01       1.433060582190e+03 
       1.899139869058e-01       1.364068459360e+03 
       1.962649133288e-01       1.277534234489e+03 
       2.028282391025e-01       1.180913275367e+03 
       2.096111433819e-01       1.086374327000e+03 
       2.166211590412e-01       1.004785143977e+03 
       2.238662473215e-01       9.416670031338e+02 
       2.313548844812e-01       8.953832472296e+02 
       2.390961620955e-01       8.577035290841e+02 
       2.470999030453e-01       8.182138668111e+02 
       2.553767957730e-01       7.705425660882e+02 
       2.639385500980e-01       7.156687905762e+02 
       2.727980788271e-01       6.607563706806e+02 
       2.819697106505e-01       6.137096630112e+02 
       2.914694414667e-01       5.768659540947e+02 
       3.013152334870e-01       5.463049213316e+02 
       3.115273744310e-01       5.157689312859e+02 
       3.221289131343e-01       4.817137841256e+02 
       3.331461933978e-01       4.463379822486e+02 
       3.446095155517e-01       4.141740448953e+02 
       3.565539659956e-01       3.872718849863e+02 
       3.690204704210e-01       3.631610516239e+02 
       3.820571489276e-01       3.386622434028e+02 
       3.957210846449e-01       3.136511903113e+02 
       4.100806680428e-01       2.903424177349e+02 
       4.252187574033e-01       2.695601533731e+02 
       4.412370200999e-01       2.499816700350e+02 
       4.582620216726e-01       2.304115669280e+02 
       4.764539694747e-01       2.117284720811e+02 
       4.960196078535e-01       1.945246362042e+02 
       5.172318267432e-01       1.777659455854e+02 
       5.404605517348e-01       1.615049308318e+02 
       5.662234531254e-01       1.460131050748e+02 
       5.952733155457e-01       1.308084271809e+02 
       6.287574081849e-01       1.159547854843e+02 
       6.685283328571e-01       1.011737342537e+02 
       7.177985313996e-01       8.629700788027e+01 
       7.826300869455e-01       7.100131116308e+01 
       8.754581428718e-01       5.499097215975e+01 
       1.021788606361e+00       3.848675496069e+01 
