#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407989644056e-06       7.010381219172e-01      -1.231937181682e+00       2.152071659178e-03       2.590575249043e-09       6.476438122608e-09       4.385405699493e-16       1.295287624522e-09      -9.239528862618e-01       2.152071659178e-03       6.148398110494e-01       6.922674355589e-01      -1.231937181682e+00       2.151599849912e-03       2.013847836175e-04      -9.239528862618e-01       2.153026656621e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.673754164907e-11       2.153026656621e-03 
       2.112504944359e-06       1.051038121913e+00      -1.234788118932e+00       3.224483189543e-03       8.708515551321e-09       2.177128887830e-08       3.318594917365e-15       4.354257775661e-09      -9.260910891991e-01       3.224483189663e-03       6.146408533273e-01       6.918683643673e-01      -1.234787671954e+00       3.222892238221e-03       4.521611298922e-04      -9.260917669944e-01       3.227697616257e-03       1.760177240905e-14       1.679412762953e-14       1.284863963076e-13       1.857798785463e-10       3.226683754860e-03 
       3.169925612718e-06       1.575392171013e+00      -1.240070354174e+00       4.824638803428e-03       2.916220041448e-08       7.290550103621e-08       2.502263701340e-14       1.458110020724e-08      -9.300527656307e-01       4.824638804613e-03       6.143225764574e-01       6.912513617647e-01      -1.240067650485e+00       4.819278774609e-03       1.014153301445e-03      -9.300568581246e-01       4.835442393682e-03       2.619402712991e-13       2.499213287194e-13       1.028467892579e-12       9.388974454066e-10       4.830968650997e-03 
       4.757507200985e-06       2.360476629209e+00      -1.251011804435e+00       7.201284263287e-03       9.831239629000e-08       2.457809907250e-07       1.900123522132e-13       4.915619814500e-08      -9.382588533300e-01       7.201284272860e-03       6.136742287720e-01       6.900901362791e-01      -1.250997727605e+00       7.183252806621e-03       2.269057755536e-03      -9.382801051773e-01       7.237513149471e-03       3.052970061893e-12       2.912886710028e-12       7.782003164724e-12       4.738609368874e-09       7.222046482506e-03 
       7.142120762006e-06       3.534871074366e+00      -1.274339538126e+00       1.069597020121e-02       3.305453588543e-07       8.263633971357e-07       1.439793092776e-12       1.652726794271e-07      -9.557546536375e-01       1.069597027475e-02       6.122756294402e-01       6.877640232752e-01      -1.274268339550e+00       1.063550691240e-02       5.051458248696e-03      -9.558617871113e-01       1.081701464350e-02       3.447181935491e-11       3.289010467979e-11       5.846002186173e-11       2.386257889372e-08       1.076518482630e-02 
       1.072625855130e-05       5.289265521601e+00      -1.324415777873e+00       1.572314030477e-02       1.090920769939e-06       2.727301924847e-06       1.071776860697e-11       5.454603849695e-07      -9.933118338923e-01       1.572314085943e-02       6.092295118336e-01       6.829830303729e-01      -1.324059613351e+00       1.552180338412e-02       1.113090146109e-02      -9.938460135215e-01       1.612508806495e-02       3.853092006971e-10       3.676295730309e-10       4.359520033218e-10       1.196893102436e-07       1.595301401019e-02 
       1.611845662026e-05       7.904912258929e+00      -1.431195509961e+00       2.260261484010e-02       3.557980428027e-06       8.894951070067e-06       7.893418115384e-11       1.778990214013e-06      -1.073396637913e+00       2.260261896591e-02       6.026217168898e-01       6.730579742343e-01      -1.429436932676e+00       2.194222678209e-02       2.400199526628e-02      -1.076031630044e+00       2.392335677871e-02       4.252958165156e-09       4.057814784885e-09       3.209748455910e-09       5.959368267017e-07       2.335854778789e-02 
       2.424192675700e-05       1.179331961446e+01      -1.653064546237e+00       3.091252871679e-02       1.089025770143e-05       2.722564425359e-05       5.464961038610e-10       5.445128850717e-06      -1.239798469163e+00       3.091255877644e-02       5.884825513493e-01       6.525562250545e-01      -1.644595335973e+00       2.881667930550e-02       4.937961416553e-02      -1.252581684482e+00       3.517192060978e-02       4.593781950595e-08       4.383002636443e-08       2.308251628133e-08       2.927322352988e-06       3.335458602026e-02 
       3.487651556366e-05       1.679331961446e+01      -2.023691427415e+00       3.710760236552e-02       2.712605092500e-05       6.781512731249e-05       2.817522510803e-09       1.356302546250e-05      -1.517769054705e+00       3.710777236007e-02       5.634476364916e-01       6.173658660907e-01      -1.990857695152e+00       3.159465339472e-02       8.598960620820e-02      -1.568590924961e+00       4.883392157926e-02       3.687901409533e-07       3.518695016777e-07       1.285158311443e-07       1.181540770346e-05       4.385096326853e-02 
       4.572356936918e-05       2.179331961446e+01      -2.447620405076e+00       3.720243691571e-02       4.689912317775e-05       1.172478079444e-04       8.372586031000e-09       2.344956158887e-05      -1.835717531173e+00       3.720303040481e-02       5.318359545548e-01       5.742073629500e-01      -2.362063753173e+00       2.668514549500e-02       1.161220289291e-01      -1.974076271959e+00       6.136300006461e-02       1.675222050630e-06       1.598369145201e-06       4.422908740369e-07       3.273030178834e-05       5.114900552837e-02 
