#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407247302807e-06       7.008535414087e-01      -1.231727406734e+00       2.151706100488e-03       2.494855519513e-09       6.237138798782e-09       4.068005270203e-16       1.247427759756e-09      -9.237955550504e-01       2.151706100488e-03       6.148464197291e-01       6.923197626613e-01      -1.231727406734e+00       2.151234598111e-03       2.012914757998e-04      -9.237955550504e-01       2.152660452099e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       4.485006680755e-11       2.152660452099e-03 
       2.111298889976e-06       1.050853541414e+00      -1.234477082074e+00       3.224373428271e-03       8.397165850587e-09       2.099291462647e-08       3.081963042601e-15       4.198582925294e-09      -9.258578115555e-01       3.224373428392e-03       6.146501964274e-01       6.919459782627e-01      -1.234476635291e+00       3.222782983835e-03       4.520449464064e-04      -9.258584890330e-01       3.227586706913e-03       7.182847338319e-14       6.417764973105e-14       5.243643147457e-13       2.268454865122e-10       3.226572675742e-03 
       3.167909242257e-06       1.575322023041e+00      -1.239609665798e+00       4.825445270704e-03       2.808741001980e-08       7.021852504950e-08       2.320878540478e-14       1.404370500990e-08      -9.297072493488e-01       4.825445271888e-03       6.143360286822e-01       6.913665998188e-01      -1.239606961804e+00       4.820084289101e-03       1.014206007809e-03      -9.297113421088e-01       4.836250155377e-03       1.069683071385e-12       9.557455740233e-13       4.200039316497e-12       1.146740848318e-09       4.831773022985e-03 
       4.754019365115e-06       2.360833417516e+00      -1.250338723730e+00       7.204630073338e-03       9.469692957404e-08       2.367423239351e-07       1.762191279004e-13       4.734846478702e-08      -9.377540428008e-01       7.204630082897e-03       6.136929399658e-01       6.902598622502e-01      -1.250324632930e+00       7.186582067485e-03       2.270217553484e-03      -9.377753142415e-01       7.240889089047e-03       1.248204900656e-11       1.115252120230e-11       3.181209524451e-11       5.789889543262e-09       7.225395521304e-03 
       7.135857037601e-06       3.536435381533e+00      -1.273389378467e+00       1.070557830371e-02       3.184253791401e-07       7.960634478502e-07       1.335042873272e-12       1.592126895700e-07      -9.550420338931e-01       1.070557837717e-02       6.122987743088e-01       6.880091354415e-01      -1.273318014025e+00       1.064499317015e-02       5.057456215351e-03      -9.551494058649e-01       1.082685155384e-02       1.411889945809e-10       1.261502243586e-10       2.393377037051e-10       2.917362350006e-08       1.077485411960e-02 
       1.071457560569e-05       5.293892996472e+00      -1.323185719899e+00       1.574686689992e-02       1.051079732056e-06       2.627699330141e-06       9.935297270673e-12       5.255398660282e-07      -9.923892904128e-01       1.574686745415e-02       6.092475888371e-01       6.833213523889e-01      -1.322828018222e+00       1.554479983111e-02       1.115498532627e-02      -9.929256975755e-01       1.615020366759e-02       1.582306113328e-09       1.413766625739e-09       1.788746744821e-09       1.464518674855e-07       1.597719174956e-02 
       1.609589985801e-05       7.916872042597e+00      -1.429973547724e+00       2.265447000714e-02       3.428378505312e-06       8.570946263281e-06       7.313319435975e-11       1.714189252656e-06      -1.072480166249e+00       2.265447413208e-02       6.025938412367e-01       6.734745397923e-01      -1.428202281463e+00       2.199015619892e-02       2.408619584619e-02      -1.075133688495e+00       2.398280213211e-02       1.753248047622e-08       1.566501343881e-08       1.321205220535e-08       7.300436409985e-07       2.341308448961e-02 
       2.419714434220e-05       1.182218034598e+01      -1.653113778557e+00       3.100586497108e-02       1.049148186566e-05       2.622870466414e-05       5.057784504363e-10       5.245740932828e-06      -1.239835393682e+00       3.100589504636e-02       5.882648660754e-01       6.529044927190e-01      -1.644548592530e+00       2.889088299859e-02       4.963288862676e-02      -1.252761597315e+00       3.530374438063e-02       1.904208507512e-07       1.701385992478e-07       9.544259189760e-08       3.591430764060e-06       3.346218788043e-02 
       3.472489790505e-05       1.682218034598e+01      -2.025318571714e+00       3.718354138939e-02       2.598890809413e-05       6.497227023532e-05       2.580270548222e-09       1.299445404706e-05      -1.518989411054e+00       3.718371003154e-02       5.628851490607e-01       6.174645516316e-01      -1.992191878010e+00       3.162907252090e-02       8.629160245075e-02      -1.570261124889e+00       4.899880964512e-02       1.521870538657e-06       1.359783484828e-06       5.293534004079e-07       1.440871882703e-05       4.394879024382e-02 
       4.542765399807e-05       2.182218034598e+01      -2.451967154128e+00       3.722280251322e-02       4.467134402535e-05       1.116783600634e-04       7.590404050591e-09       2.233567201268e-05      -1.838977570094e+00       3.722338733251e-02       5.306964883824e-01       5.737131986003e-01      -2.365742028843e+00       2.663323930305e-02       1.163746256079e-01      -1.978424038218e+00       6.155590073025e-02       6.895053670348e-06       6.160823555916e-06       1.817478106294e-06       3.971437576535e-05       5.119472482568e-02 
       5.630581402845e-05       2.682218034598e+01      -2.881013617222e+00       3.062243358037e-02       5.680090114206e-05       1.420022528552e-04       1.482712557894e-08       2.840045057103e-05      -2.160767406522e+00       3.062395358941e-02       4.930236022548e-01       5.239148127034e-01      -2.705036695528e+00       1.427299877636e-02       1.283716003437e-01      -2.464219819415e+00       7.276518313650e-02       2.232227459774e-05       1.994608877299e-05       4.684206763719e-06       8.810740097039e-05       5.490767030975e-02 
       6.736003073115e-05       3.182218034598e+01      -3.259174718967e+00       1.759143644505e-02       4.699104424567e-05       1.174776106142e-04       1.755556884534e-08       2.349552212284e-05      -2.444399763381e+00       1.759468192689e-02       4.512945590036e-01       4.704010256979e-01      -2.956575256743e+00      -3.779117735334e-03       1.136428570984e-01      -3.013507952586e+00       8.247379058240e-02       5.772898739486e-05       5.158760448049e-05       9.942710538323e-06       1.701575855197e-04       5.513678327436e-02 
       7.859128031484e-05       3.682218034598e+01      -3.537136326175e+00      -9.939176671919e-04      -1.990061860661e-06      -4.975154651652e-06      -1.012070022460e-09      -9.950309303305e-07      -2.652893593294e+00      -9.879312745179e-04       4.069819304545e-01       4.154259341272e-01      -3.081796006531e+00      -2.487874121381e-02       6.843691907945e-02      -3.611763966882e+00       9.058814112315e-02       1.269377854057e-04       1.134473490984e-04       1.830377224276e-05       2.992415096093e-04       5.223867219942e-02 
       9.000094050019e-05       4.182218034598e+01      -3.674190115283e+00      -2.369222142975e-02      -1.065584220515e-04      -2.663960551288e-04      -7.106849756192e-08      -5.327921102576e-05      -2.755723020075e+00      -2.368239478753e-02       3.615436839073e-01       3.610413637072e-01      -3.062462103102e+00      -4.590746448244e-02      -5.095100201136e-03      -4.244750611176e+00       9.707373871072e-02       2.466333646271e-04       2.204622866816e-04       3.016858195442e-05       4.927623872048e-04       4.681300420338e-02 
       1.015908745955e-04       4.682218034598e+01      -3.641911839464e+00      -4.864547888019e-02      -2.880269093387e-04      -7.200672733468e-04      -2.447584714668e-07      -1.440134546694e-04      -2.731575089625e+00      -4.863086555989e-02       3.163661386886e-01       3.090008051004e-01      -2.902326894698e+00      -6.383888738172e-02      -9.909783439311e-02      -4.899095845260e+00       1.019525227275e-01       4.343696477176e-04       3.883796034590e-04       4.546210130367e-05       7.732474811225e-04       3.961773842821e-02 
       1.133635217143e-04       5.182218034598e+01      -3.426603626747e+00      -7.375811229185e-02      -5.516508558538e-04      -1.379127139635e-03      -5.837224246229e-07      -2.758254279269e-04      -2.570180110569e+00      -7.373822974023e-02       2.727115477391e-01       2.606970161867e-01      -2.624966558000e+00      -7.626415989024e-02      -2.013782242756e-01      -5.562750777871e+00       1.052979343989e-01       7.059518104956e-04       6.314392733331e-04       6.355660393006e-05       1.168678847956e-03       3.147568520725e-02 
       1.253219931822e-04       5.682218034598e+01      -3.030350512949e+00      -9.688896084212e-02      -8.658937449226e-04      -2.164734362306e-03      -1.119738811643e-06      -4.329468724613e-04      -2.273102398302e+00      -9.686413300938e-02       2.316729374418e-01       2.171344345416e-01      -2.268381929141e+00      -8.177972302782e-02      -2.976537797593e-01      -6.225313358240e+00       1.072279820294e-01       1.072728717384e-03       9.599801978655e-04       8.331505965484e-05       1.711494603383e-03       2.318414377006e-02 
       1.374701751039e-04       6.182218034598e+01      -2.470672684259e+00      -1.160389410072e-01      -1.257029946612e-03      -3.142574866530e-03      -1.956099821805e-06      -6.285149733059e-04      -1.853477786550e+00      -1.160106124640e-01       1.941386843049e-01       1.789339556945e-01      -1.877542299770e+00      -8.017028528695e-02      -3.742170473628e-01      -6.878216098670e+00       1.078966982500e-01       1.539411712514e-03       1.378516159056e-03       1.032560791126e-04       2.436002927359e-03       1.543788950972e-02 
