# Matter power spectrum P(k) at redshift z=0.545455
# for k=9.94319e-06 to 1.02179 h/Mpc,
# number of wavenumbers equal to 113
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.943191315163e-06       2.524441985447e+01 
       1.251773622099e-05       3.153658955118e+01 
       1.575889622674e-05       3.939704657819e+01 
       1.983927492167e-05       4.921664282705e+01 
       2.497616735046e-05       6.148360507752e+01 
       3.144313176672e-05       7.680776115482e+01 
       3.958455760752e-05       9.595076072808e+01 
       4.983400548673e-05       1.198637424652e+02 
       6.273729587874e-05       1.497342189156e+02 
       7.898157604899e-05       1.870443117994e+02 
       9.943191315163e-05       2.336428425415e+02 
       1.251773622099e-04       2.918341012584e+02 
       1.575889622674e-04       3.644862376996e+02 
       1.983927492167e-04       4.551618659377e+02 
       2.497616735046e-04       5.682721775456e+02 
       3.144313176672e-04       7.092529177711e+02 
       3.958455760752e-04       8.847552647255e+02 
       4.983400548673e-04       1.102836906991e+03 
       6.273729587874e-04       1.373130092987e+03 
       7.898157604899e-04       1.706955459828e+03 
       9.943191315163e-04       2.117329260694e+03 
       1.251773622099e-03       2.618731592832e+03 
       1.575889622674e-03       3.226059042376e+03 
       1.983927492167e-03       3.953618820380e+03 
       2.497616735046e-03       4.812783554898e+03 
       3.144313176672e-03       5.808469431764e+03 
       3.958455760752e-03       6.933990110263e+03 
       4.983400548673e-03       8.164437550781e+03 
       6.273729587874e-03       9.449010847698e+03 
       7.898157604899e-03       1.070183938818e+04 
       9.943191315163e-03       1.179376500361e+04 
       1.251773622099e-02       1.254806820005e+04 
       1.575889622672e-02       1.274880439280e+04 
       1.983927480200e-02       1.218855844168e+04 
       2.497606954364e-02       1.079410707007e+04 
       3.142878784479e-02       8.807559822701e+03 
       3.908181493312e-02       6.914263892383e+03 
       4.563787605983e-02       5.877606793880e+03 
       5.037511100535e-02       5.399140885548e+03 
       5.426490849565e-02       5.114589870326e+03 
       5.773007324086e-02       4.904977609828e+03 
       6.095767750549e-02       4.722027080333e+03 
       6.404615018527e-02       4.541999802541e+03 
       6.705426000852e-02       4.352613609215e+03 
       7.002048710836e-02       4.148366703575e+03 
       7.297188251346e-02       3.928462368584e+03 
       7.592858627787e-02       3.695600206698e+03 
       7.890633083836e-02       3.455024182957e+03 
       8.191792095366e-02       3.213608980334e+03 
       8.497415520721e-02       2.978934177047e+03 
       8.808442455500e-02       2.758379680834e+03 
       9.125711486866e-02       2.558312273283e+03 
       9.449988555998e-02       2.383437061139e+03 
       9.781986705393e-02       2.236358773310e+03 
       1.012238034558e-01       2.117356875515e+03 
       1.047181571869e-01       2.024341742850e+03 
       1.083091865906e-01       1.952961140222e+03 
       1.120030039265e-01       1.896870970776e+03 
       1.158056188942e-01       1.848253378856e+03 
       1.197229713469e-01       1.798698280760e+03 
       1.237609558873e-01       1.740490332571e+03 
       1.279254403912e-01       1.668139010354e+03 
       1.322222800741e-01       1.579737335257e+03 
       1.366573284320e-01       1.477613231311e+03 
       1.412364461989e-01       1.367894289683e+03 
       1.459655093403e-01       1.259003443303e+03 
       1.494768310912e-01       1.185787929117e+03 
       1.508504170266e-01       1.159517594627e+03 
       1.558971004783e-01       1.076027415538e+03 
       1.611115335485e-01       1.011564162475e+03 
       1.664997458852e-01       9.649112569376e+02 
       1.720678395047e-01       9.308953464418e+02 
       1.778220095997e-01       9.019711090727e+02 
       1.837685703999e-01       8.697737863554e+02 
       1.899139869058e-01       8.279000945414e+02 
       1.962649133288e-01       7.753794960528e+02 
       2.028282391025e-01       7.167369126304e+02 
       2.096111433819e-01       6.593579723427e+02 
       2.166211590412e-01       6.098386895012e+02 
       2.238662473215e-01       5.715301174278e+02 
       2.313548844812e-01       5.434389128416e+02 
       2.390961620955e-01       5.205697941833e+02 
       2.470999030453e-01       4.966021591722e+02 
       2.553767957730e-01       4.676688065561e+02 
       2.639385500980e-01       4.343640243069e+02 
       2.727980788271e-01       4.010357873187e+02 
       2.819697106505e-01       3.724815211691e+02 
       2.914694414667e-01       3.501198061673e+02 
       3.013152334870e-01       3.315712634529e+02 
       3.115273744310e-01       3.130379202102e+02 
       3.221289131343e-01       2.923686795906e+02 
       3.331461933978e-01       2.708978881837e+02 
       3.446095155517e-01       2.513764877022e+02 
       3.565539659956e-01       2.350486409701e+02 
       3.690204704210e-01       2.204149463938e+02 
       3.820571489276e-01       2.055457766058e+02 
       3.957210846449e-01       1.903657077891e+02 
       4.100806680428e-01       1.762188115475e+02 
       4.252187574033e-01       1.636053400683e+02 
       4.412370200999e-01       1.517224847413e+02 
       4.582620216726e-01       1.398447156726e+02 
       4.764539694747e-01       1.285053024222e+02 
       4.960196078535e-01       1.180637023399e+02 
       5.172318267432e-01       1.078922762382e+02 
       5.404605517348e-01       9.802290673564e+01 
       5.662234531254e-01       8.862038450041e+01 
       5.952733155457e-01       7.939214217863e+01 
       6.287574081849e-01       7.037695579461e+01 
       6.685283328571e-01       6.140582705012e+01 
       7.177985313996e-01       5.237662974971e+01 
       7.826300869455e-01       4.309314490031e+01 
       8.754581428718e-01       3.337591900505e+01 
       1.021788606361e+00       2.335894135414e+01 
