# Matter power spectrum P(k) at redshift z=0
# for k=1.13577e-05 to 1.16558 h/Mpc,
# number of wavenumbers equal to 113
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.135772854613e-05       4.540341043075e+01 
       1.429853308698e-05       5.672021077042e+01 
       1.800078665458e-05       7.085766263188e+01 
       2.266164775173e-05       8.851873841653e+01 
       2.852932422778e-05       1.105815491416e+02 
       3.591629125167e-05       1.381429211634e+02 
       4.521593175413e-05       1.725727592258e+02 
       5.692348550322e-05       2.155818113491e+02 
       7.166242242791e-05       2.693060307506e+02 
       9.021764466522e-05       3.364113888329e+02 
       1.135772854613e-04       4.202236816381e+02 
       1.429853308698e-04       5.248884835825e+02 
       1.800078665458e-04       6.555667003912e+02 
       2.266164775173e-04       8.186707142572e+02 
       2.852932422778e-04       1.022144154125e+03 
       3.591629125167e-04       1.275783819043e+03 
       4.521593175413e-04       1.591594240411e+03 
       5.692348550322e-04       1.984153669252e+03 
       7.166242242791e-04       2.470955337396e+03 
       9.021764466522e-04       3.072661075592e+03 
       1.135772854613e-03       3.813124779037e+03 
       1.429853308698e-03       4.718882741959e+03 
       1.800078665458e-03       5.817666666656e+03 
       2.266164775173e-03       7.136015029617e+03 
       2.852932422778e-03       8.694499858485e+03 
       3.591629125167e-03       1.050073296728e+04 
       4.521593175413e-03       1.254001574280e+04 
       5.692348550322e-03       1.476343704412e+04 
       7.166242242791e-03       1.707329815009e+04 
       9.021764466522e-03       1.930933769958e+04 
       1.135772854613e-02       2.124878174003e+04 
       1.429853308698e-02       2.262462367234e+04 
       1.800078665455e-02       2.314475349666e+04 
       2.266164758373e-02       2.253040208762e+04 
       2.852919395707e-02       2.064886525210e+04 
       3.589798683799e-02       1.778505223790e+04 
       4.459849071153e-02       1.486540192233e+04 
       5.196816378089e-02       1.311841208631e+04 
       5.730684434525e-02       1.221730289650e+04 
       6.170382196296e-02       1.162983342634e+04 
       6.562708551463e-02       1.117200970071e+04 
       6.928477697008e-02       1.076681111674e+04 
       7.278686246950e-02       1.037559126577e+04 
       7.619919250246e-02       9.977815139133e+03 
       7.956497940723e-02       9.563604363253e+03 
       8.291465400994e-02       9.130393258703e+03 
       8.627090536897e-02       8.681032454049e+03 
       8.965147875833e-02       8.222377072133e+03 
       9.307083241954e-02       7.763989677606e+03 
       9.654117048734e-02       7.316837365226e+03 
       1.000731146191e-01       6.891978425453e+03 
       1.036761560819e-01       6.499303720526e+03 
       1.073589688948e-01       6.146420787937e+03 
       1.111296318968e-01       5.837769782342e+03 
       1.149957892590e-01       5.574037975650e+03 
       1.189647682499e-01       5.351912675443e+03 
       1.230436666026e-01       5.164200744213e+03 
       1.272394178138e-01       5.000367438970e+03 
       1.315588401525e-01       4.847583734006e+03 
       1.360086734976e-01       4.692367957963e+03 
       1.405956070353e-01       4.522781902166e+03 
       1.453263001191e-01       4.330858819286e+03 
       1.502073981183e-01       4.114616827973e+03 
       1.552455447572e-01       3.878878717461e+03 
       1.604473922354e-01       3.634387989253e+03 
       1.609269391696e-01       3.612284179073e+03 
       1.658196102863e-01       3.395301991927e+03 
       1.713688952403e-01       3.175713736063e+03 
       1.771019801057e-01       2.986112686537e+03 
       1.830256466479e-01       2.830647977314e+03 
       1.891467404229e-01       2.705885974272e+03 
       1.954721897081e-01       2.601537912105e+03 
       2.020090292661e-01       2.503291082664e+03 
       2.087644298672e-01       2.397989196681e+03 
       2.157457345049e-01       2.276561860954e+03 
       2.229605022498e-01       2.138813640975e+03 
       2.304165607231e-01       1.994197800968e+03 
       2.381220682350e-01       1.856744519255e+03 
       2.460855867381e-01       1.737735148040e+03 
       2.543161669052e-01       1.640680892258e+03 
       2.628234468789e-01       1.560985748590e+03 
       2.716177665690e-01       1.488647418566e+03 
       2.807102998295e-01       1.413038493117e+03 
       2.901132074596e-01       1.329166230638e+03 
       2.998398147914e-01       1.240611773627e+03 
       3.099048187069e-01       1.155939413573e+03 
       3.203245303597e-01       1.082459692436e+03 
       3.311171617696e-01       1.021067140283e+03 
       3.423031669839e-01       9.656329526811e+02 
       3.539056518845e-01       9.092376900087e+02 
       3.659508713163e-01       8.500380438884e+02 
       3.784688385120e-01       7.917879701691e+02 
       3.914940805530e-01       7.394241212668e+02 
       4.050665859636e-01       6.933425754580e+02 
       4.192330082505e-01       6.499639392797e+02 
       4.340482150125e-01       6.061644348646e+02 
       4.495773105837e-01       5.632414354224e+02 
       4.658983182491e-01       5.236862451338e+02 
       4.831057980453e-01       4.872972921950e+02 
       5.013158189524e-01       4.520493747790e+02 
       5.206729371629e-01       4.176097212445e+02 
       5.413602235183e-01       3.850787789399e+02 
       5.636140637298e-01       3.543692558103e+02 
       5.877466842896e-01       3.243955208070e+02 
       6.141816757891e-01       2.955300362837e+02 
       6.435123800104e-01       2.676993466005e+02 
       6.766026350046e-01       2.403861481686e+02 
       7.147708590103e-01       2.135788519977e+02 
       7.601498209438e-01       1.868237014409e+02 
       8.164458334871e-01       1.597482242879e+02 
       8.906702025142e-01       1.317671763315e+02 
       9.972315551558e-01       1.023193485199e+02 
       1.165583384145e+00       7.180150658934e+01 
