#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407763163983e-06       7.009818197221e-01      -1.231873056633e+00       2.151959786307e-03       2.863246215316e-09       7.158115538290e-09       5.357455062698e-16       1.431623107658e-09      -9.239047924748e-01       2.151959786307e-03       6.148416107772e-01       6.922834312436e-01      -1.231873056633e+00       2.151488196606e-03       2.013563214813e-04      -9.239047924748e-01       2.152914712687e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       7.021330278454e-08       2.152914712687e-03 
       2.112137000101e-06       1.050981819712e+00      -1.234692944073e+00       3.224448164889e-03       9.637296467435e-09       2.409324116859e-08       4.059196128155e-15       4.818648233717e-09      -9.260197080549e-01       3.224448165010e-03       6.146434169195e-01       6.918921136502e-01      -1.234692497310e+00       3.222858005172e-03       4.521256372887e-04      -9.260203858695e-01       3.227662878324e-03       2.217576753812e-11       4.429791774752e-11       1.618789150054e-10       3.550844483061e-07       3.226648965375e-03 
       3.169310522887e-06       1.575370748064e+00      -1.239929451494e+00       4.824879175104e-03       3.223246903106e-08       8.058117257765e-08       3.056777349903e-14       1.611623451553e-08      -9.299470886212e-01       4.824879176288e-03       6.143262523894e-01       6.912866068378e-01      -1.239926749039e+00       4.819522067348e-03       1.014169070622e-03      -9.299511821906e-01       4.835686369889e-03       3.300803241993e-10       6.593628755876e-10       1.296017683438e-09       1.794677508089e-06       4.831211592893e-03 
       4.756443649514e-06       2.360585248505e+00      -1.250806295770e+00       7.202281853969e-03       1.086651580554e-07       2.716628951385e-07       2.321109746967e-13       5.433257902770e-08      -9.381047218308e-01       7.202281863537e-03       6.136792421917e-01       6.901419529920e-01      -1.250792224838e+00       7.184261498272e-03       2.269409950679e-03      -9.381259872561e-01       7.238536050816e-03       3.848526152396e-09       7.687768835254e-09       9.809423057837e-09       9.058818590607e-06       7.223061175871e-03 
       7.140213331095e-06       3.535346937136e+00      -1.274050982459e+00       1.069879684136e-02       3.653619536069e-07       9.134048840171e-07       1.758678050424e-12       1.826809768034e-07      -9.555382368874e-01       1.069879691489e-02       6.122813627140e-01       6.878384415848e-01      -1.273979809771e+00       1.063837725955e-02       5.053278838493e-03      -9.556455001122e-01       1.081999160517e-02       4.347768237703e-08       8.685151558272e-08       7.372265123260e-08       4.562628543864e-05       1.076811055639e-02 
       1.072271826640e-05       5.290669348054e+00      -1.324049418955e+00       1.572987384974e-02       1.205852766694e-06       3.014631916734e-06       1.309015298268e-11       6.029263833468e-07      -9.930370647048e-01       1.572987440463e-02       6.092316074843e-01       6.830837986180e-01      -1.323693357145e+00       1.552871660325e-02       1.113818764969e-02      -9.935723459265e-01       1.613264363311e-02       4.863326832918e-07       9.715616127166e-07       5.500848936048e-07       2.289096435260e-04       1.596028090524e-02 
       1.611174422892e-05       7.908512369044e+00      -1.430866469549e+00       2.261590568067e-02       3.932656465998e-06       9.831641164994e-06       9.638551580855e-11       1.966328232999e-06      -1.073149857614e+00       2.261590981155e-02       6.026010736328e-01       6.731724584683e-01      -1.429108260347e+00       2.195630145592e-02       2.402721082802e-02      -1.075793558145e+00       2.394089406646e-02       5.372675640469e-06       1.073636641215e-05       4.052011190210e-06       1.140146423582e-03       2.337453648021e-02 
       2.422948792124e-05       1.180180439001e+01      -1.653266958883e+00       3.092822237315e-02       1.203359087380e-05       3.008397718450e-05       6.669977372539e-10       6.016795436901e-06      -1.239950278838e+00       3.092825250649e-02       5.883647245133e-01       6.526026988745e-01      -1.644799653464e+00       2.883613333431e-02       4.945296959184e-02      -1.252798071212e+00       3.520829626824e-02       5.804057120037e-05       1.161573490247e-04       2.910726218608e-05       5.602785646600e-03       3.338267658768e-02 
       3.484028821413e-05       1.680180439001e+01      -2.024877741099e+00       3.707937194467e-02       2.990833978255e-05       7.477084945639e-05       3.427649700071e-09       1.495416989128e-05      -1.518658790970e+00       3.707954224421e-02       5.630791930494e-01       6.171626726579e-01      -1.992126261371e+00       3.159053855806e-02       8.606802558941e-02      -1.569737953946e+00       4.886744112935e-02       4.627209317558e-04       9.315060889912e-04       1.603292641807e-04       2.257060744771e-02       4.385214479273e-02 
       4.567160893832e-05       2.180180439001e+01      -2.450451560212e+00       3.706449724822e-02       5.154739439001e-05       1.288684859750e-04       1.015172834320e-08       2.577369719501e-05      -1.837840902359e+00       3.706509233579e-02       5.309847986081e-01       5.734660028296e-01      -2.365284592286e+00       2.662147141959e-02       1.161483733619e-01      -1.976945631240e+00       6.136599244234e-02       2.070801108565e-03       4.229170496728e-03       5.380216057788e-04       6.234566560304e-02       5.103540467855e-02 
