# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2
# for k=1.02491e-05 to 1.06509 h/Mpc,
# number of wavenumbers equal to 113
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:delta_phi_scf       8:delta_phi_over_phi_scf    9:delta_phi_prime_scf    10:d_tot                 11:phi                   12:psi                
       1.024911905144e-05      -5.567336412964e-04      -4.176335179704e-04      -4.176335300229e-04      -5.567302686999e-04      -4.796737411914e-04       2.548892451512e-06      -5.761109044462e-03       3.740035156428e-10      -4.177430190810e-04       5.912305244901e-01       5.907514101796e-01 
       1.290287642236e-05      -8.822598285438e-04      -6.619040671201e-04      -6.619040973935e-04      -8.822513576884e-04      -7.600244034587e-04       4.039349186146e-06      -9.129940434265e-03       5.925940325436e-10      -6.620775407189e-04       5.912299888289e-01       5.907509563198e-01 
       1.624375901335e-05      -1.398027579397e-03      -1.049046113573e-03      -1.049046189611e-03      -1.398006304452e-03      -1.204037221197e-03       6.400996658576e-06      -1.446795828171e-02       9.387925703085e-10      -1.049320864934e-03       5.912291399038e-01       5.907502370192e-01 
       2.044968100497e-05      -2.215071410424e-03      -1.662623189384e-03      -1.662623380367e-03      -2.215017981654e-03      -1.906963589334e-03       1.014253813907e-05      -2.292509892810e-02       1.486867002186e-09      -1.663058174439e-03       5.912277945569e-01       5.907490970580e-01 
       2.574462308024e-05      -3.509011976186e-03      -2.635073004556e-03      -2.635073484212e-03      -3.508877814846e-03      -3.019053164517e-03       1.606890744561e-05      -3.632107617838e-02       2.353967537996e-09      -2.635761238049e-03       5.912256625941e-01       5.907472904701e-01 
       3.241056021278e-05      -5.557293018744e-03      -4.176291258206e-03      -4.176292462765e-03      -5.556956202405e-03      -4.776642160452e-03       2.545260811282e-05      -5.753299706079e-02       3.724366351397e-09      -4.177379094253e-03       5.912222843403e-01       5.907444275506e-01 
       4.080247786236e-05      -8.797385944698e-03      -6.618930353725e-03      -6.618933378316e-03      -8.796540623195e-03      -7.549805234643e-03       4.030227290937e-05      -9.110323949817e-02       5.886611845382e-09      -6.620647078510e-03       5.912169316082e-01       5.907398906899e-01 
       5.136727624509e-05      -1.391700702698e-02      -1.049018407619e-02      -1.049019166914e-02      -1.391488655023e-02      -1.191382486995e-02       6.378094453437e-05      -1.441870498828e-01       9.289253363909e-09      -1.049288639436e-02       5.912084527015e-01       5.907327026468e-01 
       6.466756939959e-05      -2.199203572923e-02      -1.662553613340e-02      -1.662555518822e-02      -2.198672075524e-02      -1.875235003526e-02       1.008506544799e-04      -2.280149090070e-01       1.462127379068e-08      -1.662977264349e-02       5.911950254189e-01       5.907213157191e-01 
       8.141164643611e-05      -3.469251327274e-02      -2.634898308249e-02      -2.634903087522e-02      -3.467920802344e-02      -2.939584826167e-02       1.592478664966e-04      -3.601108630789e-01       2.292003965986e-08      -2.635558145523e-02       5.911737715458e-01       5.907032817388e-01 
       1.024911905144e-04      -5.457805849499e-02      -4.175852720270e-02      -4.175864697127e-02      -5.454481704750e-02      -4.577938096729e-02       2.509154617676e-04      -5.675628442936e-01       3.569431549182e-08      -4.176869520259e-02       5.911401538270e-01       5.906747325797e-01 
       1.290287642236e-04      -8.549018168176e-02      -6.617829904970e-02      -6.617859877867e-02      -8.540739401172e-02      -7.054296372167e-02       3.939913126381e-04      -8.916000381563e-01       5.500250621792e-08      -6.619369351423e-02       5.910870417894e-01       5.906295673248e-01 
       1.624375901335e-04      -1.329918548659e-01      -1.048742425314e-01      -1.048749909983e-01      -1.327867021996e-01      -1.068344181981e-01       6.152746757881e-04      -1.393367718888e+00       8.329891951821e-08      -1.048968583108e-01       5.910032846924e-01       5.905581906355e-01 
       2.044968100497e-04      -2.046390181657e-01      -1.661862109631e-01      -1.661880735932e-01      -2.041346587339e-01      -1.571795558466e-01       9.524982041576e-04      -2.159535865480e+00       1.225527985130e-07      -1.662176843214e-01       5.908715800349e-01       5.904455788537e-01 
       2.574462308024e-04      -3.094662046870e-01      -2.633168164918e-01      -2.633214267746e-01      -3.082417822026e-01      -2.199330906610e-01       1.454138790305e-03      -3.302946737624e+00       1.714809953736e-07      -2.633561391225e-01       5.906654067467e-01       5.902683757384e-01 
       3.241056021278e-04      -4.552520072896e-01      -4.171533626823e-01      -4.171646767746e-01      -4.523383703769e-01      -2.803296397248e-01       2.170826257657e-03      -4.945468667505e+00       2.185702612616e-07      -4.171907556358e-01       5.903448868746e-01       5.899906771998e-01 
       4.080247786236e-04      -6.409513165737e-01      -6.607085291806e-01      -6.607359251594e-01      -6.342348793311e-01      -2.918189005119e-01       3.125446239712e-03      -7.154574774767e+00       2.275241234154e-07      -6.607110974186e-01       5.898518186836e-01       5.895582618524e-01 
       5.136727624509e-04      -8.416645625676e-01      -1.046083656583e+00      -1.046148618649e+00      -8.269445820348e-01      -1.477980914211e-01       4.240879831899e-03      -9.785159562461e+00       1.152230207379e-07      -1.045966424233e+00       5.891050119445e-01       5.888914971868e-01 
