# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=50
# for k=9.00321e-06 to 1.13606 h/Mpc,
# number of wavenumbers equal to 114
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:delta_phi_scf       8:delta_phi_over_phi_scf    9:delta_phi_prime_scf    10:d_tot                 11:phi                   12:psi                
       9.003207192964e-06      -3.440515463602e-05      -2.580413559576e-05      -2.580413607374e-05      -3.440513224902e-05      -3.117884736266e-05      -3.731229062090e-07      -3.362144111039e-04      -2.555601195700e-10      -2.591985119764e-05       6.063921508513e-01       5.986530116518e-01 
       1.133436632287e-05      -5.452814897338e-05      -4.089678897974e-05      -4.089679018036e-05      -5.452809274021e-05      -4.941443906378e-05      -5.913569295987e-07      -5.328612358091e-04      -4.050297141630e-10      -4.108018154410e-05       6.063918931105e-01       5.986528279802e-01 
       1.426912179045e-05      -8.642042207894e-05      -6.481701772573e-05      -6.481702074156e-05      -8.642028082925e-05      -7.831490986917e-05      -9.372306216520e-07      -8.445219554332e-04      -6.419148915364e-10      -6.510766454238e-05       6.063914852668e-01       5.986525375159e-01 
       1.796376002598e-05      -1.369649532980e-04      -1.027279880795e-04      -1.027279956549e-04      -1.369645985014e-04      -1.241162958984e-04      -1.485391795570e-06      -1.338460497495e-03      -1.017329824870e-09      -1.031886050754e-04       6.063908388435e-01       5.986520771341e-01 
       2.261503398808e-05      -2.170693328733e-04      -1.628127330877e-04      -1.628127521163e-04      -2.170684416904e-04      -1.966997556378e-04      -2.354137699442e-06      -2.121272668463e-03      -1.612266191503e-09      -1.635426935895e-04       6.063898142000e-01       5.986513473358e-01 
       2.847064097618e-05      -3.440179202071e-04      -2.580404008257e-04      -2.580404486234e-04      -3.440156817605e-04      -3.117193442627e-04      -3.730934048386e-06      -3.361881214062e-03      -2.555033572044e-09      -2.591971388330e-04       6.063881905227e-01       5.986501909483e-01 
       3.584241341498e-05      -5.451970281967e-04      -4.089654913239e-04      -4.089656113861e-04      -5.451914058856e-04      -4.939694079613e-04      -5.912822654289e-06      -5.327947013378e-03      -4.048860369693e-09      -4.107983669328e-04       6.063856172542e-01       5.986483582451e-01 
       4.512292506815e-05      -8.639920742645e-04      -6.481641532647e-04      -6.481644548467e-04      -8.639779532994e-04      -7.827065468629e-04      -9.370411804479e-06      -8.443531341198e-03      -6.415515187576e-09      -6.510679838382e-04       6.063815390620e-01       5.986454536633e-01 
       5.680639702278e-05      -1.369116687397e-03      -1.027264750163e-03      -1.027265507701e-03      -1.369081223673e-03      -1.240048385394e-03      -1.484914531187e-05      -1.338035181602e-02      -1.016414668966e-08      -1.031864295202e-03       6.063750759917e-01       5.986408503833e-01 
       7.151501676444e-05      -2.169355047514e-03      -1.628089326458e-03      -1.628091229300e-03      -2.169265992682e-03      -1.964194200293e-03      -2.352939477821e-05      -2.120204908067e-02      -1.609964413769e-08      -1.635372292530e-03       6.063648337741e-01       5.986335550719e-01 
