#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407352482092e-06       7.008797012232e-01      -1.231757184598e+00       2.151758057799e-03       2.379764807240e-09       5.949412018100e-09       3.701244557882e-16       1.189882403620e-09      -9.238178884487e-01       2.151758057799e-03       6.148455785854e-01       6.923123347251e-01      -1.231757184598e+00       2.151286446425e-03       2.013046997114e-04      -9.238178884487e-01       2.152712435428e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.641865208109e-08       2.152712435428e-03 
       2.111469780554e-06       1.050879701211e+00      -1.234521339327e+00       3.224389665323e-03       8.010119591878e-09       2.002529897970e-08       2.804249930660e-15       4.005059795939e-09      -9.258910044950e-01       3.224389665444e-03       6.146489893444e-01       6.919349345904e-01      -1.234520892435e+00       3.222798818008e-03       4.520614328201e-04      -9.258916819572e-01       3.227602775673e-03       1.330352760061e-11       7.257892484298e-12       9.711766466523e-11       8.304108875314e-08       3.226588768397e-03 
       3.168195023000e-06       1.575331943502e+00      -1.239675353348e+00       4.825333255245e-03       2.679139118327e-08       6.697847795817e-08       2.111674899285e-14       1.339569559163e-08      -9.297565150113e-01       4.825333256429e-03       6.143342713498e-01       6.913501688364e-01      -1.239672648708e+00       4.819970740213e-03       1.014198602877e-03      -9.297606072164e-01       4.836136287481e-03       1.980983578391e-10       1.080748456539e-10       7.778174199727e-10       4.197706165344e-07       4.831659635857e-03 
       4.754514201191e-06       2.360782657482e+00      -1.250435217512e+00       7.204164085845e-03       9.032654124486e-08       2.258163531122e-07       1.603377023438e-13       4.516327062243e-08      -9.378264131379e-01       7.204164095406e-03       6.136904173588e-01       6.902355335889e-01      -1.250421123421e+00       7.186110043014e-03       2.270053013010e-03      -9.378476778358e-01       7.240410432358e-03       2.311206289796e-09       1.260905753620e-09       5.890520355211e-09       2.119299392125e-06       7.224920681634e-03 
       7.136749224417e-06       3.536212318465e+00      -1.273528055352e+00       1.070424764420e-02       3.037263355219e-07       7.593158388049e-07       1.214762287459e-12       1.518631677610e-07      -9.551460415572e-01       1.070424771766e-02       6.122952310855e-01       6.879733971951e-01      -1.273456674860e+00       1.064363788896e-02       5.056601586339e-03      -9.552533497554e-01       1.082544629958e-02       2.613613317216e-08       1.425890229672e-08       4.430740089406e-08       1.067762941055e-05       1.077347267512e-02 
       1.071626495740e-05       5.293227929979e+00      -1.323377424482e+00       1.574361588046e-02       1.002551441631e-06       2.506378604078e-06       9.040688982785e-12       5.012757208155e-07      -9.925330688496e-01       1.574361643455e-02       6.092423717943e-01       6.832690645888e-01      -1.323019647666e+00       1.554144506044e-02       1.115151760157e-02      -9.930689338703e-01       1.614654447732e-02       2.927894677736e-07       1.597366066703e-07       3.310235192887e-07       5.359436389019e-05       1.597366594558e-02 
       1.609934595051e-05       7.915112873171e+00      -1.430226704310e+00       2.264742458122e-02       3.270167351208e-06       8.175418378019e-06       6.655710466278e-11       1.635083675604e-06      -1.072670033684e+00       2.264742870360e-02       6.025827258315e-01       6.733953141937e-01      -1.428455120829e+00       2.198266373943e-02       2.407369571789e-02      -1.075319196062e+00       2.397361763831e-02       3.241944807119e-06       1.768788633065e-06       2.443356701364e-06       2.670909948305e-04       2.340459893808e-02 
       2.420534144814e-05       1.181763270771e+01      -1.653469234971e+00       3.099260261589e-02       1.000877444687e-05       2.502193611719e-05       4.604805661539e-10       5.004387223437e-06      -1.240101985897e+00       3.099263266097e-02       5.882202788229e-01       6.527609524540e-01      -1.644903334882e+00       2.887571015026e-02       4.959153117673e-02      -1.252993921134e+00       3.527952244277e-02       3.515694310198e-05       1.918615847215e-05       1.761969578947e-05       1.313046351590e-03       3.344141299244e-02 
       3.476178675106e-05       1.681763270771e+01      -2.026546241639e+00       3.716836164171e-02       2.482755474481e-05       6.206888686202e-05       2.355841714661e-09       1.241377737240e-05      -1.519910163472e+00       3.716853044599e-02       5.626580575222e-01       6.170802315971e-01      -1.993377934373e+00       3.160166070892e-02       8.622842301775e-02      -1.571044059443e+00       4.894993299785e-02       2.805434390688e-04       1.532480511668e-04       9.740970521190e-05       5.265440719193e-03       4.390749137641e-02 
       4.552938612991e-05       2.181763270771e+01      -2.455116762150e+00       3.719073953500e-02       4.275617751770e-05       1.068904437942e-04       6.959698698145e-09       2.137808875885e-05      -1.841339781081e+00       3.719132698903e-02       5.300313255448e-01       5.728123717818e-01      -2.368695883681e+00       2.656428813267e-02       1.162601014495e-01      -1.980370939577e+00       6.144073179191e-02       1.264517089115e-03       6.923747560217e-04       3.313966058423e-04       1.447634779850e-02       5.108762387684e-02 
