# Matter power spectrum P(k) at redshift z=0.133333
# for k=1.06336e-05 to 1.11961 h/Mpc,
# number of wavenumbers equal to 113
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.063364052829e-05       3.840675004787e+01 
       1.338696028094e-05       4.797962820314e+01 
       1.685318448436e-05       5.993849022211e+01 
       2.121690221702e-05       7.487797479014e+01 
       2.671049736055e-05       9.354086466425e+01 
       3.362652388886e-05       1.168549426238e+02 
       4.233328543399e-05       1.459789660662e+02 
       5.329444879759e-05       1.823599674213e+02 
       6.709373589884e-05       2.278045723642e+02 
       8.446600909526e-05       2.845675752294e+02 
       1.063364052829e-04       3.554615724089e+02 
       1.338696028094e-04       4.439919318345e+02 
       1.685318448436e-04       5.545215508735e+02 
       2.121690221702e-04       6.924693143600e+02 
       2.671049736055e-04       8.645442190978e+02 
       3.362652388886e-04       1.079012787413e+03 
       4.233328543399e-04       1.345989660476e+03 
       5.329444879759e-04       1.677729955522e+03 
       6.709373589884e-04       2.088887817066e+03 
       8.446600909526e-04       2.596683213705e+03 
       1.063364052829e-03       3.220855926716e+03 
       1.338696028094e-03       3.983142887068e+03 
       1.685318448436e-03       4.905931810267e+03 
       2.121690221702e-03       6.009777640400e+03 
       2.671049736055e-03       7.307774888723e+03 
       3.362652388886e-03       8.803280940393e+03 
       4.233328543399e-03       1.047646788496e+04 
       5.329444879759e-03       1.227526572894e+04 
       6.709373589884e-03       1.410267059810e+04 
       8.446600909526e-03       1.580861823023e+04 
       1.063364052829e-02       1.718631137013e+04 
       1.338696028094e-02       1.796953484208e+04 
       1.685318448436e-02       1.786583491826e+04 
       2.121690221159e-02       1.668092368642e+04 
       2.671048757732e-02       1.446295661622e+04 
       3.362378567211e-02       1.158936174104e+04 
       4.216627860010e-02       8.760120516960e+03 
       5.079319511306e-02       6.922695224562e+03 
       5.702892463483e-02       6.111545803214e+03 
       6.190133748910e-02       5.672187745029e+03 
       6.612858647721e-02       5.368602903982e+03 
       7.000758792508e-02       5.118153441998e+03 
       7.368491212388e-02       4.884493301711e+03 
       7.724418396819e-02       4.650127144256e+03 
       8.073834367700e-02       4.407313279554e+03 
       8.420363779282e-02       4.154277880551e+03 
       8.766647575116e-02       3.893233501734e+03 
       9.114711451815e-02       3.629052103820e+03 
       9.466178502381e-02       3.368177185932e+03 
       9.822399076740e-02       3.117641402541e+03 
       1.018453380230e-01       2.884175961026e+03 
       1.055360869120e-01       2.673451211906e+03 
       1.093055287250e-01       2.489496591114e+03 
       1.131622509797e-01       2.334326673369e+03 
       1.171143275527e-01       2.207768259560e+03 
       1.211694573575e-01       2.107457867037e+03 
       1.253350667857e-01       2.028981502953e+03 
       1.296183860633e-01       1.966166459821e+03 
       1.340265064775e-01       1.911586420813e+03 
       1.385664233752e-01       1.857363335338e+03 
       1.432450684885e-01       1.796291300582e+03 
       1.480693342525e-01       1.723148849148e+03 
       1.527183872938e-01       1.641949123769e+03 
       1.530460921878e-01       1.635869960578e+03 
       1.581822070248e-01       1.536135714320e+03 
       1.634845479888e-01       1.429056051607e+03 
       1.689599984893e-01       1.321924159619e+03 
       1.746154653528e-01       1.222384155331e+03 
       1.804578886657e-01       1.136551080793e+03 
       1.864942532529e-01       1.067577052616e+03 
       1.927316027894e-01       1.014956491819e+03 
       1.991770575246e-01       9.746807260005e+02 
       2.058378365897e-01       9.404108933757e+02 
       2.127212858466e-01       9.050205695467e+02 
       2.198349122410e-01       8.627691436550e+02 
       2.271864256279e-01       8.120299229575e+02 
       2.347837890654e-01       7.556593329093e+02 
       2.426352786250e-01       6.992236042019e+02 
       2.507495538524e-01       6.482630274713e+02 
       2.591357401562e-01       6.062839127252e+02 
       2.678035246055e-01       5.735113316493e+02 
       2.767632669173e-01       5.466140695486e+02 
       2.860261278239e-01       5.205536510321e+02 
       2.956042175711e-01       4.916615797631e+02 
       3.055107680432e-01       4.594513559223e+02 
       3.157603330061e-01       4.265642401747e+02 
       3.263690222687e-01       3.967411661076e+02 
       3.373547773012e-01       3.717580918181e+02 
       3.487376981526e-01       3.506116888376e+02 
       3.605404345952e-01       3.307541572370e+02 
       3.727886585842e-01       3.100430822656e+02 
       3.855116408042e-01       2.886963143347e+02 
       3.987429619252e-01       2.684339242083e+02 
       4.125214001999e-01       2.505340237942e+02 
       4.268920526976e-01       2.344782685993e+02 
       4.419077701346e-01       2.190026147442e+02 
       4.576310186450e-01       2.035922352600e+02 
       4.741363319664e-01       1.887831092419e+02 
       4.915135944224e-01       1.751370836541e+02 
       5.098725158532e-01       1.624913030437e+02 
       5.293488542591e-01       1.501964128963e+02 
       5.501132647025e-01       1.382941585139e+02 
       5.723842058885e-01       1.271350221681e+02 
       5.964473178228e-01       1.164738951878e+02 
       6.226855011091e-01       1.061307181212e+02 
       6.516274514724e-01       9.619705065820e+01 
       6.840296050185e-01       8.655717225955e+01 
       7.210220825827e-01       7.711540300394e+01 
       7.643854950933e-01       6.779772656049e+01 
       8.171157144062e-01       5.845794606411e+01 
       8.846714190928e-01       4.892533778410e+01 
       9.779116574115e-01       3.900065496695e+01 
       1.119612921940e+00       2.861057904001e+01 
