# Matter power spectrum P(k) at redshift z=0.02
# for k=9.05385e-06 to 1.14305 h/Mpc,
# number of wavenumbers equal to 114
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.053847577371e-06       7.524321813667e+01 
       1.139811878966e-05       9.399756346102e+01 
       1.434938139096e-05       1.174263016030e+02 
       1.806480087660e-05       1.466943745146e+02 
       2.274223688255e-05       1.832569322565e+02 
       2.863077993249e-05       2.289315153693e+02 
       3.604401641650e-05       2.859880796014e+02 
       4.537672820986e-05       3.572611653275e+02 
       5.712591624747e-05       4.462894435777e+02 
       7.191726763596e-05       5.574889016177e+02 
       9.053847577371e-05       6.963669528729e+02 
       1.139811878966e-04       8.697855425107e+02 
       1.434938139096e-04       1.086281381976e+03 
       1.806480087660e-04       1.356449893788e+03 
       2.274223688255e-04       1.693394803077e+03 
       2.863077993249e-04       2.113235540802e+03 
       3.604401641650e-04       2.635647870164e+03 
       4.537672820986e-04       3.284389254439e+03 
       5.712591624747e-04       4.087729991793e+03 
       7.191726763596e-04       5.078656780762e+03 
       9.053847577371e-04       6.294505865847e+03 
       1.139811878966e-03       7.775329565716e+03 
       1.434938139096e-03       9.561659069433e+03 
       1.806480087660e-03       1.168815792582e+04 
       2.274223688256e-03       1.417506194748e+04 
       2.863077993249e-03       1.701590179491e+04 
       3.604401641650e-03       2.016000870052e+04 
       4.537672820986e-03       2.349358153450e+04 
       5.712591624747e-03       2.682401587336e+04 
       7.191726763596e-03       2.985993283827e+04 
       9.053847577371e-03       3.220460144699e+04 
       1.139811878966e-02       3.341244990664e+04 
       1.434938139094e-02       3.305950903284e+04 
       1.806480075048e-02       3.077809614825e+04 
       2.274213757582e-02       2.648520446428e+04 
       2.861665123590e-02       2.088554528355e+04 
       3.556206896054e-02       1.582358239217e+04 
       4.146444296494e-02       1.320025882661e+04 
       4.573692300977e-02       1.207620173559e+04 
       4.925267238322e-02       1.147778108087e+04 
       5.238818863556e-02       1.108857999209e+04 
       5.531066838808e-02       1.077648759499e+04 
       5.810833979084e-02       1.047265671822e+04 
       6.083399091021e-02       1.013769415771e+04 
       6.352224002075e-02       9.750095648416e+03 
       6.619745346548e-02       9.301592236162e+03 
       6.887779102885e-02       8.794731005488e+03 
       7.157745054793e-02       8.240954126567e+03 
       7.430799638346e-02       7.658485157745e+03 
       7.707918736362e-02       7.069827648928e+03 
       7.989951496459e-02       6.498975569671e+03 
       8.277656547831e-02       5.968620687739e+03 
       8.571727081891e-02       5.497712856416e+03 
       8.872808635399e-02       5.099664386402e+03 
       9.181511942426e-02       4.781301493043e+03 
       9.498422362722e-02       4.542438710572e+03 
       9.824106875788e-02       4.375829375574e+03 
       1.015911930812e-01       4.267341136898e+03 
       1.050400425631e-01       4.196522535942e+03 
       1.085930003584e-01       4.138089427905e+03 
       1.122554089814e-01       4.064943606059e+03 
       1.160325870045e-01       3.952862587644e+03 
       1.199298417420e-01       3.786043653003e+03 
       1.239524791232e-01       3.561752086415e+03 
       1.246261216351e-01       3.520010902271e+03 
       1.281058117854e-01       3.292068018331e+03 
       1.323951663118e-01       3.001457419428e+03 
       1.368258904662e-01       2.720436325912e+03 
       1.414033612348e-01       2.477350017403e+03 
       1.461329944567e-01       2.291184740672e+03 
       1.510202568081e-01       2.167471608516e+03 
       1.560706808938e-01       2.097398206384e+03 
       1.612898841907e-01       2.060901035747e+03 
       1.666835925865e-01       2.026281804271e+03 
       1.722576692565e-01       1.963619546684e+03 
       1.780181496341e-01       1.856670808773e+03 
       1.839712832602e-01       1.710636097034e+03 
       1.901235833435e-01       1.549010227558e+03 
       1.964818849497e-01       1.401774821074e+03 
       2.030534128659e-01       1.291717654845e+03 
       2.098458603722e-01       1.224707873960e+03 
       2.168674804166e-01       1.187799988695e+03 
       2.241271910537e-01       1.155953255619e+03 
       2.316346974917e-01       1.104973508822e+03 
       2.394006337485e-01       1.026237646204e+03 
       2.474367277759e-01       9.331672151357e+02 
       2.557559950530e-01       8.498632353939e+02 
       2.643729671581e-01       7.919967345309e+02 
       2.733039638413e-01       7.569172480024e+02 
       2.825674198163e-01       7.268597265800e+02 
       2.921842811524e-01       6.846489283772e+02 
       3.021784911644e-01       6.292160459270e+02 
       3.125775926804e-01       5.747958507558e+02 
       3.234134834091e-01       5.345611396945e+02 
       3.347233752300e-01       5.062430860691e+02 
       3.465510287874e-01       4.769301215378e+02 
       3.589483652809e-01       4.399808803787e+02 
       3.719776035741e-01       4.028448054152e+02 
       3.857141423323e-01       3.738229458643e+02 
       4.002505205106e-01       3.494469763758e+02 
       4.157019747418e-01       3.219885456255e+02 
       4.322144234174e-01       2.937350481399e+02 
       4.499762482486e-01       2.703310880712e+02 
       4.692362210135e-01       2.477464714803e+02 
       4.903317652731e-01       2.240085325923e+02 
       5.137353913149e-01       2.027743314799e+02 
       5.401347840938e-01       1.814696796513e+02 
       5.705790685035e-01       1.607078440728e+02 
       6.067645006480e-01       1.400476422292e+02 
       6.516369486673e-01       1.193549732746e+02 
       7.107651615385e-01       9.801620245773e+01 
       7.955871795333e-01       7.571442960618e+01 
       9.295080668685e-01       5.279477539349e+01 
       1.143053685223e+00       3.244855516920e+01 
