# Matter power spectrum P(k) at redshift z=50
# for k=8.81186e-06 to 1.11467 h/Mpc,
# number of wavenumbers equal to 114
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       8.811855594169e-06       5.671622856468e-02 
       1.109346893256e-05       7.085281157749e-02 
       1.396584994415e-05       8.851292379965e-02 
       1.758196339199e-05       1.105747710172e-01 
       2.213438050342e-05       1.381354162178e-01 
       2.786553409007e-05       1.725652889599e-01 
       3.508062897921e-05       2.155762492704e-01 
       4.416389528365e-05       2.693065396626e-01 
       5.559905005640e-05       3.364267664633e-01 
       6.999505698762e-05       4.202720076143e-01 
       8.811855594169e-05       5.250062759730e-01 
       1.109346893256e-04       6.558268419542e-01 
       1.396584994415e-04       8.192172434045e-01 
       1.758196339199e-04       1.023258929506e+00 
       2.213438050342e-04       1.278011841829e+00 
       2.786553409007e-04       1.595972629338e+00 
       3.508062897921e-04       1.992613222961e+00 
       4.416389528365e-04       2.486987429091e+00 
       5.559905005640e-04       3.102360082397e+00 
       6.999505698762e-04       3.866745988929e+00 
       8.811855594169e-04       4.813117541117e+00 
       1.109346893256e-03       5.978663793167e+00 
       1.396584994415e-03       7.402728745327e+00 
       1.758196339199e-03       9.121847711782e+00 
       2.213438050342e-03       1.115974275871e+01 
       2.786553409007e-03       1.351303288387e+01 
       3.508062897921e-03       1.613433090756e+01 
       4.416389528365e-03       1.891948023488e+01 
       5.559905005640e-03       2.169879337001e+01 
       6.999505698762e-03       2.421965021475e+01 
       8.811855594169e-03       2.616119495150e+01 
       1.109346893256e-02       2.714603062898e+01 
       1.396584994415e-02       2.670100156749e+01 
       1.758196336674e-02       2.450373420340e+01 
       2.213435084080e-02       2.057361214022e+01 
       2.785968815622e-02       1.560499686534e+01 
       3.481539516025e-02       1.112012477597e+01 
       4.126074786726e-02       8.747632808789e+00 
       4.587267516582e-02       7.848977740526e+00 
       4.957774044497e-02       7.432582837338e+00 
       5.284047576296e-02       7.190543941285e+00 
       5.585952399448e-02       7.005901877269e+00 
       5.873643951421e-02       6.821635286027e+00 
       6.153062710550e-02       6.606778179264e+00 
       6.428039286488e-02       6.345495188736e+00 
       6.701234300978e-02       6.033123915359e+00 
       6.974609129104e-02       5.673725690561e+00 
       7.249683121622e-02       5.278065174929e+00 
       7.527684008590e-02       4.861829979929e+00 
       7.809640723434e-02       4.443404707455e+00 
       8.096443259105e-02       4.041437617411e+00 
       8.388882682572e-02       3.672732192233e+00 
       8.687678694336e-02       3.350576697422e+00 
       8.993499081873e-02       3.083641508943e+00 
       9.306973728369e-02       2.875541779175e+00 
       9.628704861341e-02       2.724884671146e+00 
       9.959274640103e-02       2.625501770052e+00 
       1.029925081937e-01       2.566707155810e+00 
       1.064919099725e-01       2.533708464932e+00 
       1.100964580772e-01       2.508590541466e+00 
       1.138116132087e-01       2.472366954501e+00 
       1.176428084932e-01       2.408243136139e+00 
       1.215954631678e-01       2.305499831120e+00 
       1.256749931595e-01       2.162678966409e+00 
       1.298868196411e-01       1.988585909365e+00 
       1.300390117035e-01       1.982018538204e+00 
       1.342363765269e-01       1.800281913937e+00 
       1.387291177894e-01       1.618485668312e+00 
       1.433705254325e-01       1.461992020172e+00 
       1.481661189243e-01       1.343094368767e+00 
       1.531214668717e-01       1.265215753754e+00 
       1.582422017101e-01       1.222869147337e+00 
       1.635340381681e-01       1.203079945544e+00 
       1.690027962676e-01       1.185666917508e+00 
       1.746544296155e-01       1.151872366277e+00 
       1.804950597558e-01       1.091165178981e+00 
       1.865310173746e-01       1.005680381796e+00 
       1.927688911965e-01       9.086202863735e-01 
       1.992155854862e-01       8.179697174091e-01 
       2.058783871948e-01       7.483904562354e-01 
       2.127650439596e-01       7.047466921659e-01 
       2.198838544263e-01       6.806524929186e-01 
       2.272437727025e-01       6.621652669397e-01 
       2.348545292242e-01       6.346713381806e-01 
       2.427267709447e-01       5.915602492512e-01 
       2.508722245817e-01       5.388733939884e-01 
       2.593038877635e-01       4.894576155545e-01 
       2.680362543615e-01       4.528978687085e-01 
       2.770855822383e-01       4.296544267737e-01 
       2.864702142234e-01       4.114082366876e-01 
       2.962109666404e-01       3.886366196773e-01 
       3.063316045027e-01       3.587651431884e-01 
       3.168594291430e-01       3.278155681579e-01 
       3.278260133934e-01       3.030228962944e-01 
       3.392681327801e-01       2.849578058338e-01 
       3.512289605845e-01       2.682574889788e-01 
       3.637596232898e-01       2.486154659266e-01 
       3.769212561738e-01       2.277836338900e-01 
       3.907877654597e-01       2.101219047454e-01 
       4.054496086588e-01       1.956785369624e-01 
       4.210190752933e-01       1.807771919750e-01 
       4.376378349233e-01       1.650612969655e-01 
       4.554880107135e-01       1.512072036027e-01 
       4.748089166822e-01       1.385314073050e-01 
       4.959232404547e-01       1.254787848067e-01 
       5.192796743455e-01       1.132498915387e-01 
       5.455256626676e-01       1.015246631230e-01 
       5.756385999134e-01       8.986405886880e-02 
       6.111783544570e-01       7.850623138238e-02 
       6.548111499869e-01       6.708796737997e-02 
       7.114858873938e-01       5.543918219497e-02 
       7.912181782751e-01       4.334730123638e-02 
       9.148819831512e-01       3.085186260345e-02 
       1.114671358925e+00       1.930387077849e-02 
