# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=9.62926e-06 to 1.21482 h/Mpc,
# number of wavenumbers equal to 114
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:delta_phi_scf       8:delta_phi_over_phi_scf    9:delta_phi_prime_scf    10:d_tot                 11:phi                   12:psi                
       9.629258972225e-06      -1.305030698296e-03      -9.792876709472e-04      -9.792876938430e-04      -1.305012013223e-03      -3.511235655640e-03      -2.178637447838e-06      -5.134402007596e-04       7.226775248588e-10      -9.793735426393e-04       4.501138480183e-01       4.500023356835e-01 
       1.212251881688e-05      -2.067696872582e-03      -1.552065207070e-03      -1.552065264578e-03      -2.067649948851e-03      -5.563052590760e-03      -3.451532430335e-06      -8.134237781130e-04       1.145281507280e-09      -1.552201163409e-03       4.501134069983e-01       4.500019445139e-01 
       1.526134699352e-05      -3.275478212150e-03      -2.459854677151e-03      -2.459854821592e-03      -3.275360389044e-03      -8.812120994165e-03      -5.466857063462e-06      -1.288375994350e-03       1.814934672854e-09      -2.460069799085e-03       4.501127081088e-01       4.500013245981e-01 
       1.921289754836e-05      -5.187265206596e-03      -3.898599638823e-03      -3.898600001588e-03      -5.186969423342e-03      -1.395441252019e-02      -8.655715688367e-06      -2.039895350721e-03       2.875938787953e-09      -3.898939694595e-03       4.501116006445e-01       4.500003422135e-01 
       2.418760495782e-05      -8.211178013352e-03      -6.178845709613e-03      -6.178846620630e-03      -8.210435735651e-03      -2.208649187654e-02      -1.369663051654e-05      -3.227889399000e-03       4.556699296981e-09      -6.179382429532e-03       4.501098459362e-01       4.499987855295e-01 
       3.045039053184e-05      -1.298854879047e-02      -9.792764498235e-03      -9.792766785771e-03      -1.298668704197e-02      -3.493006991975e-02      -2.165313435327e-05      -5.103001263678e-03       7.218461983240e-09      -9.793609543794e-03       4.501070661770e-01       4.499963190814e-01 
       3.833477043959e-05      -2.052207966825e-02      -1.552037026421e-02      -1.552037600692e-02      -2.051741417128e-02      -5.517327740918e-02      -3.418117958556e-05      -8.055489786068e-03       1.143185279773e-08      -1.552169554393e-02       4.501026636755e-01       4.499924118004e-01 
       4.826061666170e-05      -3.236667384332e-02      -2.459783913445e-02      -2.459785354628e-02      -3.235499833153e-02      -8.697518102404e-02      -5.383138256581e-05      -1.268645955718e-02       1.809637469104e-08      -2.459990446448e-02       4.500956942137e-01       4.499862238435e-01 
       6.075651670427e-05      -5.090155894204e-02      -3.898421979432e-02      -3.898425594272e-02      -5.087240455866e-02      -1.366754639110e-01      -8.446274897753e-05      -1.990536371013e-02       2.862507451804e-08      -3.898740550999e-02       4.500846683240e-01       4.499764281370e-01 
       7.648792281111e-05      -7.968751489935e-02      -6.178399810121e-02      -6.178408869343e-02      -7.961496713997e-02      -2.136989707107e-01      -1.317391304870e-04      -3.104700402183e-02       4.522468919262e-08      -6.178882921328e-02       4.500672433016e-01       4.499609318311e-01 
