# Matter power spectrum P(k) at redshift z=2
# for k=9.71893e-06 to 1.01143 h/Mpc,
# number of wavenumbers equal to 113
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.718932848598e-06       1.102903749910e+10 
       1.223541153862e-05       1.377802503439e+10 
       1.540347050973e-05       1.721218277429e+10 
       1.939182045452e-05       2.150227104680e+10 
       2.441285555115e-05       2.686159329497e+10 
       3.073396422780e-05       3.355658120983e+10 
       3.869176857155e-05       4.191999980769e+10 
       4.871005068198e-05       5.236740749004e+10 
       6.132232061332e-05       6.541764679921e+10 
       7.720022773030e-05       8.171830054773e+10 
       9.718932848598e-05       1.020772130158e+11 
       1.223541153862e-04       1.275013181872e+11 
       1.540347050973e-04       1.592440709740e+11 
       1.939182045452e-04       1.988626141024e+11 
       2.441285555115e-04       2.482851898504e+11 
       3.073396422780e-04       3.098878104582e+11 
       3.869176857155e-04       3.865762333562e+11 
       4.871005068198e-04       4.818642332946e+11 
       6.132232061332e-04       5.999320890446e+11 
       7.720022773030e-04       7.456420688885e+11 
       9.718932848598e-04       9.244834771172e+11 
       1.223541153862e-03       1.142409763275e+12 
       1.540347050973e-03       1.405436511011e+12 
       1.939182045452e-03       1.718928321047e+12 
       2.441285555115e-03       2.086276994325e+12 
       3.073396422780e-03       2.507199357001e+12 
       3.869176857155e-03       2.975236242502e+12 
       4.871005068198e-03       3.474958034763e+12 
       6.132232061332e-03       3.978789972824e+12 
       7.720022773030e-03       4.444669746576e+12 
       9.718932848598e-03       4.814679412769e+12 
       1.223541153862e-02       5.016245311909e+12 
       1.540347050973e-02       4.975005506965e+12 
       1.939182043396e-02       4.628837685316e+12 
       2.441282949391e-02       3.969079839326e+12 
       3.072850016056e-02       3.118060578649e+12 
       3.843036562620e-02       2.329943722163e+12 
       4.568276389438e-02       1.881170080850e+12 
       5.087186706850e-02       1.693139362571e+12 
       5.502074674503e-02       1.593176139159e+12 
       5.866506527102e-02       1.526002197511e+12 
       6.203236711839e-02       1.470864295040e+12 
       6.523827241476e-02       1.417878456730e+12 
       6.835011978647e-02       1.361894471326e+12 
       7.141119123605e-02       1.300435399896e+12 
       7.445147310623e-02       1.232845151770e+12 
       7.749302519548e-02       1.159827636734e+12 
       8.055290596320e-02       1.083095406660e+12 
       8.364487901602e-02       1.005030741490e+12 
       8.678046433645e-02       9.283399528367e+11 
       8.996961512055e-02       8.557144402712e+11 
       9.322116968329e-02       7.895261207865e+11 
       9.654316238002e-02       7.315864960482e+11 
       9.994304288985e-02       6.829876574854e+11 
       1.034278340168e-01       6.440245926948e+11 
       1.070042470743e-01       6.141816611762e+11 
       1.106787672752e-01       5.921635149278e+11 
       1.144577174560e-01       5.759669450515e+11 
       1.183473058652e-01       5.630191888886e+11 
       1.223536620788e-01       5.504301408114e+11 
       1.264828640001e-01       5.353930828306e+11 
       1.307409581797e-01       5.157053915588e+11 
       1.351339752029e-01       4.902867880732e+11 
       1.396679415700e-01       4.595060414009e+11 
       1.443209698369e-01       4.253573557771e+11 
       1.443488892825e-01       4.251503366175e+11 
       1.491828642106e-01       3.899947647965e+11 
       1.541759342254e-01       3.570894577268e+11 
       1.593341980262e-01       3.289890695136e+11 
       1.646637955584e-01       3.071478297658e+11 
       1.701709208936e-01       2.916091596116e+11 
       1.758618384309e-01       2.810145470964e+11 
       1.817429032679e-01       2.730339775030e+11 
       1.878205865849e-01       2.647051176461e+11 
       1.941015068858e-01       2.535051605794e+11 
       2.005924679494e-01       2.385036791897e+11 
       2.073005043718e-01       2.206757245343e+11 
       2.142329356296e-01       2.022819016754e+11 
       2.213974296793e-01       1.857582108418e+11 
       2.288020772390e-01       1.727594509888e+11 
       2.364554780937e-01       1.635114783756e+11 
       2.443668410412e-01       1.566888078484e+11 
       2.525460994786e-01       1.501524239790e+11 
       2.610040451433e-01       1.421782850613e+11 
       2.697524832144e-01       1.323917796819e+11 
       2.788044128950e-01       1.219485128366e+11 
       2.881742388037e-01       1.125916003674e+11 
       2.978780201061e-01       1.052441034626e+11 
       3.079337664437e-01       9.954485771787e+10 
       3.183617925695e-01       9.427587560476e+10 
       3.291851474528e-01       8.838011986991e+10 
       3.404301388906e-01       8.190681153535e+10 
       3.521269819641e-01       7.571816724754e+10 
       3.643106099477e-01       7.052838094560e+10 
       3.770217009258e-01       6.611950888970e+10 
       3.903079946311e-01       6.181418167205e+10 
       4.042260054362e-01       5.730258919265e+10 
       4.188432847748e-01       5.292060055934e+10 
       4.342414591907e-01       4.902587166978e+10 
       4.505203852127e-01       4.550144707239e+10 
       4.678039484709e-01       4.198702068182e+10 
       4.862483449761e-01       3.853473497180e+10 
       5.060542175476e-01       3.537502929881e+10 
       5.274849772051e-01       3.236272439786e+10 
       5.508954236398e-01       2.940123960540e+10 
       5.767782686579e-01       2.658793287910e+10 
       6.058433717825e-01       2.385385399240e+10 
       6.391603134224e-01       2.117449577883e+10 
       6.784320785736e-01       1.853110336603e+10 
       7.265611266929e-01       1.588079149482e+10 
       7.889167749725e-01       1.317294198673e+10 
       8.763332125075e-01       1.035335695921e+10 
       1.011434885021e+00       7.425709331913e+09 
