#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407747485275e-06       7.009779207207e-01      -1.231868657722e+00       2.151952161590e-03       2.755601657037e-09       6.889004142592e-09       4.962209316503e-16       1.377800828518e-09      -9.239014932917e-01       2.151952161590e-03       6.148418308211e-01       6.922845285073e-01      -1.231868657722e+00       2.151480537695e-03       2.013543502856e-04      -9.239014932917e-01       2.152907033648e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.695692034786e-10       2.152907033648e-03 
       2.112111523380e-06       1.050977920712e+00      -1.234686477130e+00       3.224446360246e-03       9.281417151760e-09       2.320354287940e-08       3.762331914600e-15       4.640708575880e-09      -9.260148578475e-01       3.224446360366e-03       6.146437178657e-01       6.918937273496e-01      -1.234686030321e+00       3.222856005423e-03       4.521231997209e-04      -9.260155356178e-01       3.227660843630e-03       1.756290651988e-13       7.556632742082e-14       1.282061303151e-12       8.575524332395e-10       3.226646927252e-03 
       3.169267894208e-06       1.575369272148e+00      -1.239919836555e+00       4.824898100633e-03       3.102079559569e-08       7.755198898924e-08       2.831261324001e-14       1.551039779785e-08      -9.299398774168e-01       4.824898101817e-03       6.143266963356e-01       6.912890121990e-01      -1.239917133665e+00       4.819539934934e-03       1.014170284704e-03      -9.299439706705e-01       4.835704285399e-03       2.614232238091e-12       1.124802032003e-12       1.026445304886e-11       4.334288619161e-09       4.831229437783e-03 
       4.756369639854e-06       2.360592854319e+00      -1.250791975246e+00       7.202360441187e-03       1.045806228014e-07       2.614515570035e-07       2.149866748373e-13       5.229031140069e-08      -9.380939814383e-01       7.202360450755e-03       6.136799313701e-01       6.901455653776e-01      -1.250777900737e+00       7.184334517312e-03       2.269434995213e-03      -9.381152448201e-01       7.238610063185e-03       3.048110970630e-11       1.311483110534e-11       7.769252843590e-11       2.187795149019e-08       7.223134633641e-03 
       7.140078350665e-06       3.535380585881e+00      -1.274029357834e+00       1.069903779478e-02       3.516307511767e-07       8.790768779418e-07       1.628928138600e-12       1.758153755884e-07      -9.555220184186e-01       1.069903786831e-02       6.122825772974e-01       6.878440186790e-01      -1.273958156922e+00       1.063858949541e-02       5.053409369292e-03      -9.556292682623e-01       1.082021136767e-02       3.443691408443e-10       1.481685953957e-10       5.839273545028e-10       1.101934206781e-07       1.076832700151e-02 
       1.072245099324e-05       5.290771907642e+00      -1.324014270570e+00       1.573057483454e-02       1.160547513515e-06       2.901368783788e-06       1.212439809144e-11       5.802737567576e-07      -9.930107034153e-01       1.573057538931e-02       6.092345058578e-01       6.830933265579e-01      -1.323657991091e+00       1.552927185515e-02       1.113873114045e-02      -9.935458959243e-01       1.613324564715e-02       3.852490601025e-09       1.657576453417e-09       4.357625065867e-09       5.528569519267e-07       1.596086678117e-02 
       1.611111268005e-05       7.908801827935e+00      -1.430794836904e+00       2.261810575243e-02       3.784999903344e-06       9.462499758359e-06       8.927422013309e-11       1.892499951672e-06      -1.073096133129e+00       2.261810988153e-02       6.026112824024e-01       6.731935027135e-01      -1.429034972557e+00       2.195777264786e-02       2.402933732400e-02      -1.075739263187e+00       2.394264140817e-02       4.257605339480e-08       1.831882459581e-08       3.211677871784e-08       2.753737115890e-06       2.337624024620e-02 
       2.422738014934e-05       1.180269032602e+01      -1.653061103429e+00       3.093637371578e-02       1.158259503430e-05       2.895648758576e-05       6.177715471578e-10       5.791297517152e-06      -1.239795887220e+00       3.093640382464e-02       5.884096313736e-01       6.526688418827e-01      -1.644581214297e+00       2.884068252967e-02       4.946170548956e-02      -1.252640674313e+00       3.521458269931e-02       4.606975781704e-07       1.982208062062e-07       2.312984483138e-07       1.353319255246e-05       3.338941496887e-02 
       3.482734761317e-05       1.680269032602e+01      -2.024115357335e+00       3.710741607962e-02       2.878580875278e-05       7.196452188196e-05       3.172695255297e-09       1.439290437639e-05      -1.518087002430e+00       3.710758600913e-02       5.632607448447e-01       6.173949896192e-01      -1.991300593105e+00       3.160553210904e-02       8.608730011388e-02      -1.569139830818e+00       4.888701106804e-02       3.692985544727e-06       1.588968453464e-06       1.286113452368e-06       5.451512463926e-05       4.388238248196e-02 
       4.562797006566e-05       2.180269032602e+01      -2.448660061925e+00       3.714412959010e-02       4.962300077589e-05       1.240575019397e-04       9.387597079610e-09       2.481150038795e-05      -1.836497271840e+00       3.714472197783e-02       5.314586414836e-01       5.740396251677e-01      -2.363281885659e+00       2.666753537614e-02       1.162030566238e-01      -1.975503710777e+00       6.142438735103e-02       1.675981107714e-05       7.211365244936e-06       4.422225066739e-06       1.507606472958e-04       5.116288211225e-02 
