#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407110465901e-06       7.008195084339e-01      -1.231688534032e+00       2.151638100569e-03       3.136275727582e-09       7.840689318954e-09       6.428886613323e-16       1.568137863791e-09      -9.237664005237e-01       2.151638100569e-03       6.148471349502e-01       6.923294593332e-01      -1.231688534032e+00       2.151166912704e-03       2.012742728536e-04      -9.237664005237e-01       2.152592591058e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.930618879382e-09       2.152592591058e-03 
       2.111076578654e-06       1.050819508425e+00      -1.234419016452e+00       3.224350015298e-03       1.055529272572e-08       2.638823181429e-08       4.870161908321e-15       5.277646362858e-09      -9.258142623390e-01       3.224350015419e-03       6.146512848421e-01       6.919604676676e-01      -1.234418570022e+00       3.222760969518e-03       4.520234226681e-04      -9.258149399960e-01       3.227564387339e-03       4.936105873639e-12       5.757351760698e-12       3.603525228814e-11       9.765116724003e-09       3.226550324485e-03 
       3.167537600799e-06       1.575309096808e+00      -1.239523598501e+00       4.825582732429e-03       3.530886650067e-08       8.827216625168e-08       3.667688777770e-14       1.765443325034e-08      -9.296426988764e-01       4.825582733611e-03       6.143375823621e-01       6.913881274550e-01      -1.239520897171e+00       4.820228158409e-03       1.014215190047e-03      -9.296467937245e-01       4.836394437874e-03       7.351919568503e-11       8.575097600183e-11       2.886694921934e-10       4.936675361835e-08       4.831916681122e-03 
       4.753376893871e-06       2.360899205858e+00      -1.250213328317e+00       7.205202489613e-03       1.190446108339e-07       2.976115270846e-07       2.784706212771e-13       5.952230541693e-08      -9.376599962417e-01       7.205202499168e-03       6.136949162730e-01       6.902914716883e-01      -1.250199255771e+00       7.187184544794e-03       2.270429296322e-03      -9.376812869158e-01       7.241500167276e-03       8.580770497757e-10       1.000840206255e-09       2.186863673085e-09       2.492718571811e-07       7.226001647940e-03 
       7.134706590522e-06       3.536723329046e+00      -1.273214560197e+00       1.070714980512e-02       4.002953684553e-07       1.000738421138e-06       2.109589442821e-12       2.001476842276e-07      -9.549109201908e-01       1.070714987859e-02       6.123003264498e-01       6.880541851770e-01      -1.273143321992e+00       1.064670808244e-02       5.058552695382e-03      -9.550184536992e-01       1.082863103464e-02       9.709273741816e-09       1.132467825487e-08       1.645757449222e-08       1.256176188890e-06       1.077660292464e-02 
       1.071245677599e-05       5.294739961720e+00      -1.322971103481e+00       1.575026662811e-02       1.321286875049e-06       3.303217187623e-06       1.569785917720e-11       6.606434375247e-07      -9.922283280996e-01       1.575026718299e-02       6.092442645398e-01       6.833803125400e-01      -1.322614290221e+00       1.554889052240e-02       1.115936122349e-02      -9.927660217938e-01       1.615468284812e-02       1.088682399568e-07       1.269824490575e-07       1.230568012062e-07       6.307776952356e-06       1.598150275009e-02 
       1.609201636366e-05       7.919019122171e+00      -1.429820539087e+00       2.265908565844e-02       4.309155737195e-06       1.077288934299e-05       1.155256082815e-10       2.154577868597e-06      -1.072365409785e+00       2.265908979397e-02       6.025658864588e-01       6.735303224855e-01      -1.428055617662e+00       2.199811403226e-02       2.410110781894e-02      -1.075028752678e+00       2.399283495976e-02       1.207340074162e-06       1.408280130202e-06       9.097246085950e-07       3.146998700203e-05       2.342229882020e-02 
       2.419099728429e-05       1.182702570066e+01      -1.653453958405e+00       3.099779449720e-02       1.318008530528e-05       3.295021326321e-05       7.985293976516e-10       6.590042652642e-06      -1.240090528835e+00       3.099782471478e-02       5.881289941043e-01       6.528620577019e-01      -1.644934850204e+00       2.889897645596e-02       4.967350015949e-02      -1.253087823540e+00       3.532158803787e-02       1.313644705823e-05       1.532576746631e-05       6.586917842345e-06       1.553525046872e-04       3.347702312853e-02 
       3.471483643083e-05       1.682702570066e+01      -2.026855543261e+00       3.709529665054e-02       3.257968074154e-05       8.144920185385e-05       4.064828373863e-09       1.628984037077e-05      -1.520142142504e+00       3.709546645899e-02       5.624141795012e-01       6.170544345770e-01      -1.994026975684e+00       3.160870881234e-02       8.632336299756e-02      -1.571748923179e+00       4.899924832956e-02       1.053126872925e-04       1.229585588701e-04       3.674762598634e-05       6.309281562210e-04       4.395148236390e-02 
       4.544305118519e-05       2.182702570066e+01      -2.455607993121e+00       3.693898613009e-02       5.577822684125e-05       1.394455671031e-04       1.192517645351e-08       2.788911342062e-05      -1.841708218250e+00       3.693957760650e-02       5.295080143879e-01       5.724874590253e-01      -2.370478248473e+00       2.653383312483e-02       1.163284002505e-01      -1.982221063374e+00       6.148814284423e-02       4.814668276541e-04       5.632111280725e-04       1.281801313608e-04       1.796194147447e-03       5.118241760901e-02 
