# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=8.81186e-06 to 1.11467 h/Mpc,
# number of wavenumbers equal to 114
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:delta_phi_scf       8:delta_phi_over_phi_scf    9:delta_phi_prime_scf    10:d_tot                 11:phi                   12:psi                
       8.811855594169e-06      -1.299632428119e-03      -9.752427840088e-04      -9.752428089814e-04      -1.299612914146e-03      -1.556459341413e-03       1.167367681313e-07      -3.427033185221e-05      -9.242963209186e-10      -9.753448864171e-04       4.258986291560e-01       4.257646495426e-01 
       1.109346893256e-05      -2.059136112955e-03      -1.545654219573e-03      -1.545654282297e-03      -2.059087107338e-03      -2.465894691100e-03       1.846441998772e-07      -5.420586937323e-05      -1.464581042705e-09      -1.545815856877e-03       4.258980975851e-01       4.257641786669e-01 
       1.396584994415e-05      -3.261897574820e-03      -2.449693259182e-03      -2.449693416723e-03      -3.261774523116e-03      -3.905851923644e-03       2.917095496296e-07      -8.563696965656e-05      -2.320376227842e-09      -2.449948974769e-03       4.258972552032e-01       4.257634324389e-01 
       1.758196339199e-05      -5.165709356543e-03      -3.882493149829e-03      -3.882493545493e-03      -5.165400443071e-03      -6.184513314105e-03       4.599898206802e-07      -1.350388918221e-04      -3.675468030736e-09      -3.882897271247e-03       4.258959203723e-01       4.257622498976e-01 
       2.213438050342e-05      -8.176934057643e-03      -6.153314307861e-03      -6.153315301480e-03      -8.176158811970e-03      -9.787126086407e-03       7.231672756450e-07      -2.122997142866e-04      -5.820002708822e-09      -6.153951885019e-03       4.258938054467e-01       4.257603760731e-01 
       2.786553409007e-05      -1.293407471454e-02      -9.752289061872e-03      -9.752291556753e-03      -1.293213020855e-02      -1.547475367239e-02       1.131433360831e-06      -3.321541050435e-04      -9.210975393244e-09      -9.753292249909e-03       4.258904551187e-01       4.257574072086e-01 
       3.508062897921e-05      -2.043524093105e-02      -1.545619367224e-02      -1.545619993522e-02      -2.043036777285e-02      -2.443359052587e-02       1.756366810431e-06      -5.156153833210e-04      -1.456552494420e-08      -1.545776531699e-02       4.258851491747e-01       4.257527041983e-01 
       4.416389528365e-05      -3.222778743985e-02      -2.449605743346e-02      -2.449607314993e-02      -3.221559115660e-02      -3.849367691021e-02       2.691586103593e-06      -7.901670609483e-04      -2.300234222308e-08      -2.449850253016e-02       4.258767499595e-01       4.257452564491e-01 
       5.559905005640e-05      -5.067831309444e-02      -3.882273436871e-02      -3.882277378537e-02      -5.064785400687e-02      -6.043114455199e-02       4.036417175077e-06      -1.184968183531e-03      -3.624969477928e-08      -3.882649526590e-02       4.258634633972e-01       4.257334675544e-01 
       6.999505698762e-05      -7.932596059849e-02      -6.152762877374e-02      -6.152772754035e-02      -7.925014918480e-02      -9.433842931234e-02       5.828036971360e-06      -1.710932761397e-03      -5.693524407197e-08      -6.153330502362e-02       4.258424687298e-01       4.257148208389e-01 
