#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407793444581e-06       7.009893471056e-01      -1.231881392777e+00       2.151973941882e-03       4.398454929488e-09       1.099613732372e-08       1.264286279555e-15       2.199227464744e-09      -9.239110445826e-01       2.151973941882e-03       6.148401206167e-01       6.922813519640e-01      -1.231881392777e+00       2.151502709389e-03       2.013601265682e-04      -9.239110445826e-01       2.152929264323e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.295304086257e-11       2.152929264323e-03 
       2.112186191045e-06       1.050989347118e+00      -1.234704030696e+00       3.224446625782e-03       1.479372422866e-08       3.698431057165e-08       9.572146091117e-15       7.396862114331e-09      -9.260280230222e-01       3.224446625903e-03       6.146415594945e-01       6.918893475403e-01      -1.234703584381e+00       3.222858321223e-03       4.521301623339e-04      -9.260287011917e-01       3.227663261585e-03       1.980609873502e-14       5.032508289308e-14       1.445803022947e-13       6.550639889892e-11       3.226649353733e-03 
       3.169392724754e-06       1.575373617144e+00      -1.239945445920e+00       4.824826341460e-03       4.951344562670e-08       1.237836140667e-07       7.213444002338e-14       2.475672281335e-08      -9.299590844401e-01       4.824826342643e-03       6.143236279286e-01       6.912826030554e-01      -1.239942747385e+00       4.819478739293e-03       1.014165714192e-03      -9.299631809291e-01       4.835642946762e-03       2.947999214209e-13       7.490536469953e-13       1.157493074070e-12       3.310808877110e-10       4.831168306891e-03 
       4.756585545960e-06       2.360570785488e+00      -1.250829167554e+00       7.202074778070e-03       1.669199309148e-07       4.172998272869e-07       5.477296127625e-13       8.345996545738e-08      -9.381218756692e-01       7.202074787631e-03       6.136754789572e-01       6.901361625470e-01      -1.250815127129e+00       7.184102715620e-03       2.269358138492e-03      -9.381431627427e-01       7.238375345481e-03       3.437022458082e-12       8.733089891918e-12       8.760617232572e-12       1.671135858378e-09       7.222901580816e-03 
       7.140465993247e-06       3.535283840144e+00      -1.274081227908e+00       1.069812145695e-02       5.612031504299e-07       1.403007876075e-06       4.149928480886e-12       2.806015752150e-07      -9.555609209742e-01       1.069812153049e-02       6.122762686988e-01       6.878304980781e-01      -1.274010287209e+00       1.063794531421e-02       5.053020620767e-03      -9.556683434307e-01       1.081954533561e-02       3.882647496379e-11       9.865373437068e-11       6.583759410387e-11       8.416750693072e-09       1.076767135240e-02 
       1.072317350088e-05       5.290485871561e+00      -1.324078359479e+00       1.572766657962e-02       1.852027483634e-06       4.630068709086e-06       3.088598773374e-11       9.260137418171e-07      -9.930587700976e-01       1.572766713527e-02       6.092262521370e-01       6.830748594975e-01      -1.323724039308e+00       1.552772449650e-02       1.113718308187e-02      -9.935952222996e-01       1.613156637941e-02       4.342847683136e-10       1.103469143517e-09       4.912537083283e-10       4.222585960142e-08       1.595924569230e-02 
       1.611250460239e-05       7.908063455633e+00      -1.430840596997e+00       2.260817990274e-02       6.038539562373e-06       1.509634890593e-05       2.273659502490e-10       3.019269781186e-06      -1.073130453213e+00       2.260818404658e-02       6.026029569802e-01       6.731715292927e-01      -1.429095254423e+00       2.195454825242e-02       2.402394740532e-02      -1.075782736189e+00       2.393870055582e-02       4.798394003979e-09       1.219218795130e-08       3.619956967063e-09       2.103094774046e-07       2.337260513929e-02 
       2.423012345753e-05       1.180091386398e+01      -1.652929602020e+00       3.089917646473e-02       1.846442380139e-05       4.616105950347e-05       1.572223977003e-09       9.232211900693e-06      -1.239697261456e+00       3.089920676788e-02       5.884107112348e-01       6.526540006208e-01      -1.644554774099e+00       2.883562601734e-02       4.944553867592e-02      -1.252607548136e+00       3.520594198884e-02       5.190443478287e-08       1.318836463283e-07       2.606348712346e-08       1.033506688310e-06       3.338230033747e-02 
       3.483651451422e-05       1.680091386398e+01      -2.023391451263e+00       3.698242497753e-02       4.580028601986e-05       1.145007150497e-04       8.061298152068e-09       2.290014300993e-05      -1.517544077037e+00       3.698259670432e-02       5.632876438763e-01       6.174043693383e-01      -1.991150289709e+00       3.160299657246e-02       8.606749566524e-02      -1.568985265890e+00       4.887621462130e-02       4.162069576302e-07       1.057544665037e-06       1.449717657754e-07       4.165457985888e-06       4.387604175418e-02 
       4.564545346814e-05       2.180091386398e+01      -2.446304438159e+00       3.682931027916e-02       7.857668729103e-05       1.964417182276e-04       2.374412494703e-08       3.928834364551e-05      -1.834730580534e+00       3.682991113420e-02       5.315418902679e-01       5.741073476348e-01      -2.362900739055e+00       2.667175065549e-02       1.161865791736e-01      -1.975116957605e+00       6.141267516058e-02       1.889450136861e-06       4.801002717597e-06       4.986814320054e-07       1.152791033382e-05       5.116188375061e-02 
       5.665704795961e-05       2.680091386398e+01      -2.868751503700e+00       2.991134963743e-02       9.896286998878e-05       2.474071749719e-04       4.607311417225e-08       4.948143499439e-05      -2.151571029250e+00       2.991292358460e-02       4.945320145957e-01       5.250567271412e-01      -2.699810028029e+00       1.442536075193e-02       1.283447625871e-01      -2.457928696850e+00       7.261533465985e-02       6.126496718090e-06       1.556765014683e-05       1.287430276099e-06       2.568163159647e-05       5.496599739773e-02 
       6.787147394808e-05       3.180091386398e+01      -3.236556974426e+00       1.643397359467e-02       7.869067820063e-05       1.967266955016e-04       5.257330158357e-08       3.934533910031e-05      -2.427437118803e+00       1.643735717385e-02       4.537078014163e-01       4.725914640762e-01      -2.948710872057e+00      -3.454392956840e-03       1.139621607783e-01      -3.003355147162e+00       8.234231417689e-02       1.586799584216e-05       4.032351071042e-05       2.737936194495e-06       4.982019883810e-05       5.535292106979e-02 
       7.928899593189e-05       3.680091386398e+01      -3.499679468809e+00      -2.696265415008e-03      -1.402773723235e-05      -3.506934308087e-05      -1.279030380169e-08      -7.013868616175e-06      -2.624802653091e+00      -2.689988726810e-03       4.105505359589e-01       4.189528723943e-01      -3.071494202880e+00      -2.432105811321e-02       6.934370273222e-02      -3.597063887185e+00       9.051156096747e-02       3.495087789612e-05       8.882507572423e-05       5.052795223502e-06       8.804102027930e-05       5.268894834845e-02 
       9.090998904979e-05       4.180091386398e+01      -3.617080214364e+00      -2.596926382830e-02      -2.094644387047e-04      -5.236610967618e-04      -2.510735223945e-07      -1.047322193524e-04      -2.712894294075e+00      -2.595891581999e-02       3.665134083393e-01       3.661631041952e-01      -3.050429433788e+00      -4.506258629860e-02      -3.319031663021e-03      -4.225118082024e+00       9.710002120626e-02       6.805055645251e-05       1.729704949639e-04       8.356291472168e-06       1.457414175175e-04       4.757599976581e-02 
       1.027349631389e-04       4.680091386398e+01      -3.560637572305e+00      -5.142229605105e-02      -5.466750505871e-04      -1.366687626468e-03      -8.368222198217e-07      -2.733375252936e-04      -2.670626413955e+00      -5.140686676556e-02       3.229645350160e-01       3.159330724077e-01      -2.889757404646e+00      -6.266717518624e-02      -9.615775125604e-02      -4.874540491605e+00       1.021403563860e-01       1.201752925671e-04       3.055250602471e-04       1.265194187836e-05       2.300071740675e-04       4.076605481543e-02 
       1.147645888206e-04       5.180091386398e+01      -3.317784464335e+00      -7.682859248432e-02      -1.033958365201e-03      -2.584895913003e-03      -1.975087715033e-06      -5.169791826005e-04      -2.488577612353e+00      -7.680759256628e-02       2.811352947866e-01       2.696043153387e-01      -2.613455694610e+00      -7.474720207727e-02      -1.970020822339e-01      -5.533753488680e+00       1.057154042487e-01       1.960058808133e-04       4.984579439535e-04       1.780487928674e-05       3.498278903874e-04       3.306782470311e-02 
       1.269997256797e-04       5.680091386398e+01      -2.892675158587e+00      -9.990520710412e-02      -1.610835550628e-03      -4.027088876569e-03      -3.768131061262e-06      -8.054177753138e-04      -2.169863915422e+00      -9.987906149459e-02       2.420766836818e-01       2.281254911087e-01      -2.259788433042e+00      -7.992427039223e-02      -2.916304422881e-01      -6.192882488859e+00       1.079507028027e-01       2.992263600523e-04       7.612596651216e-04       2.355651598999e-05       5.160002099942e-04       2.525734747053e-02 
       1.394414525949e-04       6.180091386398e+01      -2.305828161694e+00      -1.185209447673e-01      -2.321235762280e-03      -5.803089405699e-03      -6.546343427683e-06      -1.160617881140e-03      -1.729869017823e+00      -1.184913560523e-01       2.066261514481e-01       1.920607020296e-01      -1.873820438788e+00      -7.800890791057e-02      -3.664307946682e-01      -6.843922551482e+00       1.090055077428e-01       4.320100384134e-04       1.099656182557e-03       2.957131024021e-05       7.406646511654e-04       1.800268451634e-02 
       1.520911002610e-04       6.680091386398e+01      -1.592329306508e+00      -1.308859636185e-01      -3.071455655280e-03      -7.678639138201e-03      -1.031521120733e-05      -1.535727827640e-03      -1.194895061489e+00      -1.308561398083e-01       1.753869871273e-01       1.616240633709e-01      -1.499391946596e+00      -6.995108935073e-02      -4.109270376557e-01      -7.480778637519e+00       1.090628273293e-01       5.948047731624e-04       1.515083851648e-03       3.550784450032e-05       1.036544007244e-03       1.181018856792e-02 
       1.649502859246e-04       7.180091386398e+01      -7.988028375338e-01      -1.357065437046e-01      -3.810232994237e-03      -9.525582485592e-03      -1.525480831509e-05      -1.905116497118e-03      -5.998906753792e-01      -1.356810029339e-01       1.487233115773e-01       1.367331012123e-01      -1.172062889616e+00      -5.758352366369e-02      -4.196637118534e-01      -8.099198357417e+00       1.083190932776e-01       7.865071317534e-04       2.005152943963e-03       4.110074207846e-05       1.416079173368e-03       6.996372289488e-03 
       1.780209503137e-04       7.680091386398e+01       2.053333825923e-02      -1.322904473170e-01      -4.532387043598e-03      -1.133096760899e-02      -2.202194907656e-05      -2.266193521799e-03       1.450634445835e-02      -1.322752741819e-01       1.267646676702e-01       1.170729213430e-01      -9.142545932887e-01      -4.321913947963e-02      -3.930835675741e-01      -8.696621383108e+00       1.069741639879e-01       1.005040244996e-03       2.565140552988e-03       4.623759915892e-05       1.890758860535e-03       3.685752468560e-03 
       1.802352747579e-04       7.763998548143e+01       1.565024558685e-01      -1.308980737667e-01      -4.637257881615e-03      -1.159314470404e-02      -2.318628940806e-05      -2.318628940807e-03       1.164715186745e-01      -1.308854868222e-01       1.235359029968e-01       1.142540899976e-01      -8.785427159833e-01      -4.078202601297e-02      -3.855187507825e-01      -8.794724048500e+00       1.067034282737e-01       1.044181981978e-03       2.665606927827e-03       4.705844149477e-05       1.980488271737e-03       3.276335525270e-03 
       1.802352747579e-04       7.763998548143e+01       1.565024558685e-01      -1.308980737667e-01      -4.637257881615e-03      -1.159314470404e-02      -2.318628940806e-05      -2.318628940807e-03       1.164715186745e-01      -1.308854868222e-01       1.235350443178e-01       1.142540899976e-01      -8.785427159833e-01      -4.078202601297e-02      -3.855187507825e-01      -8.794724048500e+00       1.067034282737e-01       1.044181981978e-03       2.665606927827e-03       4.705844149477e-05       1.980488271737e-03       3.276335525270e-03 
