#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407565483405e-06       7.009326678116e-01      -1.231817508364e+00       2.151863316131e-03       2.171854121012e-09       5.429635302530e-09       3.082611804001e-16       1.085927060506e-09      -9.238631312727e-01       2.151863316131e-03       6.148438479805e-01       6.922972872519e-01      -1.231817508364e+00       2.151391480903e-03       2.013314742579e-04      -9.238631312727e-01       2.152817743278e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.476061280517e-10       2.152817743278e-03 
       2.111815832235e-06       1.050932667799e+00      -1.234610860696e+00       3.224422564561e-03       7.315208265473e-09       1.828802066368e-08       2.337167007429e-15       3.657604132736e-09      -9.259581455222e-01       3.224422564681e-03       6.146465322040e-01       6.919125960430e-01      -1.234610413582e+00       3.222830885990e-03       4.520948148826e-04      -9.259588229504e-01       3.227635318600e-03       1.387392499634e-13       7.417883482570e-14       1.012792574461e-12       7.465135758116e-10       3.226621360193e-03 
       3.168773539132e-06       1.575352072013e+00      -1.239807907562e+00       4.825107038243e-03       2.445014595788e-08       6.112536489471e-08       1.758793413979e-14       1.222507297894e-08      -9.298559306714e-01       4.825107039427e-03       6.143307541468e-01       6.913170119708e-01      -1.239805201582e+00       4.819741341063e-03       1.014183685165e-03      -9.298600217295e-01       4.835906243948e-03       2.065493162464e-12       1.104344129666e-12       8.109943101250e-12       3.773318580748e-09       4.831430565334e-03 
       4.755514536040e-06       2.360680311453e+00      -1.250628514498e+00       7.203226154545e-03       8.243149357095e-08       2.060787339274e-07       1.335485462553e-13       4.121574678547e-08      -9.379713858775e-01       7.203226164109e-03       6.136856458930e-01       6.901867954283e-01      -1.250614413492e+00       7.185159498796e-03       2.269721084850e-03      -9.379926367623e-01       7.239446497523e-03       2.408992956894e-11       1.288000991319e-11       6.140004835974e-11       1.904823391623e-08       7.223964473111e-03 
       7.138542719281e-06       3.535764030457e+00      -1.273798882915e+00       1.070159616961e-02       2.771727488363e-07       6.929318720908e-07       1.011860455396e-12       1.385863744182e-07      -9.553491622289e-01       1.070159624306e-02       6.122899270077e-01       6.879035445480e-01      -1.273727467898e+00       1.064093452655e-02       5.054885715653e-03      -9.554563404826e-01       1.082264241034e-02       2.722817966811e-10       1.455791848604e-10       4.616448822231e-10       9.595467718813e-08       1.077071695063e-02 
       1.071958677669e-05       5.291906144518e+00      -1.323717404113e+00       1.573734491665e-02       9.148857929154e-07       2.287214482289e-06       7.531369255803e-12       4.574428964577e-07      -9.927880535721e-01       1.573734547041e-02       6.092414126626e-01       6.831754428010e-01      -1.323359455685e+00       1.553495207821e-02       1.114465455526e-02      -9.933228231803e-01       1.613944562931e-02       3.048012408140e-09       1.629661664973e-09       3.446944137906e-09       4.815190320807e-07       1.596683680072e-02 
       1.610558189320e-05       7.911733185837e+00      -1.430509710314e+00       2.263537187528e-02       2.984354194111e-06       7.460885485279e-06       5.545671947175e-11       1.492177097056e-06      -1.072882288176e+00       2.263537599174e-02       6.026080372800e-01       6.732944679821e-01      -1.428737229172e+00       2.196961504861e-02       2.405004043337e-02      -1.075522831722e+00       2.395730853969e-02       3.371715900041e-08       1.802735082823e-08       2.542483114605e-08       2.399099653387e-06       2.338970320687e-02 
       2.421639188315e-05       1.180976490314e+01      -1.653148972586e+00       3.098076683247e-02       9.136728909531e-06       2.284182227383e-05       3.838491474837e-10       4.568364454765e-06      -1.239861788908e+00       3.098079679437e-02       5.883611130312e-01       6.527526326283e-01      -1.644577109354e+00       2.885906873947e-02       4.952399488885e-02      -1.252690307446e+00       3.524711017167e-02       3.653345776428e-07       1.953317330106e-07       1.833089035988e-07       1.179463746814e-05       3.341599211094e-02 
       3.479007345473e-05       1.680976490314e+01      -2.024910151202e+00       3.720840350661e-02       2.271093961936e-05       5.677734904841e-05       1.969231449540e-09       1.135546980968e-05      -1.518683094336e+00       3.720857184108e-02       5.631273935235e-01       6.174162741019e-01      -1.991642014495e+00       3.161426794536e-02       8.616185927718e-02      -1.569560363877e+00       4.892787369731e-02       2.925384546497e-06       1.564117104822e-06       1.018338631261e-06       4.744093287645e-05       4.390667783346e-02 
       4.555499689783e-05       2.180976490314e+01      -2.451083417144e+00       3.736347029376e-02       3.923028901549e-05       9.807572253872e-05       5.832362640918e-09       1.961514450774e-05      -1.838314764309e+00       3.736405483219e-02       5.311783676440e-01       5.739105875192e-01      -2.364219511313e+00       2.665490402769e-02       1.162657792948e-01      -1.976598530088e+00       6.147241293975e-02       1.326815892313e-05       7.094265963498e-06       3.499639923745e-06       1.310304366528e-04       5.117420308373e-02 
       5.651162203485e-05       2.680976490314e+01      -2.880128289564e+00       3.097027527839e-02       5.034155735427e-05       1.258538933857e-04       1.151736582240e-08       2.517077867713e-05      -2.160103408812e+00       3.097179639086e-02       4.938467037738e-01       5.245056213952e-01      -2.702277069266e+00       1.435698384250e-02       1.283533283754e-01      -2.460777674885e+00       7.267559625337e-02       4.298528114160e-05       2.298463708636e-05       9.025291591207e-06       2.912152076982e-04       5.493434532960e-02 
       6.766069859733e-05       3.180976490314e+01      -3.259470398771e+00       1.825237102318e-02       4.277320860521e-05       1.069330215130e-04       1.402799989422e-08       2.138660430261e-05      -2.444621537871e+00       1.825562306959e-02       4.525580920128e-01       4.715221990079e-01      -2.952541450295e+00      -3.604161667179e-03       1.138144896012e-01      -3.008033889445e+00       8.238929040403e-02       1.112219863753e-04       5.947655445914e-05       1.916496078373e-05       5.632313441908e-04       5.524059994996e-02 
       7.900335038644e-05       3.680976490314e+01      -3.540603963664e+00       8.348862624052e-05       1.599121437651e-06       3.997803594126e-06       7.150286327681e-10       7.995607188253e-07      -2.655494400578e+00       8.949646475895e-05       4.087730359095e-01       4.171894383294e-01      -3.076737527971e+00      -2.458636754385e-02       6.892198637783e-02      -3.603984603074e+00       9.052422119254e-02       2.446414192105e-04       1.308415095871e-04       3.528801933588e-05       9.914507289411e-04       5.244849310359e-02 
       9.054116614035e-05       4.180976490314e+01      -3.683587173084e+00      -2.211810598535e-02      -8.747172258337e-05      -2.186793064584e-04      -5.137014801248e-08      -4.373586129169e-05      -2.762771073172e+00      -2.210822446497e-02       3.639290839894e-01       3.635235171021e-01      -3.056924863365e+00      -4.547885900446e-02      -4.162049929283e-03      -4.234586097734e+00       9.704937401825e-02       4.753988324468e-04       2.543112100991e-04       5.815707207058e-05       1.632988635360e-03       4.715064036562e-02 
       1.022762967671e-04       4.680976490314e+01      -3.660563517374e+00      -4.653841491024e-02      -2.430383894864e-04      -6.075959737160e-04      -1.821276375075e-07      -1.215191947432e-04      -2.745564529729e+00      -4.652368087859e-02       3.193857043358e-01       3.122358183328e-01      -2.897111607018e+00      -6.326763834176e-02      -9.759082747106e-02      -4.886693903604e+00       1.019890252366e-01       8.372244690723e-04       4.480044154850e-04       8.759592680506e-05       2.560647943518e-03       4.009271261280e-02 
       1.142115582954e-04       5.180976490314e+01      -3.458056080618e+00      -7.114355774646e-02      -4.701090923394e-04      -1.175272730848e-03      -4.393088633746e-07      -2.350545461697e-04      -2.593771002829e+00      -7.112343752301e-02       2.763742015443e-01       2.646749412139e-01      -2.621042649185e+00      -7.555940306991e-02      -1.992028530189e-01      -5.548501206832e+00       1.054175944859e-01       1.360240710269e-03       7.281845911015e-04       1.223290973186e-04       3.863047633924e-03       3.208190987563e-02 
       1.263505395063e-04       5.680976490314e+01      -3.077908789552e+00      -9.386553338547e-02      -7.419972661167e-04      -1.854993165292e-03      -8.486151653990e-07      -3.709986330584e-04      -2.308774286611e+00      -9.384027740654e-02       2.359551199025e-01       2.218032488070e-01      -2.266771318109e+00      -8.096699601939e-02      -2.947694600294e-01      -6.209843049576e+00       1.074526127104e-01       2.065541157520e-03       1.106394375835e-03       1.600529800212e-04       5.640084851967e-03       2.389933473953e-02 
       1.386977127275e-04       6.180976490314e+01      -2.536875826798e+00      -1.127813251113e-01      -1.082250274292e-03      -2.705625685731e-03      -1.491652058621e-06      -5.411251371461e-04      -1.903136138671e+00      -1.127522807405e-01       1.989854091318e-01       1.842051253287e-01      -1.879192004228e+00      -7.928984804491e-02      -3.706541193824e-01      -6.862366344690e+00       1.082462025133e-01       2.960731318758e-03       1.587101911028e-03       1.977456479405e-04       7.992931856878e-03       1.622597708496e-02 
       1.512585456913e-04       6.680976490314e+01      -1.864976297698e+00      -1.262706900857e-01      -1.451732096642e-03      -3.629330241605e-03      -2.383781014891e-06      -7.258660483209e-04      -1.399360968904e+00      -1.262404863110e-01       1.660973070416e-01       1.521213148513e-01      -1.502028246070e+00      -7.146546736542e-02      -4.163395514982e-01      -7.499576317209e+00       1.079755556689e-01       4.037522060796e-03       2.166434716091e-03       2.321654675109e-04       1.100934227849e-02       9.589240287290e-03 
