#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_phi_scf      19:delta_phi_over_phi_scf   20:delta_phi_prime_scf    21:delta_scf             22:theta_scf          
       1.407140459667e-06       7.008269672499e-01      -1.231697091885e+00       2.151653123644e-03       2.823540651326e-09       7.058851628314e-09       5.210638631454e-16       1.411770325663e-09      -9.237728189138e-01       2.151653123644e-03       6.148471128783e-01       6.923273245823e-01      -1.231697091885e+00       2.151181814078e-03       2.012780428697e-04      -9.237728189138e-01       2.152607530921e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.990250452066e-10       2.152607530921e-03 
       2.111125302061e-06       1.050826967249e+00      -1.234431908824e+00       3.224355904159e-03       9.502588034408e-09       2.375647008602e-08       3.947225452167e-15       4.751294017204e-09      -9.258239316183e-01       3.224355904280e-03       6.146512158593e-01       6.919572505403e-01      -1.234431462252e+00       3.222766284432e-03       4.520281655349e-04      -9.258246091873e-01       3.227569769177e-03       6.556038489317e-13       5.298405871153e-13       4.786115051816e-12       5.053056257939e-09       3.226555713153e-03 
       3.167619003631e-06       1.575311938357e+00      -1.239542665968e+00       4.825555318208e-03       3.178806049085e-08       7.947015122713e-08       2.972705724780e-14       1.589403024543e-08      -9.296569994764e-01       4.825555319390e-03       6.143374991741e-01       6.913833585575e-01      -1.239539963496e+00       4.820197990195e-03       1.014213337169e-03      -9.296610934491e-01       4.836364179808e-03       9.764387805717e-12       7.891303574587e-12       3.833934200605e-11       2.554501941509e-08       4.831886559148e-03 
       4.753517238234e-06       2.360884886435e+00      -1.250240732841e+00       7.205087997559e-03       1.071743390270e-07       2.679358475675e-07       2.257059298866e-13       5.358716951351e-08      -9.376805496342e-01       7.205088007115e-03       6.136949431296e-01       6.902845655717e-01      -1.250226652020e+00       7.187056670185e-03       2.270383734413e-03      -9.377018328944e-01       7.241370418577e-03       1.139591891165e-10       9.209861381971e-11       2.904335062659e-10       1.289840197180e-07       7.225872969213e-03 
       7.134955021099e-06       3.536661075561e+00      -1.273250810264e+00       1.070685693784e-02       3.603829080029e-07       9.009572700071e-07       1.709891974113e-12       1.801914540014e-07      -9.549381077411e-01       1.070685701130e-02       6.123010702417e-01       6.880448430142e-01      -1.273179512144e+00       1.064634969295e-02       5.058318053249e-03      -9.550455818356e-01       1.082825866693e-02       1.289364642923e-09       1.042028414547e-09       2.185542876332e-09       6.499684953011e-07       1.077623701644e-02 
       1.071289268299e-05       5.294561081442e+00      -1.323005530979e+00       1.574979078619e-02       1.189565878755e-06       2.973914696889e-06       1.272401042776e-11       5.947829393777e-07      -9.922541487225e-01       1.574979134079e-02       6.092485989753e-01       6.833706659229e-01      -1.322648280694e+00       1.554809290290e-02       1.115845185865e-02      -9.927913831686e-01       1.615380292166e-02       1.445539859304e-08       1.168245687298e-08       1.633933612048e-08       3.263239418943e-06       1.598065521657e-02 
       1.609265181274e-05       7.918600058143e+00      -1.429790384550e+00       2.265956620789e-02       3.879808904700e-06       9.699522261749e-06       9.364564261916e-11       1.939904452350e-06      -1.072342793877e+00       2.265957033888e-02       6.025871878933e-01       6.735350994765e-01      -1.428022248621e+00       2.199701432858e-02       2.409832998061e-02      -1.075002727264e+00       2.399132687967e-02       1.602586006619e-07       1.295170725441e-07       1.207400910715e-07       1.626946269525e-05       2.342089609892e-02 
       2.419072173949e-05       1.182635071532e+01      -1.653089059799e+00       3.100797318263e-02       1.186939458285e-05       2.967348645713e-05       6.473635289952e-10       5.934697291426e-06      -1.239816854779e+00       3.100800333688e-02       5.882282677569e-01       6.529536675606e-01      -1.644545848706e+00       2.890138692782e-02       4.966936169834e-02      -1.252790742086e+00       3.532259612657e-02       1.741897032844e-06       1.407783766710e-06       8.727322437380e-07       8.005177379776e-05       3.347749877446e-02 
       3.470343925815e-05       1.682635071532e+01      -2.025379988523e+00       3.715079750785e-02       2.935547994333e-05       7.338869985832e-05       3.295006146395e-09       1.467773997166e-05      -1.519035474944e+00       3.715096660497e-02       5.627926667091e-01       6.174714184480e-01      -1.992410697828e+00       3.163328731454e-02       8.633453155069e-02      -1.570522153323e+00       4.902184163641e-02       1.391064117089e-05       1.124323191423e-05       4.836660769378e-06       3.208478387155e-04       4.396187096664e-02 
       4.538663557019e-05       2.182635071532e+01      -2.451972564535e+00       3.711149913788e-02       5.032395866921e-05       1.258098966730e-04       9.661683064343e-09       2.516197933461e-05      -1.838981634094e+00       3.711208569318e-02       5.305097025010e-01       5.736213689209e-01      -2.366342812430e+00       2.662366761751e-02       1.164086989633e-01      -1.979103544316e+00       6.158130812532e-02       6.297984903851e-05       5.091203199311e-05       1.659120217013e-05       8.834482536646e-04       5.119756294851e-02 
