# Matter power spectrum P(k) at redshift z=16
# for k=1.00008e-05 to 1.04153 h/Mpc,
# number of wavenumbers equal to 113
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.000076852127e-05       2.991813602393e-01 
       1.259022162890e-05       3.737525713787e-01 
       1.585014994874e-05       4.669105059992e-01 
       1.995415655122e-05       5.832876555563e-01 
       2.512079475325e-05       7.286708915816e-01 
       3.162520687933e-05       9.102889241442e-01 
       3.981377659364e-05       1.137171146507e+00 
       5.012257509323e-05       1.420595390033e+00 
       6.310058348942e-05       1.774646246138e+00 
       7.943892805387e-05       2.216910476530e+00 
       1.000076852127e-04       2.769341687885e+00 
       1.259022162890e-04       3.459332449125e+00 
       1.585014994874e-04       4.321037701040e+00 
       1.995415655122e-04       5.396996632377e+00 
       2.512079475325e-04       6.740097094404e+00 
       3.162520687933e-04       8.415908807534e+00 
       3.981377659364e-04       1.050536318972e+01 
       5.012257509323e-04       1.310764920781e+01 
       6.310058348942e-04       1.634297656503e+01 
       7.943892805387e-04       2.035445668912e+01 
       1.000076852127e-03       2.530769421356e+01 
       1.259022162890e-03       3.138579423566e+01 
       1.585014994874e-03       3.877626425483e+01 
       1.995415655122e-03       4.764293718293e+01 
       2.512079475325e-03       5.811145867573e+01 
       3.162520687933e-03       7.020461693454e+01 
       3.981377659364e-03       8.379186873386e+01 
       5.012257509323e-03       9.848729995963e+01 
       6.310058348942e-03       1.135602843627e+02 
       7.943892805387e-03       1.277848424875e+02 
       1.000076852127e-02       1.393917091634e+02 
       1.259022162890e-02       1.462263756928e+02 
       1.585014994874e-02       1.460838476674e+02 
       1.995415653194e-02       1.373176640956e+02 
       2.512076974459e-02       1.195986493703e+02 
       3.161986238830e-02       9.554254550473e+01 
       3.955393929689e-02       7.218385168083e+01 
       4.706132538594e-02       5.836643976065e+01 
       5.243359655180e-02       5.241699466202e+01 
       5.672260990690e-02       4.919271658689e+01 
       6.048707436059e-02       4.699879005591e+01 
       6.396385500030e-02       4.520225640260e+01 
       6.727308241680e-02       4.350504022767e+01 
       7.048462886280e-02       4.175272646915e+01 
       7.364336045236e-02       3.987029289056e+01 
       7.678033699262e-02       3.783501473676e+01 
       7.991839354538e-02       3.566242553531e+01 
       8.307517865298e-02       3.339600236980e+01 
       8.626492550713e-02       3.109801107997e+01 
       8.949954240329e-02       2.884057467946e+01 
       9.278931450787e-02       2.669660968849e+01 
       9.614337222856e-02       2.473140166337e+01 
       9.957001336206e-02       2.299606410424e+01 
       1.030769302356e-01       2.152281232795e+01 
       1.066713731293e-01       2.032208070178e+01 
       1.103602697505e-01       1.938191188588e+01 
       1.141503136413e-01       1.866824671176e+01 
       1.180480301484e-01       1.812686816970e+01 
       1.220598258945e-01       1.768707979033e+01 
       1.261920259573e-01       1.726858506923e+01 
       1.304509018201e-01       1.679227358713e+01 
       1.348426924063e-01       1.619431395752e+01 
       1.377031120903e-01       1.573425476350e+01 
       1.393736200054e-01       1.544035227754e+01 
       1.440499025654e-01       1.453516071030e+01 
       1.488777636052e-01       1.352317440889e+01 
       1.538634408552e-01       1.247834660558e+01 
       1.590131946463e-01       1.148567226666e+01 
       1.643333170034e-01       1.061981650193e+01 
       1.698301423701e-01       9.927020935781e+00 
       1.755100608633e-01       9.414641461492e+00 
       1.813795349442e-01       9.049852962558e+00 
       1.874451203821e-01       8.772092666991e+00 
       1.937134923790e-01       8.494802016299e+00 
       2.001914777286e-01       8.145584978154e+00 
       2.068860938873e-01       7.692565801394e+00 
       2.138045958667e-01       7.155598494234e+00 
       2.209545319073e-01       6.592840425785e+00 
       2.283438089769e-01       6.074232627576e+00 
       2.359807692765e-01       5.653267358718e+00 
       2.438742791349e-01       5.343077371548e+00 
       2.520338319552e-01       5.110552152097e+00 
       2.604696672717e-01       4.896370941474e+00 
       2.691929085052e-01       4.647320168876e+00 
       2.782157227132e-01       4.345534976207e+00 
       2.875515065748e-01       4.019607943092e+00 
       2.972151040915e-01       3.719031975384e+00 
       3.072230631316e-01       3.475078407922e+00 
       3.175939401361e-01       3.283803669185e+00 
       3.283486652317e-01       3.111446538290e+00 
       3.395109839636e-01       2.924762330987e+00 
       3.511079972764e-01       2.719628577403e+00 
       3.631708288833e-01       2.519047494347e+00 
       3.757354597075e-01       2.346519940206e+00 
       3.888437841374e-01       2.199824510219e+00 
       4.025449646676e-01       2.060045014383e+00 
       4.168971937685e-01       1.914646949794e+00 
       4.319700204337e-01       1.770902853414e+00 
       4.478474737089e-01       1.641454865713e+00 
       4.646323335163e-01       1.524937261817e+00 
       4.824520901138e-01       1.409916238770e+00 
       5.014674519479e-01       1.296083732295e+00 
       5.218848101273e-01       1.190821342013e+00 
       5.439750480977e-01       1.091135161854e+00 
       5.681029123262e-01       9.929443984066e-01 
       5.947747314192e-01       8.990935065628e-01 
       6.247196404377e-01       8.081059976068e-01 
       6.590356313245e-01       7.185154131285e-01 
       6.994696842809e-01       6.301086574435e-01 
       7.489966438200e-01       5.411811834395e-01 
       8.131141292958e-01       4.501197654496e-01 
       9.029050698860e-01       3.550482315280e-01 
       1.041525380548e+00       2.558803832130e-01 
