# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=8.92094e-06 to 1.12715 h/Mpc,
# number of wavenumbers equal to 114
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:delta_phi_scf       8:delta_phi_over_phi_scf    9:delta_phi_prime_scf    10:d_tot                 11:phi                   12:psi                
       8.920941486923e-06      -1.298437154739e-03      -9.743443788251e-04      -9.743444029827e-04      -1.298417609089e-03       1.504131258473e-04       1.118831259614e-06       2.086397060134e-03      -7.974016770516e-12      -9.744352148007e-04       4.294458936656e-01       4.293184289673e-01 
       1.123079993502e-05      -2.057244306943e-03      -1.544230467562e-03      -1.544230528240e-03      -2.057195221849e-03       2.388383590441e-04       1.772900682616e-06       3.306106028354e-03      -1.271085686983e-11      -1.544374266682e-03       4.294454016978e-01       4.293179945591e-01 
       1.413873943297e-05      -3.258905728149e-03      -2.447437076396e-03      -2.447437228796e-03      -3.258782477181e-03       3.796639658118e-04       2.809037677292e-06       5.238294784265e-03      -2.032861886186e-11      -2.447664565327e-03       4.294446220764e-01       4.293173061245e-01 
       1.779961836290e-05      -5.160983822023e-03      -3.878918124963e-03      -3.878918507716e-03      -5.160674409503e-03       6.045624115760e-04       4.449961830329e-06       8.298290918072e-03      -3.267836819628e-11      -3.879277623029e-03       4.294433866990e-01       4.293162151697e-01 
       2.240839187729e-05      -8.169485286823e-03      -6.147650244100e-03      -6.147651205297e-03      -8.168708793488e-03       9.652861766441e-04       7.047538703138e-06       1.314225349450e-02      -5.294579519429e-11      -6.148217381277e-03       4.294414293576e-01       4.293144864751e-01 
       2.821049397177e-05      -1.292237122136e-02      -9.743317070379e-03      -9.743319483862e-03      -1.292042360478e-02       1.547739036955e-03       1.115661501923e-05       2.080486094499e-02      -8.680911631671e-11      -9.744209329085e-03       4.294383286861e-01       4.293117475632e-01 
       3.551490774032e-05      -2.041694754561e-02      -1.544198644146e-02      -1.544199250014e-02      -2.041206666699e-02       2.497725378398e-03       1.764948313719e-05       3.291276447089e-02      -1.448337998959e-10      -1.544338405581e-02       4.294334181859e-01       4.293074088555e-01 
       4.471061985182e-05      -3.219943255735e-02      -2.447357166931e-02      -2.447358687321e-02      -3.218721726046e-02       4.070225214461e-03       2.789057554392e-05       5.201035841667e-02      -2.476477355931e-10      -2.447574540363e-02       4.294256450727e-01       4.293005380710e-01 
       5.628733550852e-05      -5.063496341416e-02      -3.878717510253e-02      -3.878721323418e-02      -5.060445802843e-02       6.730001149929e-03       4.399892332172e-05       8.204921294317e-02      -4.377664330611e-10      -3.879051705135e-02       4.294133492937e-01       4.292896626320e-01 
       7.086155703386e-05      -7.926119699187e-02      -6.147146753984e-02      -6.147156308867e-02      -7.918527498589e-02       1.136034694955e-02       6.922224760782e-05       1.290856799574e-01      -8.064066805613e-10      -6.147650751358e-02       4.293939210760e-01       4.292724611773e-01 
       8.920941486923e-05      -1.231703219552e-01      -9.742054070347e-02      -9.742077978527e-02      -1.229823874736e-01       1.971912996987e-02       1.084353217342e-04       2.022102390659e-01      -1.556325478816e-09      -9.742789382375e-02       4.293632771512e-01       4.292452860397e-01 
