# Matter power spectrum P(k) at redshift z=9.2
# for k=8.52997e-06 to 1.07856 h/Mpc,
# number of wavenumbers equal to 114
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       8.529969801220e-06       1.433120608001e+00 
       1.073859574459e-05       1.790326164065e+00 
       1.351909106985e-05       2.236563510131e+00 
       1.701952729220e-05       2.794021678535e+00 
       2.142631540487e-05       3.490418097872e+00 
       2.697413294431e-05       4.360374342826e+00 
       3.395842142470e-05       5.447132622247e+00 
       4.275111967598e-05       6.804695813514e+00 
       5.382047094274e-05       8.500492418111e+00 
       6.775595854454e-05       1.061868896724e+01 
       8.529969801220e-05       1.326429489456e+01 
       1.073859574459e-04       1.656822508709e+01 
       1.351909106985e-04       2.069349540534e+01 
       1.701952729220e-04       2.584270933082e+01 
       2.142631540487e-04       3.226691620029e+01 
       2.697413294431e-04       4.027571877610e+01 
       3.395842142470e-04       5.024806496651e+01 
       4.275111967598e-04       6.264228555098e+01 
       5.382047094274e-04       7.800237588512e+01 
       6.775595854454e-04       9.695505032579e+01 
       8.529969801220e-04       1.201871232746e+02 
       1.073859574459e-03       1.483939458262e+02 
       1.351909106985e-03       1.822022097288e+02 
       1.701952729220e-03       2.220225517032e+02 
       2.142631540487e-03       2.678490136201e+02 
       2.697413294431e-03       3.189477694829e+02 
       3.395842142470e-03       3.735935617198e+02 
       4.275111967598e-03       4.288551440492e+02 
       5.382047094274e-03       4.802814451158e+02 
       6.775595854454e-03       5.221474286016e+02 
       8.529969801220e-03       5.477085228663e+02 
       1.073859574459e-02       5.505253948540e+02 
       1.351909106985e-02       5.252727655780e+02 
       1.701952725976e-02       4.693459973882e+02 
       2.142627991826e-02       3.858197664142e+02 
       2.696753290069e-02       2.879772773613e+02 
       3.367352842981e-02       2.026681963529e+02 
       3.979358733457e-02       1.585085341018e+02 
       4.417592311872e-02       1.418768265105e+02 
       4.771208015180e-02       1.344022461963e+02 
       5.083333583562e-02       1.303768674390e+02 
       5.372529509543e-02       1.275731950895e+02 
       5.648338812452e-02       1.248592847275e+02 
       5.916366386019e-02       1.215835064915e+02 
       6.180237340205e-02       1.173789141570e+02 
       6.442475517041e-02       1.120911639526e+02 
       6.704945064175e-02       1.057441681477e+02 
       6.969092379512e-02       9.851254080858e+01 
       7.236087886872e-02       9.068856750536e+01 
       7.506913687273e-02       8.264036243436e+01 
       7.782420159896e-02       7.476352396242e+01 
       8.063363844882e-02       6.743236643824e+01 
       8.350433559999e-02       6.095835851389e+01 
       8.644268850275e-02       5.556194632962e+01 
       8.945473282390e-02       5.135975596850e+01 
       9.254624175485e-02       4.836382982483e+01 
       9.572279807860e-02       4.648590161111e+01 
       9.898984797595e-02       4.554053487493e+01 
       1.023527413873e-01       4.524711709972e+01 
       1.058167623472e-01       4.523968525488e+01 
       1.093871517905e-01       4.509923721029e+01 
       1.130691247185e-01       4.441866316030e+01 
       1.168678832101e-01       4.289398284397e+01 
       1.203369434416e-01       4.074233237611e+01 
       1.207886264896e-01       4.041466133665e+01 
       1.248365590888e-01       3.711377116413e+01 
       1.290168980214e-01       3.334617083377e+01 
       1.333348798168e-01       2.959105161463e+01 
       1.377957682108e-01       2.631348401576e+01 
       1.424048632656e-01       2.384263081882e+01 
       1.471675126684e-01       2.230774301027e+01 
       1.520891259507e-01       2.162783058263e+01 
       1.571751923589e-01       2.154079677824e+01 
       1.624313031034e-01       2.160244398556e+01 
       1.678631787145e-01       2.131956711671e+01 
       1.734767022432e-01       2.035182923506e+01 
       1.792779590687e-01       1.868429118941e+01 
       1.852732841188e-01       1.663620847351e+01 
       1.914693173864e-01       1.468753188845e+01 
       1.978730687403e-01       1.324113518752e+01 
       2.044919932049e-01       1.245311432071e+01 
       2.113340781218e-01       1.218898837570e+01 
       2.184079439494e-01       1.209265543143e+01 
       2.257229609075e-01       1.175331718526e+01 
       2.332893842835e-01       1.095000881550e+01 
       2.411185120233e-01       9.821479695800e+00 
       2.492228692930e-01       8.746109606264e+00 
       2.576164261099e-01       8.028589123716e+00 
       2.663148560158e-01       7.698168382266e+00 
       2.753358462784e-01       7.512099535725e+00 
       2.846994735133e-01       7.160476124007e+00 
       2.944286632709e-01       6.551563936993e+00 
       3.045497585975e-01       5.883008848185e+00 
       3.150932316649e-01       5.405708121346e+00 
       3.260945855491e-01       5.145467022834e+00 
       3.375955121058e-01       4.906278416152e+00 
       3.496453998119e-01       4.527279812612e+00 
       3.623033275875e-01       4.093984745056e+00 
       3.756407456294e-01       3.773921242820e+00 
       3.897451470195e-01       3.552165664584e+00 
       4.047252005586e-01       3.284835049954e+00 
       4.207180938701e-01       2.971244832825e+00 
       4.379003171363e-01       2.726755944625e+00 
       4.565039810704e-01       2.512406969902e+00 
       4.768423778917e-01       2.261510850211e+00 
       4.993516650072e-01       2.044637712252e+00 
       5.246621263283e-01       1.833413506319e+00 
       5.537269690949e-01       1.620157291276e+00 
       5.880708544995e-01       1.414748766126e+00 
       6.303069642323e-01       1.208445741358e+00 
       6.853011515997e-01       9.967152440564e-01 
       7.629279831152e-01       7.770483123426e-01 
       8.837217173674e-01       5.505938339598e-01 
       1.078558330423e+00       3.429611486127e-01 
